,Brand,Model,Body,Color,Year,Fuel,Kilometers,Engine,Trasmission,Price,Gov
14477,Hyundai,Accent,Sedan,Orange,1998,Benzine,160000 to 179999,1000 - 1300 CC,Manual,71.3,Alexandria
14478,Hyundai,Accent,Sedan,Red,2015,Benzine,120000 to 139999,1600 CC,Manual,149.5,Cairo
14479,Hyundai,Accent,Sedan,Black,2013,Benzine,100000 to 119999,1400 - 1500 CC,Manual,138.0,Alexandria
14480,Hyundai,Accent,Sedan,White,2004,Benzine,20000 to 29999,1000 - 1300 CC,Manual,74.8,Dakahlia
14481,Hyundai,Accent,Sedan,Gray,2014,Benzine,More than 200000,1600 CC,Manual,172.5,Qena
14482,Hyundai,Accent,Sedan,Gray,2018,Benzine,140000 to 159999,1600 CC,Automatic,276.0,Giza
14483,Hyundai,Accent,Sedan,Other Color,2014,Benzine,160000 to 179999,1600 CC,Automatic,178.2,Alexandria
14484,Hyundai,Accent,Sedan,Red,2014,Benzine,More than 200000,1600 CC,Automatic,192.1,Sharqia
14485,Hyundai,Accent,Sedan,Other Color,2005,Benzine,180000 to 199999,1000 - 1300 CC,Manual,98.9,Port Said
14486,Hyundai,Accent,Sedan,Blue- Navy Blue,2001,Benzine,180000 to 199999,1000 - 1300 CC,Manual,65.5,Minya
14487,Hyundai,Accent,Sedan,Yellow,2002,Benzine,0 to 9999,1400 - 1500 CC,Manual,77.0,Beheira
14488,Hyundai,Accent,Sedan,Gold,2004,Natural Gas,30000 to 39999,1400 - 1500 CC,Manual,86.2,Ismailia
14489,Hyundai,Accent,Sedan,Brown,2018,Benzine,160000 to 179999,1600 CC,Automatic,258.8,Cairo
14490,Hyundai,Accent,Sedan,Silver,2013,Benzine,10000 to 19999,1600 CC,Manual,155.2,Cairo
14491,Hyundai,Accent,Sedan,Other Color,2014,Benzine,160000 to 179999,1600 CC,Manual,155.2,Cairo
14492,Hyundai,Accent,Sedan,Gold,2013,Benzine,120000 to 139999,1600 CC,Manual,166.8,Sharqia
14493,Hyundai,Accent,Sedan,Gold,2001,Benzine,180000 to 199999,1400 - 1500 CC,Automatic,82.8,Cairo
14494,Hyundai,Accent,Sedan,Gold,2002,Benzine,20000 to 29999,1400 - 1500 CC,Manual,74.8,Giza
14495,Hyundai,Accent,Sedan,Black,2011,Benzine,More than 200000,1600 CC,Automatic,166.2,Cairo
14496,Hyundai,Accent,Sedan,Other Color,2001,Benzine,10000 to 19999,1000 - 1300 CC,Manual,73.6,Gharbia
14497,Hyundai,Accent,Sedan,Silver,2018,Benzine,90000 to 99999,1600 CC,Automatic,247.2,Beni Suef
14498,Hyundai,Accent,Sedan,Burgundy,2009,Benzine,More than 200000,1400 - 1500 CC,Manual,88.5,Giza
14499,Hyundai,Accent,Sedan,Gray,2019,Benzine,120000 to 139999,1400 - 1500 CC,Automatic,274.9,Giza
14500,Hyundai,Accent,Sedan,Gold,2005,Benzine,160000 to 179999,1000 - 1300 CC,Manual,63.2,Ismailia
14501,Hyundai,Accent,Sedan,Burgundy,2013,Benzine,More than 200000,1600 CC,Manual,147.2,Cairo
14502,Hyundai,Accent,Sedan,Gold,2002,Benzine,120000 to 139999,1400 - 1500 CC,Manual,69.0,Cairo
14503,Hyundai,Accent,Sedan,Burgundy,2015,Benzine,10000 to 19999,1600 CC,Automatic,203.6,Giza
14504,Hyundai,Accent,Sedan,Blue- Navy Blue,2008,Benzine,10000 to 19999,1000 - 1300 CC,Manual,74.8,Kafr al-Sheikh
14505,Hyundai,Accent,Sedan,White,2008,Benzine,20000 to 29999,1000 - 1300 CC,Manual,78.2,Beheira
14506,Hyundai,Accent,Sedan,Silver,2004,Benzine,20000 to 29999,1400 - 1500 CC,Manual,80.5,Dakahlia
14507,Hyundai,Accent,Sedan,Other Color,2011,Benzine,90000 to 99999,1600 CC,Automatic,170.2,Cairo
14508,Hyundai,Accent,Sedan,Silver,2009,Benzine,100000 to 119999,1000 - 1300 CC,Manual,71.3,Qalyubia
14509,Hyundai,Accent,Sedan,Gold,2003,Benzine,More than 200000,1400 - 1500 CC,Manual,59.8,Cairo
14510,Hyundai,Accent,Sedan,Burgundy,2012,Benzine,100000 to 119999,1600 CC,Automatic,193.2,Monufia
14511,Hyundai,Accent,Sedan,White,2008,Benzine,More than 200000,1000 - 1300 CC,Manual,69.0,Cairo
14512,Hyundai,Accent,Sedan,Other Color,2015,Benzine,90000 to 99999,1400 - 1500 CC,Automatic,224.2,Cairo
14513,Hyundai,Accent,Sedan,Burgundy,2009,Benzine,10000 to 19999,1000 - 1300 CC,Manual,107.0,Asyut
14514,Hyundai,Accent,Sedan,Gold,2009,Benzine,More than 200000,1400 - 1500 CC,Manual,78.2,Suez
14515,Hyundai,Accent,Sedan,Gray,2019,Benzine,120000 to 139999,1600 CC,Automatic,185.6,Cairo
14516,Hyundai,Accent,Sedan,Red,2002,Benzine,20000 to 29999,1000 - 1300 CC,Manual,78.2,Cairo
14517,Hyundai,Accent,Sedan,Other Color,2003,Benzine,10000 to 19999,1000 - 1300 CC,Manual,84.0,Kafr al-Sheikh
14518,Hyundai,Accent,Sedan,Black,2014,Benzine,140000 to 159999,1400 - 1500 CC,Automatic,181.7,Cairo
14519,Hyundai,Accent,Sedan,Blue- Navy Blue,2010,Benzine,More than 200000,1400 - 1500 CC,Manual,63.2,Giza
14520,Hyundai,Accent,Sedan,Red,2003,Benzine,More than 200000,1000 - 1300 CC,Manual,65.5,Giza
14521,Hyundai,Accent,Sedan,White,2002,Benzine,20000 to 29999,1000 - 1300 CC,Manual,51.8,Giza
14522,Hyundai,Accent,Sedan,White,2003,Benzine,180000 to 199999,1400 - 1500 CC,Manual,57.5,Giza
14523,Hyundai,Accent,Sedan,Other Color,2002,Benzine,More than 200000,1400 - 1500 CC,Automatic,78.2,Giza
14524,Hyundai,Accent,Sedan,Gray,2009,Benzine,160000 to 179999,1000 - 1300 CC,Manual,111.5,Giza
14525,Hyundai,Accent,Sedan,Gray,2022,Benzine,30000 to 39999,1600 CC,Automatic,356.5,Cairo
14526,Hyundai,Accent,Sedan,Silver,2004,Benzine,More than 200000,1400 - 1500 CC,Manual,69.0,Cairo
14527,Hyundai,Accent,Sedan,Gray,2003,Benzine,70000 to 79999,1400 - 1500 CC,Manual,74.8,Cairo
14528,Hyundai,Accent,Sedan,Gold,2007,Benzine,10000 to 19999,1400 - 1500 CC,Manual,69.0,Kafr al-Sheikh
14529,Hyundai,Accent,Sedan,Silver,2013,Benzine,90000 to 99999,1600 CC,Automatic,171.3,New Valley
14530,Hyundai,Accent,Sedan,Other Color,2014,Benzine,20000 to 29999,1600 CC,Automatic,189.8,Gharbia
14531,Hyundai,Accent,Sedan,White,2018,Benzine,90000 to 99999,1600 CC,Automatic,262.2,Cairo
14532,Hyundai,Accent,Sedan,White,2003,Benzine,More than 200000,1000 - 1300 CC,Manual,38.0,Dakahlia
14533,Hyundai,Accent,Sedan,Other Color,2015,Benzine,More than 200000,1600 CC,Automatic,161.0,Beheira
14534,Hyundai,Accent,Sedan,Blue- Navy Blue,2003,Benzine,More than 200000,1400 - 1500 CC,Manual,80.5,Suez
14535,Hyundai,Accent,Sedan,Other Color,2021,Benzine,20000 to 29999,1600 CC,Automatic,299.0,Red Sea
14536,Hyundai,Accent,Sedan,Gold,2003,Benzine,More than 200000,1400 - 1500 CC,Manual,41.4,Sohag
14537,Hyundai,Accent,Sedan,Other Color,2001,Benzine,20000 to 29999,1600 CC,Manual,48.3,Alexandria
14538,Hyundai,Accent,Sedan,Silver,2004,Benzine,20000 to 29999,1400 - 1500 CC,Manual,63.2,Sharqia
14539,Hyundai,Accent,Sedan,Other Color,2010,Benzine,100000 to 119999,1600 CC,Manual,151.8,Cairo
14540,Hyundai,Accent,Sedan,Burgundy,2006,Benzine,More than 200000,1000 - 1300 CC,Manual,80.5,Cairo
14541,Hyundai,Accent,Sedan,Red,2003,Natural Gas,0 to 9999,1000 - 1300 CC,Manual,57.5,Ismailia
14542,Hyundai,Accent,Sedan,Black,2021,Benzine,20000 to 29999,1600 CC,Automatic,333.5,Giza
14543,Hyundai,Accent,Sedan,Silver,2004,Benzine,More than 200000,1400 - 1500 CC,Manual,63.2,Cairo
14544,Hyundai,Accent,Sedan,Burgundy,2009,Benzine,60000 to 69999,1000 - 1300 CC,Manual,86.2,Suez
14545,Hyundai,Accent,Sedan,Silver,2002,Benzine,10000 to 19999,1000 - 1300 CC,Manual,80.5,Cairo
14546,Hyundai,Accent,Sedan,Gray,2015,Benzine,80000 to 89999,1600 CC,Automatic,212.8,Cairo
14547,Hyundai,Accent,Sedan,Silver,2008,Benzine,60000 to 69999,1400 - 1500 CC,Manual,80.5,Giza
14548,Hyundai,Accent,Sedan,Blue- Navy Blue,2002,Benzine,20000 to 29999,1400 - 1500 CC,Manual,51.8,Ismailia
14549,Hyundai,Accent,Sedan,Silver,2009,Benzine,180000 to 199999,1000 - 1300 CC,Manual,94.3,Cairo
14550,Hyundai,Accent,Sedan,Green,2003,Benzine,More than 200000,1000 - 1300 CC,Manual,69.0,Cairo
14551,Hyundai,Accent,Sedan,Black,2010,Benzine,120000 to 139999,1600 CC,Automatic,166.8,Giza
14552,Hyundai,Accent,Sedan,Blue- Navy Blue,2009,Benzine,120000 to 139999,1000 - 1300 CC,Manual,89.7,Giza
14553,Hyundai,Accent,Sedan,Gray,2018,Benzine,80000 to 89999,1600 CC,Automatic,253.0,Monufia
14554,Hyundai,Accent,Sedan,Gray,2009,Benzine,160000 to 179999,1000 - 1300 CC,Manual,86.2,Cairo
14555,Hyundai,Accent,Sedan,Silver,2004,Benzine,More than 200000,1000 - 1300 CC,Manual,73.6,Sharqia
14556,Hyundai,Accent,Sedan,Other Color,2018,Benzine,160000 to 179999,1600 CC,Automatic,172.5,Minya
14557,Hyundai,Accent,Sedan,Other Color,2012,Benzine,10000 to 19999,1600 CC,Automatic,166.8,Fayoum
14558,Hyundai,Accent,Sedan,Burgundy,2009,Natural Gas,10000 to 19999,1400 - 1500 CC,Manual,86.2,Ismailia
14559,Hyundai,Accent,Sedan,Red,2019,Benzine,140000 to 159999,1600 CC,Automatic,287.5,Giza
14560,Hyundai,Accent,Sedan,Gray,2014,Benzine,160000 to 179999,1600 CC,Manual,155.2,Cairo
14561,Hyundai,Accent,Sedan,Green,2001,Benzine,180000 to 199999,1000 - 1300 CC,Manual,66.7,Damietta
14562,Hyundai,Accent,Sedan,Burgundy,2013,Benzine,180000 to 199999,1600 CC,Manual,154.1,Cairo
14563,Hyundai,Accent,Sedan,White,2008,Benzine,0 to 9999,1000 - 1300 CC,Manual,97.8,Dakahlia
14564,Hyundai,Accent,Sedan,Black,2014,Benzine,160000 to 179999,1400 - 1500 CC,Automatic,193.2,Cairo
14565,Hyundai,Accent,Sedan,Silver,2008,Natural Gas,More than 200000,1400 - 1500 CC,Manual,69.0,Suez
14566,Hyundai,Accent,Sedan,Burgundy,2001,Benzine,90000 to 99999,1400 - 1500 CC,Manual,80.5,Suez
14567,Hyundai,Accent,Sedan,Other Color,2002,Benzine,More than 200000,1400 - 1500 CC,Manual,74.8,Cairo
14568,Hyundai,Accent,Sedan,Gray,2004,Benzine,20000 to 29999,1400 - 1500 CC,Manual,88.5,Qalyubia
14569,Hyundai,Accent,Sedan,Blue- Navy Blue,2003,Benzine,10000 to 19999,1400 - 1500 CC,Manual,86.2,Suez
14570,Hyundai,Accent,Sedan,Blue- Navy Blue,2010,Benzine,More than 200000,1400 - 1500 CC,Manual,94.3,Sharqia
14571,Hyundai,Accent,Sedan,Other Color,2002,Benzine,More than 200000,1400 - 1500 CC,Manual,86.2,Qalyubia
14572,Hyundai,Accent,Sedan,Burgundy,2013,Benzine,140000 to 159999,1400 - 1500 CC,Automatic,187.4,Cairo
14573,Hyundai,Accent,Sedan,Other Color,2021,Benzine,0 to 9999,1600 CC,Automatic,379.5,Giza
14574,Hyundai,Accent,Sedan,Gray,2003,Benzine,10000 to 19999,1400 - 1500 CC,Manual,74.8,Cairo
14575,Hyundai,Accent,Sedan,Gold,2009,Benzine,180000 to 199999,1000 - 1300 CC,Manual,95.5,Damietta
14576,Hyundai,Accent,Sedan,Other Color,2001,Benzine,120000 to 139999,1400 - 1500 CC,Manual,92.0,Sharqia
14577,Hyundai,Accent,Sedan,Other Color,2013,Benzine,120000 to 139999,1600 CC,Manual,155.2,Cairo
14578,Hyundai,Accent,Sedan,Other Color,2001,Benzine,100000 to 119999,1000 - 1300 CC,Manual,86.2,Giza
14579,Hyundai,Accent,Sedan,Red,2002,Benzine,80000 to 89999,1400 - 1500 CC,Manual,54.0,Minya
14580,Hyundai,Accent,Sedan,Other Color,2003,Benzine,0 to 9999,1000 - 1300 CC,Manual,89.7,Fayoum
14581,Hyundai,Accent,Sedan,Blue- Navy Blue,2021,Benzine,20000 to 29999,1600 CC,Automatic,345.0,Cairo
14582,Hyundai,Accent,Sedan,Blue- Navy Blue,2005,Benzine,More than 200000,1400 - 1500 CC,Automatic,92.0,Cairo
14583,Hyundai,Accent,Sedan,White,2004,Benzine,More than 200000,1000 - 1300 CC,Manual,43.7,Dakahlia
14584,Hyundai,Accent,Sedan,Gold,2003,Benzine,10000 to 19999,1000 - 1300 CC,Manual,82.8,Damietta
14585,Hyundai,Accent,Sedan,Black,2013,Benzine,160000 to 179999,1600 CC,Manual,172.5,Cairo
14586,Hyundai,Accent,Sedan,Gold,2004,Natural Gas,More than 200000,1400 - 1500 CC,Manual,89.7,Ismailia
14587,Hyundai,Accent,Sedan,Gray,2014,Benzine,100000 to 119999,1600 CC,Manual,152.9,Cairo
14588,Hyundai,Accent,Sedan,Black,2013,Benzine,More than 200000,1600 CC,Manual,138.0,Cairo
14589,Hyundai,Accent,Sedan,Silver,2018,Benzine,160000 to 179999,1600 CC,Automatic,215.1,Giza
14590,Hyundai,Accent,Sedan,Gray,2009,Benzine,90000 to 99999,1000 - 1300 CC,Manual,72.5,Giza
14591,Hyundai,Accent,Sedan,Silver,2003,Benzine,10000 to 19999,1000 - 1300 CC,Manual,72.5,Sharqia
14592,Hyundai,Accent,Sedan,Black,2009,Benzine,More than 200000,1400 - 1500 CC,Automatic,161.0,Cairo
14593,Hyundai,Accent,Sedan,Gold,2022,Benzine,0 to 9999,1600 CC,Automatic,368.0,Damietta
14594,Hyundai,Accent,Sedan,Brown,2015,Benzine,80000 to 89999,1600 CC,Automatic,224.2,Cairo
14595,Hyundai,Accent,Sedan,Other Color,2003,Benzine,60000 to 69999,1400 - 1500 CC,Manual,71.3,Fayoum
14596,Hyundai,Accent,Sedan,Black,2014,Benzine,120000 to 139999,1600 CC,Automatic,189.8,Giza
14597,Hyundai,Accent,Sedan,Blue- Navy Blue,1997,Benzine,10000 to 19999,1400 - 1500 CC,Manual,34.5,Giza
14598,Hyundai,Accent,Sedan,Blue- Navy Blue,2009,Benzine,120000 to 139999,1000 - 1300 CC,Manual,97.8,Giza
14599,Hyundai,Accent,Sedan,Green,2002,Benzine,70000 to 79999,1000 - 1300 CC,Manual,80.5,Red Sea
14600,Hyundai,Accent,Sedan,Gray,2013,Benzine,100000 to 119999,1400 - 1500 CC,Manual,152.9,Qalyubia
14601,Hyundai,Accent,Sedan,Black,2014,Benzine,120000 to 139999,1600 CC,Manual,172.5,Alexandria
14602,Hyundai,Accent,Sedan,Gold,2013,Benzine,120000 to 139999,1600 CC,Manual,169.1,Cairo
14603,Hyundai,Accent,Sedan,Silver,2002,Benzine,More than 200000,1400 - 1500 CC,Manual,80.5,Cairo
14604,Hyundai,Accent,Sedan,Silver,2002,Benzine,More than 200000,1400 - 1500 CC,Manual,65.5,Cairo
14605,Hyundai,Accent,Sedan,Silver,2013,Benzine,70000 to 79999,1600 CC,Automatic,175.9,Cairo
14606,Hyundai,Accent,Sedan,Silver,2018,Benzine,160000 to 179999,1600 CC,Automatic,218.5,Qalyubia
14607,Hyundai,Accent,Sedan,Burgundy,2014,Benzine,140000 to 159999,1600 CC,Manual,166.8,Sohag
14608,Hyundai,Accent,Sedan,Blue- Navy Blue,1998,Benzine,10000 to 19999,1400 - 1500 CC,Manual,80.5,Beni Suef
14609,Hyundai,Accent,Sedan,Red,2015,Benzine,180000 to 199999,1600 CC,Automatic,218.5,Alexandria
14610,Hyundai,Accent,Sedan,Burgundy,2003,Benzine,More than 200000,1400 - 1500 CC,Manual,78.2,Cairo
14611,Hyundai,Accent,Sedan,Blue- Navy Blue,2002,Benzine,60000 to 69999,1000 - 1300 CC,Manual,72.5,Suez
14612,Hyundai,Accent,Sedan,Other Color,2002,Benzine,10000 to 19999,1400 - 1500 CC,Manual,103.5,Asyut
14613,Hyundai,Accent,Sedan,Other Color,2001,Benzine,180000 to 199999,1000 - 1300 CC,Manual,66.7,Giza
14614,Hyundai,Accent,Sedan,Silver,2011,Benzine,More than 200000,1600 CC,Automatic,184.0,Cairo
14615,Hyundai,Accent,Sedan,Silver,2004,Benzine,180000 to 199999,1000 - 1300 CC,Manual,69.0,Giza
14616,Hyundai,Accent,Sedan,Other Color,2006,Benzine,30000 to 39999,1000 - 1300 CC,Manual,74.8,Asyut
14617,Hyundai,Accent,Sedan,Silver,2010,Benzine,20000 to 29999,1600 CC,Manual,143.8,Alexandria
14618,Hyundai,Accent,Sedan,Silver,2003,Benzine,10000 to 19999,1000 - 1300 CC,Manual,69.0,Dakahlia
14619,Hyundai,Accent,Sedan,Green,2002,Benzine,30000 to 39999,1000 - 1300 CC,Manual,80.5,Kafr al-Sheikh
14620,Hyundai,Accent,Sedan,Silver,2018,Benzine,120000 to 139999,1600 CC,Automatic,224.2,Cairo
14621,Hyundai,Accent,Sedan,Blue- Navy Blue,2002,Benzine,120000 to 139999,1000 - 1300 CC,Manual,69.0,Giza
14622,Hyundai,Accent,Sedan,Silver,2012,Benzine,160000 to 179999,1600 CC,Manual,149.5,Cairo
14623,Hyundai,Accent,Sedan,Black,2015,Benzine,180000 to 199999,1600 CC,Automatic,201.2,Cairo
14624,Hyundai,Accent,Sedan,Other Color,2018,Benzine,160000 to 179999,1600 CC,Automatic,233.4,Fayoum
14625,Hyundai,Accent,Sedan,Other Color,2002,Benzine,160000 to 179999,1400 - 1500 CC,Manual,85.1,Kafr al-Sheikh
14626,Hyundai,Accent,Sedan,Silver,2017,Benzine,More than 200000,1600 CC,Automatic,235.8,Cairo
14627,Hyundai,Accent,Sedan,Green,2001,Benzine,More than 200000,1400 - 1500 CC,Manual,77.0,Alexandria
14628,Hyundai,Accent,Sedan,Blue- Navy Blue,2001,Benzine,120000 to 139999,1000 - 1300 CC,Manual,69.0,Minya
14629,Hyundai,Accent,Sedan,Other Color,2015,Benzine,More than 200000,1600 CC,Automatic,198.9,Qalyubia
14630,Hyundai,Accent,Sedan,Silver,2011,Benzine,More than 200000,1400 - 1500 CC,Manual,138.0,Cairo
14631,Hyundai,Accent,Sedan,Gray,2017,Natural Gas,10000 to 19999,1600 CC,Automatic,218.5,Gharbia
14632,Hyundai,Accent,Sedan,White,2019,Benzine,140000 to 159999,1600 CC,Automatic,281.8,Ismailia
14633,Hyundai,Accent,Sedan,Silver,2017,Benzine,100000 to 119999,1600 CC,Automatic,274.9,Cairo
14634,Hyundai,Accent,Sedan,Gold,2013,Benzine,140000 to 159999,1600 CC,Automatic,66.7,Giza
14635,Hyundai,Accent,Sedan,White,2014,Benzine,100000 to 119999,1600 CC,Automatic,189.8,Cairo
14636,Hyundai,Accent,Sedan,Other Color,2015,Benzine,90000 to 99999,1600 CC,Manual,270.2,Cairo
14637,Hyundai,Accent,Sedan,Silver,2015,Benzine,10000 to 19999,1600 CC,Automatic,178.2,Minya
14638,Hyundai,Accent,Sedan,Silver,2002,Benzine,20000 to 29999,1000 - 1300 CC,Manual,80.5,Damietta
14639,Hyundai,Accent,Sedan,Silver,2015,Benzine,160000 to 179999,1600 CC,Automatic,203.6,Fayoum
14640,Hyundai,Accent,Sedan,Black,2009,Benzine,100000 to 119999,1600 CC,Manual,143.8,Cairo
14641,Hyundai,Accent,Sedan,Black,2015,Benzine,100000 to 119999,1600 CC,Automatic,207.0,Cairo
14642,Hyundai,Accent,Sedan,Yellow,2002,Benzine,10000 to 19999,1000 - 1300 CC,Manual,92.0,Port Said
14643,Hyundai,Accent,Sedan,Blue- Navy Blue,2009,Benzine,More than 200000,1400 - 1500 CC,Manual,84.0,Giza
14644,Hyundai,Accent,Sedan,Blue- Navy Blue,2011,Benzine,160000 to 179999,1600 CC,Manual,132.2,Giza
14645,Hyundai,Accent,Sedan,Red,2013,Benzine,0 to 9999,1400 - 1500 CC,Automatic,184.0,Damietta
14646,Hyundai,Accent,Sedan,Gray,2022,Benzine,0 to 9999,1600 CC,Automatic,368.0,Ismailia
14647,Hyundai,Accent,Sedan,Other Color,1999,Benzine,180000 to 199999,1400 - 1500 CC,Manual,43.7,Giza
14648,Hyundai,Accent,Sedan,Green,2002,Benzine,0 to 9999,1400 - 1500 CC,Manual,72.5,Asyut
14649,Hyundai,Accent,Sedan,Silver,2003,Benzine,20000 to 29999,1400 - 1500 CC,Manual,69.0,Asyut
14650,Hyundai,Accent,Sedan,Gray,2000,Benzine,140000 to 159999,1400 - 1500 CC,Manual,51.8,Red Sea
14651,Hyundai,Accent,Sedan,Blue- Navy Blue,2008,Benzine,160000 to 179999,1000 - 1300 CC,Manual,94.3,Giza
14652,Hyundai,Accent,Sedan,Silver,2009,Benzine,More than 200000,1000 - 1300 CC,Manual,78.2,Ismailia
14653,Hyundai,Accent,Sedan,Silver,2013,Benzine,0 to 9999,1600 CC,Manual,141.4,Ismailia
14654,Hyundai,Accent,Sedan,Other Color,2001,Benzine,0 to 9999,1400 - 1500 CC,Manual,89.7,Fayoum
14655,Hyundai,Accent,Sedan,Blue- Navy Blue,2009,Benzine,20000 to 29999,1000 - 1300 CC,Manual,86.2,Qalyubia
14656,Hyundai,Accent,Sedan,Beige,2001,Benzine,160000 to 179999,1400 - 1500 CC,Manual,74.8,Cairo
14657,Hyundai,Accent,Sedan,Silver,2004,Benzine,10000 to 19999,1400 - 1500 CC,Automatic,89.7,Dakahlia
14658,Hyundai,Accent,Sedan,Gold,2011,Benzine,100000 to 119999,1600 CC,Manual,161.0,Gharbia
14659,Hyundai,Accent,Sedan,Red,2009,Natural Gas,0 to 9999,1400 - 1500 CC,Manual,57.5,Ismailia
14660,Hyundai,Accent,Sedan,Green,2002,Benzine,180000 to 199999,1000 - 1300 CC,Automatic,86.2,Sharqia
14661,Hyundai,Accent,Sedan,Gold,2003,Benzine,0 to 9999,1400 - 1500 CC,Manual,74.8,Dakahlia
14662,Hyundai,Accent,Sedan,Other Color,2013,Benzine,10000 to 19999,1600 CC,Manual,143.8,Giza
14663,Hyundai,Accent,Sedan,Black,2015,Benzine,20000 to 29999,1600 CC,Automatic,185.6,Cairo
14664,Hyundai,Accent,Sedan,Blue- Navy Blue,2012,Benzine,140000 to 159999,1600 CC,Automatic,166.8,Cairo
14665,Hyundai,Accent,Sedan,Other Color,2009,Benzine,10000 to 19999,1000 - 1300 CC,Manual,101.2,Matruh
14666,Hyundai,Accent,Sedan,Burgundy,2004,Benzine,140000 to 159999,1000 - 1300 CC,Manual,69.0,Qena
14667,Hyundai,Accent,Sedan,Gold,2002,Benzine,More than 200000,1400 - 1500 CC,Manual,80.5,Cairo
14668,Hyundai,Accent,Sedan,Gold,2011,Benzine,120000 to 139999,1600 CC,Manual,138.0,Cairo
14669,Hyundai,Accent,Sedan,Gold,2005,Benzine,70000 to 79999,1400 - 1500 CC,Manual,92.0,Giza
14670,Hyundai,Accent,Sedan,Green,2003,Benzine,20000 to 29999,1000 - 1300 CC,Manual,67.8,Kafr al-Sheikh
14671,Hyundai,Accent,Sedan,Other Color,2011,Benzine,140000 to 159999,1600 CC,Manual,149.5,Giza
14672,Hyundai,Accent,Sedan,Burgundy,2001,Benzine,40000 to 49999,1600 CC,Manual,69.0,Giza
14673,Hyundai,Accent,Sedan,Blue- Navy Blue,2002,Benzine,90000 to 99999,1000 - 1300 CC,Manual,71.3,Giza
14674,Hyundai,Accent,Sedan,White,2002,Benzine,30000 to 39999,1400 - 1500 CC,Automatic,51.8,Cairo
14675,Hyundai,Accent,Sedan,Green,2001,Benzine,20000 to 29999,1400 - 1500 CC,Manual,63.2,Cairo
14676,Hyundai,Accent,Sedan,Blue- Navy Blue,2014,Benzine,10000 to 19999,1600 CC,Manual,161.0,Monufia
14677,Hyundai,Accent,Sedan,White,2008,Benzine,20000 to 29999,1000 - 1300 CC,Manual,77.0,Suez
14678,Hyundai,Accent,Sedan,Black,2013,Natural Gas,More than 200000,1600 CC,Manual,90.8,Ismailia
14679,Hyundai,Accent,Sedan,Gray,2008,Benzine,0 to 9999,1000 - 1300 CC,Manual,84.0,Kafr al-Sheikh
14680,Hyundai,Accent,Sedan,Other Color,1997,Benzine,More than 200000,1000 - 1300 CC,Manual,51.8,Giza
14681,Hyundai,Accent,Sedan,Brown,2018,Benzine,50000 to 59999,1600 CC,Automatic,247.2,Giza
14682,Hyundai,Accent,Sedan,Silver,2002,Benzine,More than 200000,1000 - 1300 CC,Manual,51.8,Giza
14683,Hyundai,Accent,Sedan,Gold,2004,Benzine,More than 200000,1000 - 1300 CC,Manual,74.8,Qalyubia
14684,Hyundai,Accent,Sedan,Other Color,2010,Benzine,100000 to 119999,1400 - 1500 CC,Manual,80.5,Ismailia
14685,Hyundai,Accent,Sedan,Green,2002,Benzine,20000 to 29999,1000 - 1300 CC,Manual,57.5,Cairo
14686,Hyundai,Accent,Sedan,Black,2019,Benzine,60000 to 69999,1400 - 1500 CC,Automatic,299.0,Alexandria
14687,Hyundai,Accent,Sedan,Black,2014,Benzine,10000 to 19999,1000 - 1300 CC,Manual,185.6,Giza
14688,Hyundai,Accent,Sedan,Blue- Navy Blue,2009,Benzine,140000 to 159999,1000 - 1300 CC,Manual,88.5,Monufia
14689,Hyundai,Accent,Sedan,Burgundy,2017,Benzine,10000 to 19999,1600 CC,Automatic,207.0,Cairo
14690,Hyundai,Accent,Sedan,Silver,2009,Benzine,10000 to 19999,1000 - 1300 CC,Manual,78.2,Fayoum
14691,Hyundai,Accent,Sedan,Black,2009,Benzine,120000 to 139999,1600 CC,Manual,161.0,Cairo
14692,Hyundai,Accent,Sedan,Burgundy,2002,Benzine,180000 to 199999,1000 - 1300 CC,Manual,75.9,Dakahlia
14693,Hyundai,Accent,Sedan,Other Color,2003,Benzine,100000 to 119999,1000 - 1300 CC,Manual,63.2,Giza
14694,Hyundai,Accent,Sedan,Red,2015,Benzine,180000 to 199999,1600 CC,Manual,169.1,Giza
14695,Hyundai,Accent,Sedan,Gold,2003,Benzine,180000 to 199999,1400 - 1500 CC,Manual,59.8,Cairo
14696,Hyundai,Accent,Sedan,Other Color,2003,Benzine,160000 to 179999,1400 - 1500 CC,Manual,63.2,Gharbia
14697,Hyundai,Accent,Sedan,Gray,2016,Benzine,10000 to 19999,1600 CC,Automatic,224.2,Cairo
14698,Hyundai,Accent,Sedan,Gold,2005,Benzine,More than 200000,1000 - 1300 CC,Manual,72.5,Cairo
14699,Hyundai,Accent,Sedan,Burgundy,2009,Benzine,80000 to 89999,1400 - 1500 CC,Manual,86.2,Suez
14700,Hyundai,Accent,Sedan,Black,2010,Benzine,More than 200000,1400 - 1500 CC,Manual,120.8,Gharbia
14701,Hyundai,Accent,Sedan,White,2009,Natural Gas,20000 to 29999,1000 - 1300 CC,Manual,71.3,Suez
14702,Hyundai,Accent,Sedan,Burgundy,2001,Benzine,10000 to 19999,1000 - 1300 CC,Manual,71.3,Cairo
14703,Hyundai,Accent,Sedan,Blue- Navy Blue,2002,Benzine,More than 200000,1400 - 1500 CC,Manual,63.2,Qalyubia
