,Brand,Model,Body,Color,Year,Fuel,Kilometers,Engine,Trasmission,Price,Gov
16850,Hyundai,Verna,Sedan,Other Color,2009,Benzine,More than 200000,1600 CC,Manual,84.0,Sharqia
16851,Hyundai,Verna,Sedan,Gray,2019,Benzine,100000 to 119999,1600 CC,Manual,149.5,Fayoum
16852,Hyundai,Verna,Sedan,Black,2019,Benzine,100000 to 119999,1600 CC,Manual,146.1,Qalyubia
16853,Hyundai,Verna,Sedan,Other Color,2017,Benzine,90000 to 99999,1600 CC,Automatic,195.5,Giza
16854,Hyundai,Verna,Sedan,Gray,2018,Benzine,10000 to 19999,1600 CC,Manual,200.1,Giza
16855,Hyundai,Verna,Sedan,Silver,2016,Benzine,120000 to 139999,1600 CC,Manual,143.8,Sharqia
16856,Hyundai,Verna,Sedan,Silver,2010,Benzine,100000 to 119999,1400 - 1500 CC,Manual,78.2,Giza
16857,Hyundai,Verna,Sedan,White,2017,Natural Gas,100000 to 119999,1600 CC,Manual,115.0,Cairo
16858,Hyundai,Verna,Sedan,White,2018,Benzine,10000 to 19999,1600 CC,Manual,161.0,Cairo
16859,Hyundai,Verna,Sedan,Red,2015,Benzine,160000 to 179999,1600 CC,Manual,110.4,Cairo
16860,Hyundai,Verna,Sedan,Other Color,2017,Natural Gas,0 to 9999,1600 CC,Manual,146.1,Suez
16861,Hyundai,Verna,Sedan,Blue- Navy Blue,2010,Benzine,More than 200000,1600 CC,Automatic,115.0,Giza
16862,Hyundai,Verna,Sedan,White,2018,Benzine,160000 to 179999,1600 CC,Manual,148.3,Giza
16863,Hyundai,Verna,Sedan,Black,2011,Benzine,140000 to 159999,1600 CC,Manual,120.8,Sharqia
16864,Hyundai,Verna,Sedan,Black,2012,Benzine,More than 200000,1600 CC,Manual,80.5,Giza
16865,Hyundai,Verna,Sedan,Black,2010,Benzine,More than 200000,1400 - 1500 CC,Manual,107.0,Cairo
16866,Hyundai,Verna,Sedan,White,2015,Benzine,180000 to 199999,1400 - 1500 CC,Manual,126.5,Cairo
16867,Hyundai,Verna,Sedan,Gray,2017,Benzine,100000 to 119999,1600 CC,Automatic,178.2,Dakahlia
16868,Hyundai,Verna,Sedan,Black,2016,Benzine,10000 to 19999,1600 CC,Manual,138.0,Cairo
16869,Hyundai,Verna,Sedan,Other Color,2010,Benzine,0 to 9999,1600 CC,Manual,109.2,Monufia
16870,Hyundai,Verna,Sedan,Black,2011,Benzine,90000 to 99999,1600 CC,Manual,109.2,Beheira
16871,Hyundai,Verna,Sedan,Burgundy,2015,Benzine,180000 to 199999,1600 CC,Automatic,161.0,Gharbia
16872,Hyundai,Verna,Sedan,Burgundy,2013,Benzine,180000 to 199999,1600 CC,Manual,111.5,Cairo
16873,Hyundai,Verna,Sedan,White,2015,Natural Gas,80000 to 89999,1600 CC,Manual,132.2,Giza
16874,Hyundai,Verna,Sedan,Black,2013,Benzine,120000 to 139999,1600 CC,Automatic,172.5,Cairo
16875,Hyundai,Verna,Sedan,Other Color,2018,Benzine,90000 to 99999,1600 CC,Manual,230.0,Giza
16876,Hyundai,Verna,Sedan,White,2015,Benzine,More than 200000,1600 CC,Manual,112.7,Cairo
16877,Hyundai,Verna,Sedan,Silver,2017,Benzine,90000 to 99999,1600 CC,Manual,178.2,Suez
16878,Hyundai,Verna,Sedan,Burgundy,2015,Benzine,More than 200000,1600 CC,Manual,86.2,Giza
16879,Hyundai,Verna,Sedan,Silver,2011,Benzine,10000 to 19999,1600 CC,Automatic,132.2,Cairo
16880,Hyundai,Verna,Sedan,White,2016,Natural Gas,10000 to 19999,1600 CC,Manual,126.5,Giza
16881,Hyundai,Verna,Sedan,Gray,2017,Benzine,120000 to 139999,1600 CC,Manual,132.2,Cairo
16882,Hyundai,Verna,Sedan,Burgundy,2015,Benzine,0 to 9999,1600 CC,Automatic,143.8,Giza
16883,Hyundai,Verna,Sedan,Black,2011,Benzine,20000 to 29999,1600 CC,Manual,97.8,Qalyubia
16884,Hyundai,Verna,Sedan,Blue- Navy Blue,2014,Benzine,10000 to 19999,1600 CC,Automatic,143.8,Giza
16885,Hyundai,Verna,Sedan,Blue- Navy Blue,2015,Benzine,160000 to 179999,1600 CC,Manual,143.8,Cairo
16886,Hyundai,Verna,Sedan,Gray,2016,Benzine,0 to 9999,1600 CC,Manual,166.8,Cairo
16887,Hyundai,Verna,Sedan,Gray,2014,Benzine,180000 to 199999,1600 CC,Manual,126.5,Cairo
16888,Hyundai,Verna,Sedan,Silver,2018,Benzine,100000 to 119999,1600 CC,Manual,166.8,Damietta
16889,Hyundai,Verna,Sedan,Red,2009,Benzine,More than 200000,1400 - 1500 CC,Manual,92.0,Giza
16890,Hyundai,Verna,Sedan,Red,2002,Benzine,More than 200000,1600 CC,Manual,92.0,Kafr al-Sheikh
16891,Hyundai,Verna,Sedan,Blue- Navy Blue,2010,Benzine,10000 to 19999,1400 - 1500 CC,Manual,97.8,Qalyubia
16892,Hyundai,Verna,Sedan,Silver,2018,Benzine,70000 to 79999,1600 CC,Manual,138.0,Qalyubia
16893,Hyundai,Verna,Sedan,Blue- Navy Blue,2011,Benzine,More than 200000,1600 CC,Manual,98.9,Qalyubia
16894,Hyundai,Verna,Sedan,Gray,2013,Benzine,More than 200000,1400 - 1500 CC,Automatic,94.3,Giza
16895,Hyundai,Verna,Sedan,Black,2019,Benzine,120000 to 139999,1600 CC,Automatic,195.5,Cairo
16896,Hyundai,Verna,Sedan,Other Color,2015,Benzine,80000 to 89999,1600 CC,Manual,132.2,Monufia
16897,Hyundai,Verna,Sedan,Gray,2018,Benzine,50000 to 59999,1600 CC,Automatic,201.2,Giza
16898,Hyundai,Verna,Sedan,White,2012,Natural Gas,More than 200000,1600 CC,Manual,95.5,Giza
16899,Hyundai,Verna,Sedan,Blue- Navy Blue,2011,Benzine,80000 to 89999,1600 CC,Automatic,149.5,Cairo
16900,Hyundai,Verna,Sedan,Burgundy,2010,Benzine,90000 to 99999,1600 CC,Manual,105.8,Alexandria
16901,Hyundai,Verna,Sedan,Gray,2017,Benzine,120000 to 139999,1600 CC,Manual,155.2,Giza
16902,Hyundai,Verna,Sedan,Silver,2017,Benzine,100000 to 119999,1600 CC,Automatic,166.8,Qalyubia
16903,Hyundai,Verna,Sedan,Gray,2018,Benzine,80000 to 89999,1600 CC,Manual,157.6,Cairo
16904,Hyundai,Verna,Sedan,Silver,2019,Benzine,90000 to 99999,1600 CC,Automatic,212.8,Giza
16905,Hyundai,Verna,Sedan,White,2010,Benzine,More than 200000,1400 - 1500 CC,Automatic,115.0,Giza
16906,Hyundai,Verna,Sedan,White,2016,Natural Gas,10000 to 19999,1600 CC,Manual,132.2,Suez
16907,Hyundai,Verna,Sedan,Silver,2016,Benzine,50000 to 59999,1600 CC,Automatic,132.2,Gharbia
16908,Hyundai,Verna,Sedan,Other Color,2017,Benzine,140000 to 159999,1600 CC,Manual,161.0,Ismailia
16909,Hyundai,Verna,Sedan,White,2013,Benzine,100000 to 119999,1600 CC,Manual,92.0,Cairo
16910,Hyundai,Verna,Sedan,Gray,2018,Benzine,180000 to 199999,1600 CC,Manual,149.5,Giza
16911,Hyundai,Verna,Sedan,Other Color,2016,Natural Gas,10000 to 19999,1600 CC,Manual,118.5,Suez
16912,Hyundai,Verna,Sedan,Other Color,2014,Benzine,140000 to 159999,1600 CC,Automatic,109.2,Giza
16913,Hyundai,Verna,Sedan,White,2017,Natural Gas,More than 200000,1600 CC,Manual,120.8,Giza
16914,Hyundai,Verna,Sedan,Blue- Navy Blue,2011,Benzine,180000 to 199999,1600 CC,Manual,97.8,Sharqia
16915,Hyundai,Verna,Sedan,Gray,2010,Benzine,20000 to 29999,1600 CC,Manual,115.0,Suez
16916,Hyundai,Verna,Sedan,Silver,2013,Benzine,120000 to 139999,1600 CC,Manual,138.0,Giza
16917,Hyundai,Verna,Sedan,Silver,2016,Benzine,140000 to 159999,1600 CC,Manual,161.0,Cairo
16918,Hyundai,Verna,Sedan,Black,2011,Benzine,More than 200000,1600 CC,Manual,97.8,Kafr al-Sheikh
16919,Hyundai,Verna,Sedan,Other Color,2015,Benzine,100000 to 119999,1600 CC,Manual,129.9,Monufia
16920,Hyundai,Verna,Sedan,Other Color,2016,Benzine,10000 to 19999,1600 CC,Manual,132.2,Fayoum
16921,Hyundai,Verna,Sedan,Blue- Navy Blue,2018,Natural Gas,30000 to 39999,1600 CC,Manual,207.0,Sohag
16922,Hyundai,Verna,Sedan,Gray,2018,Benzine,90000 to 99999,1400 - 1500 CC,Automatic,164.4,Cairo
16923,Hyundai,Verna,Sedan,Other Color,2018,Benzine,10000 to 19999,1600 CC,Manual,149.5,Alexandria
16924,Hyundai,Verna,Sedan,Gray,2011,Benzine,10000 to 19999,1600 CC,Manual,92.0,Cairo
16925,Hyundai,Verna,Sedan,Black,2013,Benzine,20000 to 29999,1600 CC,Manual,112.7,Alexandria
16926,Hyundai,Verna,Sedan,Other Color,2015,Benzine,160000 to 179999,1600 CC,Automatic,143.8,Cairo
16927,Hyundai,Verna,Sedan,Black,2011,Natural Gas,More than 200000,1600 CC,Manual,92.0,Giza
16928,Hyundai,Verna,Sedan,Red,2011,Benzine,20000 to 29999,1400 - 1500 CC,Manual,107.0,Qalyubia
16929,Hyundai,Verna,Sedan,Gray,2011,Benzine,80000 to 89999,1600 CC,Manual,185.6,Cairo
16930,Hyundai,Verna,Sedan,Gray,2007,Benzine,10000 to 19999,1600 CC,Automatic,111.0,Fayoum
16931,Hyundai,Verna,Sedan,Other Color,2018,Benzine,20000 to 29999,1600 CC,Manual,138.0,Cairo
16932,Hyundai,Verna,Sedan,Silver,2015,Benzine,20000 to 29999,1600 CC,Manual,132.2,Beheira
16933,Hyundai,Verna,Sedan,Black,2016,Benzine,140000 to 159999,1600 CC,Manual,138.0,Giza
16934,Hyundai,Verna,Sedan,White,2013,Natural Gas,60000 to 69999,1600 CC,Manual,103.5,Qalyubia
16935,Hyundai,Verna,Sedan,Black,2014,Benzine,140000 to 159999,1600 CC,Automatic,120.8,Sharqia
16936,Hyundai,Verna,Sedan,White,2019,Natural Gas,More than 200000,1600 CC,Manual,166.8,Giza
16937,Hyundai,Verna,Sedan,Orange,2015,Natural Gas,10000 to 19999,1600 CC,Automatic,368.0,Ismailia
16938,Hyundai,Verna,Sedan,Black,2010,Benzine,180000 to 199999,1600 CC,Manual,88.5,Sohag
16939,Hyundai,Verna,Sedan,Other Color,2011,Benzine,80000 to 89999,1600 CC,Manual,109.2,Giza
16940,Hyundai,Verna,Sedan,Gray,2015,Benzine,140000 to 159999,1600 CC,Manual,135.7,Ismailia
16941,Hyundai,Verna,Sedan,Burgundy,2014,Benzine,0 to 9999,1600 CC,Manual,132.2,Ismailia
16942,Hyundai,Verna,Sedan,White,2018,Benzine,More than 200000,1600 CC,Manual,155.2,Giza
16943,Hyundai,Verna,Sedan,Red,2010,Benzine,100000 to 119999,1600 CC,Manual,103.5,Giza
16944,Hyundai,Verna,Sedan,Silver,2017,Benzine,160000 to 179999,1600 CC,Manual,143.8,Alexandria
16945,Hyundai,Verna,Sedan,Other Color,2017,Benzine,90000 to 99999,1400 - 1500 CC,Manual,147.2,Monufia
16946,Hyundai,Verna,Sedan,White,2018,Benzine,70000 to 79999,1600 CC,Manual,138.0,Cairo
16947,Hyundai,Verna,Sedan,Black,2015,Benzine,120000 to 139999,1600 CC,Manual,143.8,Cairo
16948,Hyundai,Verna,Sedan,White,2019,Benzine,More than 200000,1600 CC,Manual,149.5,Giza
16949,Hyundai,Verna,Sedan,White,2019,Natural Gas,40000 to 49999,1600 CC,Manual,149.5,Cairo
16950,Hyundai,Verna,Sedan,Silver,2018,Benzine,120000 to 139999,1600 CC,Manual,151.8,Giza
16951,Hyundai,Verna,Sedan,Burgundy,2012,Benzine,0 to 9999,1600 CC,Manual,109.2,Alexandria
16952,Hyundai,Verna,Sedan,Gray,2017,Benzine,160000 to 179999,1600 CC,Manual,138.0,Giza
16953,Hyundai,Verna,Sedan,Blue- Navy Blue,2011,Benzine,20000 to 29999,1600 CC,Manual,105.8,Monufia
16954,Hyundai,Verna,Sedan,White,2014,Natural Gas,10000 to 19999,1600 CC,Manual,103.5,Cairo
16955,Hyundai,Verna,Sedan,Green,2011,Benzine,120000 to 139999,1600 CC,Automatic,120.8,Sharqia
16956,Hyundai,Verna,Sedan,Burgundy,2013,Benzine,100000 to 119999,1600 CC,Manual,149.5,Giza
16957,Hyundai,Verna,Sedan,Other Color,2010,Benzine,More than 200000,1600 CC,Manual,103.5,Alexandria
16958,Hyundai,Verna,Sedan,Silver,2017,Benzine,50000 to 59999,1600 CC,Manual,207.0,Beni Suef
16959,Hyundai,Verna,Sedan,Gray,2018,Benzine,10000 to 19999,1600 CC,Automatic,161.0,Giza
16960,Hyundai,Verna,Sedan,Gray,2014,Benzine,120000 to 139999,1600 CC,Manual,126.5,Cairo
16961,Hyundai,Verna,Sedan,Gray,2015,Natural Gas,80000 to 89999,1600 CC,Manual,138.0,Ismailia
16962,Hyundai,Verna,Sedan,White,2009,Natural Gas,30000 to 39999,1400 - 1500 CC,Manual,138.0,Port Said
16963,Hyundai,Verna,Sedan,White,2018,Natural Gas,More than 200000,1600 CC,Manual,149.5,Giza
16964,Hyundai,Verna,Sedan,Gray,2012,Benzine,140000 to 159999,1600 CC,Manual,120.8,Sharqia
16965,Hyundai,Verna,Sedan,White,2018,Benzine,10000 to 19999,1600 CC,Manual,126.5,Cairo
16966,Hyundai,Verna,Sedan,Other Color,2015,Benzine,0 to 9999,1600 CC,Automatic,138.0,Qalyubia
16967,Hyundai,Verna,Sedan,Silver,2016,Benzine,180000 to 199999,1600 CC,Manual,132.2,Cairo
16968,Hyundai,Verna,Sedan,Blue- Navy Blue,2014,Benzine,90000 to 99999,1600 CC,Manual,133.4,Monufia
16969,Hyundai,Verna,Sedan,Blue- Navy Blue,2011,Benzine,120000 to 139999,1600 CC,Automatic,138.0,Giza
16970,Hyundai,Verna,Sedan,Black,2011,Benzine,More than 200000,1600 CC,Manual,100.0,Sharqia
16971,Hyundai,Verna,Sedan,Burgundy,2018,Benzine,120000 to 139999,1600 CC,Manual,151.8,Qalyubia
16972,Hyundai,Verna,Sedan,Green,2011,Benzine,180000 to 199999,1600 CC,Manual,109.2,Alexandria
16973,Hyundai,Verna,Sedan,White,2014,Natural Gas,More than 200000,1600 CC,Manual,74.8,Cairo
16974,Hyundai,Verna,Sedan,White,2011,Natural Gas,10000 to 19999,1600 CC,Automatic,97.8,Red Sea
16975,Hyundai,Verna,Sedan,White,2017,Benzine,20000 to 29999,1600 CC,Manual,115.0,Giza
16976,Hyundai,Verna,Sedan,Black,2016,Benzine,90000 to 99999,1600 CC,Manual,149.5,Minya
16977,Hyundai,Verna,Sedan,White,2013,Natural Gas,140000 to 159999,1600 CC,Manual,86.2,Qalyubia
16978,Hyundai,Verna,Sedan,White,2019,Benzine,More than 200000,1600 CC,Manual,155.2,Ismailia
16979,Hyundai,Verna,Sedan,Blue- Navy Blue,2011,Benzine,0 to 9999,1600 CC,Automatic,177.1,Gharbia
16980,Hyundai,Verna,Sedan,Beige,2013,Benzine,0 to 9999,1600 CC,Manual,120.8,Giza
16981,Hyundai,Verna,Sedan,White,2015,Benzine,30000 to 39999,1600 CC,Manual,103.5,Dakahlia
16982,Hyundai,Verna,Sedan,Silver,2018,Benzine,100000 to 119999,1600 CC,Manual,180.6,Giza
16983,Hyundai,Verna,Sedan,Silver,2017,Natural Gas,10000 to 19999,1600 CC,Automatic,166.8,Alexandria
16984,Hyundai,Verna,Sedan,White,2015,Benzine,100000 to 119999,1600 CC,Manual,115.0,Cairo
16985,Hyundai,Verna,Sedan,Gray,2017,Benzine,140000 to 159999,1600 CC,Manual,163.3,Alexandria
16986,Hyundai,Verna,Sedan,White,2015,Benzine,More than 200000,1600 CC,Manual,105.8,Cairo
16987,Hyundai,Verna,Sedan,Blue- Navy Blue,2015,Benzine,180000 to 199999,1600 CC,Manual,135.7,Gharbia
16988,Hyundai,Verna,Sedan,Blue- Navy Blue,2009,Benzine,180000 to 199999,1400 - 1500 CC,Manual,88.5,Monufia
16989,Hyundai,Verna,Sedan,Silver,2011,Benzine,More than 200000,1600 CC,Manual,103.5,Cairo
16990,Hyundai,Verna,Sedan,White,2014,Natural Gas,0 to 9999,1600 CC,Manual,107.0,Cairo
16991,Hyundai,Verna,Sedan,Silver,2016,Benzine,10000 to 19999,1600 CC,Manual,134.6,Matruh
16992,Hyundai,Verna,Sedan,White,2017,Benzine,180000 to 199999,1600 CC,Manual,178.2,Cairo
16993,Hyundai,Verna,Sedan,Black,2017,Benzine,10000 to 19999,1600 CC,Manual,140.3,Beni Suef
16994,Hyundai,Verna,Sedan,Black,2013,Benzine,30000 to 39999,1600 CC,Manual,109.2,Giza
16995,Hyundai,Verna,Sedan,Black,2011,Benzine,More than 200000,1600 CC,Manual,94.3,Alexandria
16996,Hyundai,Verna,Sedan,Burgundy,2019,Benzine,40000 to 49999,1600 CC,Manual,178.2,Dakahlia
16997,Hyundai,Verna,Sedan,Gray,2017,Benzine,100000 to 119999,1600 CC,Manual,159.8,Giza
16998,Hyundai,Verna,Sedan,Gray,2011,Benzine,70000 to 79999,1600 CC,Manual,124.2,Sohag
16999,Hyundai,Verna,Sedan,Gray,2013,Benzine,10000 to 19999,1600 CC,Manual,142.0,Dakahlia
17000,Hyundai,Verna,Sedan,Gray,2015,Benzine,90000 to 99999,1600 CC,Manual,134.6,Cairo
17001,Hyundai,Verna,Sedan,Green,2012,Benzine,20000 to 29999,1600 CC,Manual,111.5,Alexandria
17002,Hyundai,Verna,Sedan,Gray,2016,Benzine,90000 to 99999,1600 CC,Manual,138.0,Minya
17003,Hyundai,Verna,Sedan,White,2013,Natural Gas,50000 to 59999,1600 CC,Manual,92.0,Qalyubia
17004,Hyundai,Verna,Sedan,Silver,2010,Benzine,10000 to 19999,1600 CC,Manual,103.5,Dakahlia
17005,Hyundai,Verna,Sedan,Burgundy,2018,Benzine,70000 to 79999,1600 CC,Manual,161.0,Asyut
17006,Hyundai,Verna,Sedan,Gray,2010,Benzine,180000 to 199999,1600 CC,Manual,97.8,Alexandria
17007,Hyundai,Verna,Sedan,Gray,2018,Benzine,10000 to 19999,1600 CC,Manual,155.2,Sharqia
17008,Hyundai,Verna,Sedan,Blue- Navy Blue,2013,Benzine,20000 to 29999,1600 CC,Manual,107.0,Minya
17009,Hyundai,Verna,Sedan,Beige,2015,Benzine,160000 to 179999,1600 CC,Manual,124.2,Cairo
17010,Hyundai,Verna,Sedan,Silver,2010,Benzine,160000 to 179999,1600 CC,Automatic,112.7,Qalyubia
17011,Hyundai,Verna,Sedan,White,2017,Natural Gas,20000 to 29999,1600 CC,Manual,126.5,Giza
17012,Hyundai,Verna,Sedan,White,2018,Benzine,20000 to 29999,1600 CC,Manual,185.6,Cairo
17013,Hyundai,Verna,Sedan,Silver,2016,Benzine,120000 to 139999,1600 CC,Manual,155.2,Suez
17014,Hyundai,Verna,Sedan,Silver,2012,Benzine,0 to 9999,1600 CC,Manual,103.5,Cairo
17015,Hyundai,Verna,Sedan,White,2012,Natural Gas,120000 to 139999,1400 - 1500 CC,Manual,92.0,Cairo
17016,Hyundai,Verna,Sedan,Black,2011,Benzine,30000 to 39999,1600 CC,Manual,89.7,Giza
17017,Hyundai,Verna,Sedan,White,2017,Benzine,More than 200000,1600 CC,Manual,143.8,Cairo
17018,Hyundai,Verna,Sedan,White,2016,Benzine,More than 200000,1600 CC,Manual,126.5,Cairo
17019,Hyundai,Verna,Sedan,White,2013,Benzine,100000 to 119999,1600 CC,Manual,86.2,Cairo
17020,Hyundai,Verna,Sedan,Silver,2012,Benzine,160000 to 179999,1600 CC,Manual,135.7,Monufia
17021,Hyundai,Verna,Sedan,Burgundy,2010,Benzine,180000 to 199999,1600 CC,Automatic,126.5,Sohag
17022,Hyundai,Verna,Sedan,Black,2017,Benzine,120000 to 139999,1600 CC,Manual,161.0,Giza
17023,Hyundai,Verna,Sedan,Other Color,2013,Benzine,120000 to 139999,1600 CC,Manual,115.0,Cairo
17024,Hyundai,Verna,Sedan,Gray,2011,Benzine,0 to 9999,1600 CC,Manual,92.0,Suez
17025,Hyundai,Verna,Sedan,White,2009,Benzine,30000 to 39999,1600 CC,Manual,100.0,Dakahlia
17026,Hyundai,Verna,Sedan,White,2014,Benzine,80000 to 89999,1400 - 1500 CC,Manual,97.8,Qalyubia
17027,Hyundai,Verna,Sedan,Gray,2014,Benzine,80000 to 89999,1600 CC,Manual,140.3,Cairo
17028,Hyundai,Verna,Sedan,White,2014,Natural Gas,30000 to 39999,1600 CC,Manual,115.0,Cairo
17029,Hyundai,Verna,Sedan,Blue- Navy Blue,2014,Benzine,0 to 9999,1600 CC,Manual,120.8,Alexandria
17030,Hyundai,Verna,Sedan,White,2017,Benzine,120000 to 139999,1600 CC,Automatic,184.0,Cairo
17031,Hyundai,Verna,Sedan,Black,2011,Benzine,30000 to 39999,1600 CC,Manual,94.3,Gharbia
17032,Hyundai,Verna,Sedan,White,2013,Natural Gas,30000 to 39999,1600 CC,Manual,86.2,Cairo
17033,Hyundai,Verna,Sedan,White,2019,Benzine,140000 to 159999,1600 CC,Manual,184.0,Cairo
17034,Hyundai,Verna,Sedan,White,2016,Natural Gas,0 to 9999,1600 CC,Manual,143.8,Giza
17035,Hyundai,Verna,Sedan,Silver,2010,Benzine,More than 200000,1600 CC,Manual,89.7,Cairo
17036,Hyundai,Verna,Sedan,Gray,2018,Benzine,120000 to 139999,1600 CC,Manual,143.8,Dakahlia
17037,Hyundai,Verna,Sedan,Other Color,2013,Benzine,90000 to 99999,1600 CC,Manual,97.8,Giza
17038,Hyundai,Verna,Sedan,Gray,2018,Benzine,160000 to 179999,1600 CC,Manual,134.6,Cairo
17039,Hyundai,Verna,Sedan,Silver,2012,Benzine,10000 to 19999,1600 CC,Manual,94.9,Qalyubia
17040,Hyundai,Verna,Sedan,White,2016,Benzine,0 to 9999,1600 CC,Manual,109.2,Cairo
17041,Hyundai,Verna,Sedan,Red,2009,Benzine,180000 to 199999,1400 - 1500 CC,Manual,103.5,Cairo
17042,Hyundai,Verna,Sedan,White,2018,Benzine,More than 200000,1600 CC,Manual,143.8,Cairo
17043,Hyundai,Verna,Sedan,White,2009,Natural Gas,40000 to 49999,1600 CC,Manual,73.6,Qalyubia
17044,Hyundai,Verna,Sedan,White,2019,Natural Gas,More than 200000,1600 CC,Manual,132.2,Cairo
17045,Hyundai,Verna,Sedan,White,2016,Benzine,0 to 9999,1400 - 1500 CC,Manual,115.0,Giza
17046,Hyundai,Verna,Sedan,Gray,2017,Benzine,60000 to 69999,1600 CC,Automatic,155.2,Gharbia
17047,Hyundai,Verna,Sedan,Black,2017,Benzine,20000 to 29999,1600 CC,Manual,120.8,Cairo
17048,Hyundai,Verna,Sedan,Burgundy,2012,Benzine,140000 to 159999,1600 CC,Manual,109.2,Sohag
17049,Hyundai,Verna,Sedan,White,2017,Benzine,180000 to 199999,1600 CC,Manual,126.5,Qalyubia
17050,Hyundai,Verna,Sedan,White,2010,Benzine,0 to 9999,1600 CC,Automatic,74.8,Dakahlia
17051,Hyundai,Verna,Sedan,Blue- Navy Blue,2011,Natural Gas,30000 to 39999,1600 CC,Manual,86.2,Ismailia
17052,Hyundai,Verna,Sedan,Gray,2019,Benzine,90000 to 99999,1600 CC,Manual,155.2,Giza
17053,Hyundai,Verna,Sedan,White,2017,Natural Gas,More than 200000,1600 CC,Manual,218.5,Port Said
17054,Hyundai,Verna,Sedan,Gray,2015,Benzine,60000 to 69999,1600 CC,Manual,158.7,Giza
17055,Hyundai,Verna,Sedan,Silver,2013,Benzine,80000 to 89999,1600 CC,Manual,109.2,Gharbia
17056,Hyundai,Verna,Sedan,Blue- Navy Blue,2015,Benzine,10000 to 19999,1600 CC,Manual,105.8,Monufia
17057,Hyundai,Verna,Sedan,Other Color,2010,Benzine,140000 to 159999,1400 - 1500 CC,Manual,103.5,Cairo
17058,Hyundai,Verna,Sedan,Other Color,2016,Benzine,70000 to 79999,1600 CC,Manual,140.3,Monufia
812,Chevrolet,Cruze,Sedan,Brown,2017,Benzine,100000 to 119999,1600 CC,Automatic,255.0,Cairo
813,Chevrolet,Cruze,Sedan,Black,2010,Benzine,70000 to 79999,1600 CC,Automatic,175.0,Giza
814,Chevrolet,Aveo,Sedan,Silver,2020,Benzine,30000 to 39999,1400 - 1500 CC,Automatic,205.0,Monufia
815,Chevrolet,Aveo,Sedan,Gray,2017,Benzine,120000 to 139999,1400 - 1500 CC,Automatic,185.0,Cairo
816,Chevrolet,Aveo,Sedan,Red,2020,Benzine,40000 to 49999,1400 - 1500 CC,Automatic,205.0,Cairo
817,Chevrolet,Aveo,Sedan,Silver,2016,Benzine,120000 to 139999,1400 - 1500 CC,Automatic,155.0,Giza
818,Chevrolet,Aveo,Sedan,Black,2010,Benzine,More than 200000,1400 - 1500 CC,Manual,103.0,Red Sea
819,Chevrolet,Cruze,Sedan,Other Color,2016,Benzine,120000 to 139999,1600 CC,Automatic,215.0,Gharbia
820,Chevrolet,Aveo,Sedan,Gray,2020,Benzine,60000 to 69999,1400 - 1500 CC,Automatic,205.0,Cairo
821,Chevrolet,Aveo,Sedan,Blue- Navy Blue,2016,Benzine,120000 to 139999,1400 - 1500 CC,Automatic,169.0,Cairo
822,Chevrolet,Aveo,Sedan,Silver,2014,Benzine,120000 to 139999,1400 - 1500 CC,Automatic,160.0,Asyut
823,Chevrolet,Aveo,Sedan,Silver,2019,Natural Gas,More than 200000,1400 - 1500 CC,Automatic,170.0,Giza
824,Chevrolet,Aveo,Sedan,Gray,2014,Benzine,100000 to 119999,1400 - 1500 CC,Manual,132.0,Alexandria
825,Chevrolet,Aveo,Sedan,Blue- Navy Blue,2017,Benzine,90000 to 99999,1400 - 1500 CC,Automatic,172.0,Alexandria
826,Chevrolet,Aveo,Sedan,Gray,2012,Benzine,50000 to 59999,1400 - 1500 CC,Automatic,150.0,Dakahlia
827,Chevrolet,Aveo,Sedan,Burgundy,2020,Benzine,140000 to 159999,1400 - 1500 CC,Automatic,187.0,Giza
828,Chevrolet,Aveo,Sedan,Other Color,2009,Benzine,120000 to 139999,1400 - 1500 CC,Automatic,108.0,Giza
829,Chevrolet,Aveo,Sedan,Black,2014,Benzine,140000 to 159999,1400 - 1500 CC,Manual,110.0,Fayoum
830,Chevrolet,Aveo,Sedan,Black,2012,Benzine,100000 to 119999,1400 - 1500 CC,Automatic,148.0,Gharbia
831,Chevrolet,Cruze,Sedan,Burgundy,2011,Benzine,120000 to 139999,1600 CC,Automatic,150.0,Cairo
832,Chevrolet,Cruze,Sedan,Burgundy,2016,Benzine,90000 to 99999,1600 CC,Automatic,198.0,Gharbia
833,Chevrolet,Aveo,Sedan,Silver,2020,Benzine,120000 to 139999,1400 - 1500 CC,Automatic,192.0,Qalyubia
834,Chevrolet,Cruze,Sedan,Black,2010,Benzine,100000 to 119999,1600 CC,Automatic,140.0,Giza
835,Chevrolet,Aveo,Sedan,Gray,2016,Benzine,120000 to 139999,1400 - 1500 CC,Automatic,160.0,Sharqia
836,Chevrolet,Cruze,Sedan,Red,2010,Benzine,100000 to 119999,1600 CC,Automatic,130.0,Giza
837,Chevrolet,Aveo,Sedan,Other Color,2007,Benzine,20000 to 29999,1400 - 1500 CC,Manual,95.0,Beheira
838,Chevrolet,Cruze,Sedan,Black,2010,Benzine,160000 to 179999,1600 CC,Automatic,130.0,Cairo
839,Chevrolet,Cruze,Sedan,Brown,2014,Benzine,90000 to 99999,1600 CC,Automatic,170.0,Giza
840,Chevrolet,Aveo,Sedan,Silver,2015,Natural Gas,140000 to 159999,1400 - 1500 CC,Automatic,158.0,Kafr al-Sheikh
