Brand,Model,Color,Fuel,Kilometers,Trasmission,Price,Gov,Car Age
Renault,Duster,Dark blue,Benzine,11.0,Manual,400.0,Sharm el-Sheikh,6.0
Daewoo,Nubira 2,Gold,Benzine,25.0,Manual,152.0,Obour City,24.0
Toyota,Microbus,White,Benzine,10.0,Manual,400.0,El Salam City,1.0
Geely,Okavango,Black,Benzine,3.0,Automatic,854.0,Tagamo3 - New Cairo,1.0
Kia,Sportage,Bronze,Benzine,7.0,Automatic,980.0,Tagamo3 - New Cairo,6.0
Nissan,Sunny,Bronze,Benzine,17.0,Automatic,260.0,Giza,9.0
Mazda,3 || Mazda 3,Black,Benzine,24.0,Automatic,280.0,Heliopolis,14.0
Chevrolet,Lanos,Blue,Benzine,9.0,Manual,230.0,Helwan,6.0
Seat,Ibiza,Silver,Benzine,1.0,Automatic,890.0,Cairo,1.0
Mitsubishi,Lancer EX Shark,Silver,Benzine,13.0,Automatic,380.0,Faiyum,9.0
Toyota,Corolla,Black,Benzine,28.0,Automatic,325.0,Alexandria,16.0
Mitsubishi,Lancer Crystala,Red,Benzine,55.0,Manual,100.0,El Minya,25.0
Hyundai,Accent,Silver,Benzine,0.0,Automatic,180.0,Giza,12.0
Renault,Logan,Silver,Benzine,9.0,Manual,300.0,Alexandria,7.0
Hyundai,Accent,Dark blue,Benzine,18.0,Manual,88.0,Khanka,25.0
Chery,Tiggo 3,Light grey,Benzine,5.0,Automatic,458.0,6 October,1.0
Suzuki,Van,Red,Benzine,1.0,Manual,240.0,Cairo,2.0
Fiat,131,White,Benzine,0.0,Manual,45.0,6 October,44.0
Volkswagen,Passat,Black,Benzine,9.0,Automatic,650.0,Mansoura,8.0
Suzuki,Ciaz,Brown,Benzine,16.0,Automatic,250.0,El Manial,8.0
Chevrolet,Aveo,Dark blue,Benzine,9.0,Automatic,375.0,Tagamo3 - New Cairo,3.0
Renault,Logan,Black,Benzine,7.0,Manual,235.0,Alexandria,8.0
Opel,Astra,Black,Benzine,6.0,Automatic,500.0,Alexandria,4.0
Chevrolet,Spark,Silver,Benzine,8.0,Manual,115.0,Giza,14.0
Volkswagen,Polo,White,Benzine,8.0,Automatic,270.0,Asyut,11.0
Byd,F3,Black,Benzine,4.0,Manual,270.0,Cairo,2.0
Fiat,131,White,Benzine,0.0,Manual,30.0,Shobra,44.0
Volkswagen,Golf 6,Blue,Benzine,20.0,Automatic,500.0,Tagamo3 - New Cairo,11.0
Daihatsu,Terios,Black,Benzine,22.0,Automatic,280.0,Zagazig,16.0
Hyundai,Accent,Black,Benzine,13.0,Manual,250.0,Asyut,13.0
Toyota,Corolla,Silver,Benzine,22.0,Automatic,400.0,10th of Ramadan,15.0
Chery,Arrizo 5,Red,Benzine,0.0,Automatic,450.0,Cairo,0.0
Nissan,Sunny,Red,Benzine,9.0,Automatic,278.0,Beni Suef,10.0
Fiat,132,Silver,Benzine,0.0,Manual,25.0,Shobra,50.0
Opel,Corsa,Silver,Benzine,2.0,Automatic,720.0,Mansoura,1.0
Daewoo,Lanos 2,Black,Benzine,30.0,Manual,150.0,El Haram,15.0
Emgrand,EC 7,Red,Benzine,14.0,Manual,125.0,El Haram,9.0
Suzuki,Alto,White,Benzine,4.0,Manual,250.0,El Minya,3.0
Toyota,Starlet,Gold,Benzine,18.0,Manual,95.0,Imbaba,32.0
Kia,Cerato,White,Benzine,0.0,Automatic,300.0,El Gamaleya,13.0
Fiat,Tipo,Red,Benzine,4.0,Automatic,560.0,Alexandria,4.0
Fiat,128,White,Benzine,0.0,Manual,21.0,Cairo,46.0
MG,5,Blue,Benzine,4.0,Automatic,520.0,Tagamo3 - New Cairo,1.0
Chery,Tiggo 7,White,Benzine,2.0,Automatic,600.0,Tagamo3 - New Cairo,2.0
Mercedes,200,White,Benzine,20.0,Automatic,180.0,Shibin el Kom,35.0
Fiat,128,Red,Benzine,0.0,Manual,25.0,Alexandria,37.0
Ford,Escort,Green,Benzine,0.0,Manual,68.0,Alexandria,24.0
Mercedes,CLA 180,White,Benzine,7.0,Automatic,1500.0,Tagamo3 - New Cairo,3.0
MG,6,Black,Benzine,5.0,Automatic,650.0,Agamy,2.0
Chevrolet,Cruze,Dark red,Benzine,19.0,Automatic,356.0,El Haram,7.0
Hyundai,I20,Red,Benzine,2.0,Automatic,600.0,Nasr city,2.0
Daewoo,Lanos 2,Black,Benzine,16.0,Manual,110.0,Faiyum,16.0
Mitsubishi,Lancer Puma,Light grey,Benzine,12.0,Automatic,305.0,Mansoura,17.0
Kia,Cerato,Black,Benzine,20.0,Automatic,375.0,Ismailia,11.0
Speranza,Tiggo,Silver,Benzine,13.0,Manual,200.0,Qena,12.0
Nissan,Qashqai,Gray,Benzine,16.0,Automatic,580.0,El Haram,5.0
Skoda,Fabia,Black,Benzine,22.0,Manual,170.0,Giza,16.0
Fiat,Tipo,Silver,Benzine,17.0,Automatic,530.0,Monufia,4.0
Renault,Logan,Dark red,Benzine,6.0,Automatic,290.0,Abu Qir,7.0
Great Wall,Peri,Black,Benzine,10.0,Manual,100.0,Heliopolis,15.0
Skoda,Octavia A5,Silver,Benzine,32.0,Automatic,320.0,Obour City,15.0
Skoda,Octavia A5,Silver,Benzine,16.0,Automatic,350.0,Cairo,16.0
Fiat,Shahin,Silver,Benzine,0.0,Manual,37.0,Cairo,25.0
Suzuki,Ciaz,Black,Benzine,11.0,Automatic,350.0,Al Shorouk,7.0
Mitsubishi,Lancer Puma,Dark red,Benzine,30.0,Manual,225.0,Alexandria,16.0
Nissan,Sunny,Silver,Benzine,20.0,Automatic,285.0,El Minya,10.0
Hyundai,Elantra AD,Silver,Benzine,6.0,Automatic,570.0,Abu Kabir,4.0
BMW,520,Black,Benzine,11.0,Automatic,1050.0,6 October,7.0
BMW,318,Silver,Benzine,15.0,Automatic,890.0,Heliopolis,7.0
Toyota,C-HR,Silver,Benzine,1.0,Automatic,750.0,Mansoura,5.0
Ford,Ranger,Silver,Benzine,18.0,Manual,360.0,Giza,20.0
Mercedes,320,Black,Benzine,17.0,Automatic,250.0,Sharqia,37.0
MG,750,White,Benzine,16.0,Automatic,320.0,6 October,6.0
Ssang Yong,Tivoli,White,Benzine,9.0,Automatic,500.0,Mansoura,7.0
BMW,316,Black,Benzine,24.0,Manual,370.0,Shibin el Kom,17.0
MG,5,Black,Benzine,10.0,Automatic,445.0,Beni Suef,3.0
Fiat,128,Red,Benzine,0.0,Manual,18.0,Tanta,44.0
Toyota,Yaris,Red,Benzine,8.0,Automatic,350.0,Alexandria,15.0
Chery,Tiggo 3,Brown,Benzine,4.0,Automatic,480.0,Heliopolis,2.0
Fiat,131,White,Benzine,0.0,Automatic,31.0,El Haram,46.0
Daewoo,Nubira 2,Black,Benzine,7.0,Manual,230.0,Nasr city,17.0
Hyundai,Accent RB,Light grey,Benzine,22.0,Automatic,315.0,Giza,2.0
Hyundai,Excel,Cyan,Benzine,20.0,Manual,62.0,Tagamo3 - New Cairo,25.0
Geely,Emgrand 7,Blue,Benzine,16.0,Manual,175.0,Ain Shams,7.0
Seat,Ibiza,Silver,Benzine,1.0,Automatic,650.0,Damietta,2.0
Isuzu,D max,White,Natural Gas,35.0,Manual,450.0,10th of Ramadan,8.0
Nissan,Sunny,Silver,Benzine,7.0,Automatic,330.0,El Haram,4.0
Chery,Arrizo 5,White,Benzine,0.0,Automatic,460.0,6 October,0.0
Opel,Insignia,Light grey,Benzine,13.0,Automatic,530.0,Mohandessin,9.0
Fiat,128,White,Benzine,0.0,Manual,38.0,Obour City,35.0
Hyundai,Accent RB,Bronze,Benzine,16.0,Automatic,335.0,Dokki,10.0
Renault,Duster,Dark red,Benzine,8.0,Automatic,400.0,Mohandessin,5.0
Canghe || Changhe,M50 || M 50,Red,Benzine,16.0,Manual,225.0,Giza,3.0
Hyundai,Verna,Silver,Benzine,6.0,Automatic,305.0,Asyut,6.0
Hyundai,Accent,Black,Benzine,19.0,Manual,240.0,Cairo,15.0
Renault,Megane,Gold,Benzine,18.0,Automatic,310.0,6 October,12.0
Ford,Kuga,Dark red,Benzine,27.0,Automatic,500.0,Alexandria,8.0
Chery,A11,Black,Benzine,23.0,Manual,55.0,Cairo,18.0
Byd,F3,Silver,Benzine,1.0,Automatic,210.0,Obour City,1.0
Toyota,Corolla,Silver,Benzine,17.0,Automatic,350.0,Shobra,13.0
Kia,Sportage,Red,Benzine,0.0,Automatic,1300.0,Heliopolis,2.0
Ford,Fusion,Silver,Benzine,12.0,Automatic,520.0,Mokattam,8.0
Hyundai,Getz,Cyan,Benzine,25.0,Manual,170.0,Alexandria,18.0
Peugeot,307,Black,Benzine,15.0,Automatic,290.0,Kafr el-Sheikh,16.0
Fiat,Shahin,Black,Benzine,0.0,Manual,75.0,Cairo,14.0
Audi,A3,White,Benzine,7.0,Automatic,1100.0,Maadi,3.0
Hyundai,IX 35,Silver,Benzine,14.0,Automatic,620.0,El Minya,8.0
Byd,F3,Brown,Benzine,35.0,Manual,190.0,El Haram,8.0
Brilliance,V3,Red,Benzine,13.0,Automatic,350.0,Cairo,5.0
Chevrolet,N300,Silver,Benzine,5.0,Manual,280.0,Giza,1.0
Citroën,Ax,Silver,Benzine,13.0,Manual,38.0,Alexandria,28.0
Nissan,Pick up,White,Natural Gas,20.0,Manual,285.0,Mit Ghamr,8.0
Volvo,XC60,Black,Benzine,7.0,Automatic,1980.0,Tagamo3 - New Cairo,3.0
Chery,Tiggo 3,Dark blue,Benzine,10.0,Automatic,420.0,Sohag,2.0
Fiat,127,Red,Benzine,0.0,Manual,28.0,Shobra,38.0
Mitsubishi,Lancer EX Shark,Black,Benzine,11.0,Automatic,845.0,Giza,7.0
MG,5,White,Benzine,2.0,Automatic,440.0,Madinaty,2.0
Hyundai,Accent RB,Silver,Benzine,15.0,Manual,340.0,El Minya,12.0
Jac,S2,Light grey,Benzine,11.0,Automatic,300.0,Faiyum,5.0
Chevrolet,Optra,Silver,Benzine,1.0,Automatic,440.0,Dakahlia,1.0
Mini,Mini Cooper S,Silver,Benzine,1.0,Automatic,850.0,Sheikh Zayed City,13.0
Mitsubishi,Lancer Puma,Silver,Benzine,19.0,Automatic,220.0,Cairo,16.0
Mercedes,C 230,Champagne,Benzine,19.0,Automatic,489.0,Alexandria,16.0
MG,5,White,Benzine,2.0,Automatic,420.0,Madinaty,2.0
Nissan,Qashqai,Eggplant,Benzine,16.0,Automatic,450.0,Kafr el-Sheikh,9.0
Hyundai,Verna,Silver,Benzine,20.0,Automatic,155.0,Cairo,10.0
Subaru,XV,White,Benzine,7.0,Automatic,960.0,Al Shorouk,2.0
BMW,323,Silver,Benzine,16.0,Automatic,520.0,Alexandria,15.0
Hyundai,Elantra HD,Silver,Benzine,15.0,Automatic,370.0,Sohag,12.0
Hyundai,Elantra CN7,Gray,Benzine,2.0,Automatic,925.0,Heliopolis,1.0
Suzuki,Van,Dark red,Benzine,15.0,Manual,97.0,Faiyum,10.0
Chevrolet,Aveo,Blue,Benzine,14.0,Automatic,300.0,Tagamo3 - New Cairo,4.0
Fiat,Uno,Black,Benzine,0.0,Manual,54.0,Tala,30.0
Opel,Corsa,Red,Benzine,17.0,Manual,160.0,El Haram,18.0
Renault,Clio,Silver,Benzine,15.0,Manual,100.0,Alexandria,21.0
Chevrolet,Optra,Silver,Benzine,7.0,Automatic,350.0,Mansoura,5.0
Daewoo,Nubira 1,Green,Benzine,20.0,Manual,90.0,Borg el arab,26.0
Kia,Cerato,Bronze,Benzine,18.0,Automatic,355.0,Cairo,12.0
Victory,V1,White,Natural Gas,2.0,Manual,195.0,Giza,3.0
Toyota,Corolla,Red,Benzine,19.0,Automatic,500.0,Heliopolis,10.0
Skoda,Fabia,Silver,Benzine,15.0,Manual,130.0,Sohag,20.0
Hyundai,Tucson,Black,Benzine,17.0,Automatic,425.0,Dakahlia,16.0
Lada,Granta,Red,Natural Gas,6.0,Manual,240.0,Qalyubia,2.0
Soueast,DX3,White,Benzine,3.0,Automatic,450.0,Kafr el-Dawwar,2.0
Hyundai,I10,Dark blue,Benzine,10.0,Manual,180.0,Dakahlia,15.0
Chevrolet,Captiva,White,Benzine,8.0,Automatic,700.0,Sheikh Zayed City,3.0
BMW,X6 M,Petroleum,Benzine,1.0,Automatic,3600.0,Cairo,4.0
Chery,Tiggo 7,Dark red,Benzine,1.0,Automatic,660.0,Maadi,0.0
Speranza,A516,Black,Benzine,17.0,Manual,130.0,6 October,15.0
Fiat,127,White,Benzine,0.0,Manual,28.0,El Haram,41.0
Opel,Insignia,Silver,Benzine,9.0,Automatic,1000.0,Maadi,5.0
Fiat,Tipo,White,Benzine,12.0,Automatic,525.0,Tagamo3 - New Cairo,3.0
Daewoo,Lanos 2,Silver,Benzine,20.0,Manual,135.0,Beni Suef,15.0
Hyundai,Elantra HD,Silver,Benzine,20.0,Automatic,340.0,Tagamo3 - New Cairo,5.0
Renault,Sandero,Dark red,Benzine,16.0,Manual,183.0,6 October,11.0
Hyundai,Verna,Light grey,Benzine,14.0,Automatic,270.0,Aswan,9.0
Fiat,Tipo,Blue,Benzine,5.0,Automatic,515.0,Cairo,2.0
Volkswagen,Jetta,Black,Benzine,17.0,Automatic,420.0,Asyut,13.0
Fiat,128,White,Benzine,0.0,Manual,38.0,Alexandria,38.0
Hyundai,Elantra AD,Dark blue,Benzine,4.0,Automatic,625.0,6 October,3.0
Lada,Granta,Mocha,Benzine,5.0,Manual,320.0,Cairo,1.0
Mercedes,GLC 200,Gray,Benzine,0.0,Automatic,3250.0,Tagamo3 - New Cairo,0.0
Mercedes,C 180,White,Benzine,0.0,Automatic,2800.0,Alexandria,0.0
Suzuki,Sx4,Black,Benzine,20.0,Automatic,200.0,Cairo,14.0
Renault,Kadjar,Dark blue,Benzine,1.0,Automatic,1250.0,El Haram,1.0
Chevrolet,Cruze,Light grey,Benzine,20.0,Automatic,250.0,Cairo,13.0
Hyundai,Elantra MD,Black,Benzine,14.0,Automatic,450.0,Qena,7.0
Nissan,Sunny,Light grey,Benzine,3.0,Automatic,365.0,Alexandria,4.0
Speranza,Tiggo,Black,Benzine,10.0,Manual,220.0,Tala,11.0
Renault,Logan,Blue,Benzine,12.0,Automatic,260.0,Alexandria,6.0
Renault,Sandero,Dark red,Benzine,8.0,Automatic,340.0,Heliopolis,6.0
Renault,Clio,Gold,Benzine,20.0,Manual,130.0,Mokattam,21.0
Hyundai,Excel,Red,Benzine,0.0,Manual,65.0,Gharbia,26.0
Geely,Emgrand 7,Bronze,Benzine,13.0,Automatic,248.0,Tanta,5.0
Honda,Civic,Dark red,Benzine,40.0,Manual,125.0,Beni Suef,33.0
Renault,Sandero Step Way,Silver,Benzine,4.0,Automatic,490.0,Tagamo3 - New Cairo,5.0
Chevrolet,Optra,Silver,Benzine,13.0,Automatic,245.0,Cairo,11.0
Fiat,Petra,Silver,Benzine,15.0,Manual,105.0,Sharqia,20.0
Chevrolet,Optra,Black,Benzine,13.0,Automatic,245.0,Helwan,15.0
Mercedes,S 350,Black,Benzine,20.0,Automatic,890.0,Heliopolis,17.0
Toyota,Corolla,Dark red,Benzine,32.0,Manual,137.0,Sohag,30.0
Emgrand,EC 7,White,Benzine,17.0,Manual,155.0,6 October,8.0
Daewoo,Lanos,Dark green,Benzine,0.0,Manual,145.0,Gharbia,19.0
Mercedes,300,Gold,Benzine,40.0,Automatic,160.0,Asyut,37.0
Nissan,Sentra,Petroleum,Benzine,1.0,Automatic,670.0,Alexandria,0.0
Skoda,Octavia A5,Black,Benzine,14.0,Automatic,335.0,Cairo,16.0
Kia,Cerato,Gray,Benzine,7.0,Automatic,385.0,Giza,14.0
Renault,Sandero Step Way,Black,Benzine,18.0,Automatic,320.0,Sohag,8.0
Daewoo,Nubira 1,Green,Benzine,23.0,Manual,111.0,Damietta,26.0
Daewoo,Nubira 2,Silver,Benzine,13.0,Manual,145.0,Cairo,17.0
Renault,Logan,Dark red,Benzine,30.0,Manual,180.0,El Haram,8.0
Brilliance,FSV,Cyan,Benzine,15.0,Manual,160.0,Maadi,10.0
Toyota,Corolla,Blue,Benzine,7.0,Manual,875.0,Tagamo3 - New Cairo,4.0
Mercedes,B 180,Black,Benzine,16.0,Automatic,650.0,Cairo,8.0
Ford,Focus,Black,Benzine,15.0,Automatic,310.0,El Haram,9.0
Kia,Carens,Black,Benzine,21.0,Automatic,485.0,Alexandria,7.0
Toyota,Belta,Silver,Benzine,3.0,Automatic,600.0,El Haram,1.0
Speranza,A516,Red,Benzine,20.0,Manual,135.0,Sheikh Zayed City,15.0
Jeep,Grand Cherokee,Dark blue,Benzine,10.0,Automatic,2250.0,Heliopolis,4.0
Toyota,Corolla,Silver,Benzine,9.0,Automatic,900.0,Heliopolis,3.0
Speranza,A516,Black,Natural Gas,14.0,Manual,130.0,10th of Ramadan,12.0
Chevrolet,T-Series,Red,Benzine,0.0,Automatic,120.0,Suez,27.0
BMW,318,Gray,Benzine,35.0,Automatic,360.0,Shobra,18.0
Proton,Gen 2,Gray,Benzine,36.0,Manual,180.0,Tagamo3 - New Cairo,17.0
Fiat,127,Red,Benzine,9.0,Manual,21.0,Tagamo3 - New Cairo,45.0
Chery,Tiggo 7,Light grey,Benzine,1.0,Automatic,650.0,Alexandria,1.0
Chevrolet,Aveo,Red,Benzine,16.0,Automatic,225.0,Heliopolis,9.0
Seat,Ibiza,Black,Benzine,13.0,Automatic,350.0,Tanta,10.0
Opel,Astra,Light grey,Benzine,22.0,Automatic,280.0,Qena,15.0
Mitsubishi,Attrage,White,Benzine,0.0,Automatic,450.0,Damietta,0.0
BMW,525,Green,Benzine,12.0,Manual,145.0,Tagamo3 - New Cairo,31.0
Kia,Sportage,Bronze,Benzine,4.0,Automatic,578.33,Nasr city,10.0
Suzuki,Vitara,Blue,Benzine,30.0,Manual,125.0,Giza,26.0
Speranza,A516,Silver,Benzine,24.0,Manual,110.0,Cairo,16.0
Geely,Maple,Dark red,Benzine,25.0,Manual,85.0,Cairo,13.0
Hyundai,Matrix,Black,Benzine,15.0,Automatic,330.0,Tanta,21.0
Hyundai,Elantra MD,Black,Benzine,9.0,Automatic,490.0,Abu Qir,7.0
Volkswagen,Golf,Silver,Benzine,7.0,Automatic,1000.0,Heliopolis,4.0
Peugeot,3008,Light grey,Benzine,4.0,Automatic,1400.0,Heliopolis,3.0
Fiat,Polonez,Red,Benzine,0.0,Manual,30.0,Cairo,35.0
Honda,Civic,Silver,Benzine,16.0,Automatic,120.0,Damietta,30.0
Volkswagen,Golf 2,Red,Benzine,20.0,Manual,30.0,10th of Ramadan,32.0
Hyundai,Elantra MD,Gray,Benzine,18.0,Automatic,250.0,Abu Kabir,11.0
MG,5,Black,Benzine,0.0,Automatic,640.0,Port Said,1.0
Hyundai,Elantra CN7,White,Benzine,5.0,Automatic,870.0,Obour City,1.0
Hyundai,Elantra MD,Black,Benzine,9.0,Automatic,525.0,Shibin El Qanater,8.0
Hyundai,Elantra MD,Red,Benzine,5.0,Automatic,510.0,Tagamo3 - New Cairo,7.0
Suzuki,Swift Dzire || Dzire,White,Benzine,3.0,Manual,310.0,Luxor,2.0
Hyundai,Elantra,Gold,Benzine,20.0,Automatic,365.0,6 October,14.0
Peugeot,504,White,Benzine,10.0,Manual,50.0,Luxor,46.0
BMW,520,Gold,Benzine,35.0,Manual,76.0,Al Shorouk,38.0
Fiat,127,White,Benzine,20.0,Manual,30.0,El Marg,41.0
Nissan,Sunny,Gray,Benzine,20.0,Manual,270.0,Cairo,13.0
Fiat,127,Red,Benzine,0.0,Manual,17.0,Cairo,41.0
Jetour,X70S,White,Benzine,1.0,Automatic,800.0,Kafr el-Sheikh,1.0
Renault,Logan,Silver,Benzine,10.0,Automatic,225.0,6 October,8.0
BMW,X3,Dark blue,Benzine,19.0,Automatic,850.0,Nasr city,10.0
Speranza,Chery QQ || Chery qq,Silver,Benzine,0.0,Manual,80.0,Sharm el-Sheikh,16.0
BMW,X6,Light grey,Benzine,9.0,Automatic,2700.0,Zagazig,4.0
Chevrolet,Pickup,White,Natural Gas,25.0,Manual,370.0,Sohag,5.0
Kia,Cerato,Black,Benzine,15.0,Automatic,385.0,Maadi,8.0
Toyota,Corolla,Silver,Benzine,7.0,Automatic,725.0,Cairo,4.0
Mitsubishi,Galant,Gold,Benzine,0.0,Manual,65.0,Tanta,31.0
Skoda,Fantasia,Silver,Benzine,11.0,Automatic,450.0,Nasr city,13.0
Mercedes,E 350,Black,Benzine,6.0,Automatic,2750.0,Sheikh Zayed City,4.0
Lada,Granta,Blue,Benzine,0.0,Automatic,300.0,Alexandria,1.0
Chevrolet,Optra,Gray,Benzine,13.0,Automatic,280.0,Heliopolis,7.0
Chrysler,Town & Country,Dark blue,Benzine,21.0,Automatic,670.0,Cairo,15.0
Nissan,Qashqai,Dark red,Benzine,18.0,Automatic,760.0,6 October,4.0
Byd,F3,Blue,Benzine,7.0,Manual,280.0,El Salam City,2.0
Chevrolet,Optra,Silver,Benzine,13.0,Automatic,275.0,Cairo,8.0
Hyundai,Elantra HD,White,Benzine,8.0,Automatic,455.0,Zagazig,6.0
Speranza,A113,Petroleum,Benzine,17.0,Manual,100.0,Mansoura,16.0
Lada,2107,White,Benzine,14.0,Manual,60.0,El Haram,14.0
Mitsubishi,Lancer EX Shark,Gray,Benzine,19.0,Automatic,315.0,Sohag,9.0
Daewoo,Lanos,Silver,Benzine,26.0,Manual,120.0,El Minya,24.0
Honda,Accord,Silver,Benzine,15.0,Automatic,85.0,Giza,25.0
Nissan,Sunny,Black,Benzine,18.0,Automatic,245.0,Giza,9.0
Lada,2107,Silver,Benzine,0.0,Manual,50.0,Dakahlia,16.0
Toyota,Corolla,Silver,Benzine,7.0,Automatic,725.0,Mokattam,4.0
Hyundai,Elantra HD,White,Benzine,0.0,Automatic,650.0,Heliopolis,0.0
Chevrolet,Spark,Red,Benzine,8.0,Manual,175.0,Cairo,9.0
Fiat,Tipo,Dark blue,Benzine,1.0,Automatic,700.0,Bilbeis,2.0
Opel,Corsa,Light grey,Benzine,0.0,Automatic,920.0,Tanta,0.0
Kia,Cerato,Brown,Benzine,22.0,Automatic,285.0,Alexandria,13.0
Kia,Sportage,Red,Benzine,7.0,Automatic,950.0,Shobra,3.0
Nissan,Sunny,White,Benzine,1.0,Manual,325.0,Giza,1.0
Chevrolet,Optra,Mocha,Benzine,11.0,Automatic,350.0,Maadi,7.0
Fiat,Regata,Red,Benzine,0.0,Manual,36.0,Helwan,38.0
Zotye,Xplosion,Silver,Benzine,11.0,Manual,120.0,Luxor,14.0
Mercedes,C 180,Black,Benzine,19.0,Automatic,720.0,6 October,13.0
Hyundai,Accent RB,Black,Benzine,14.0,Automatic,310.0,El Haram,11.0
Volkswagen,Passat,Dark blue,Benzine,19.0,Automatic,520.0,Shobra,15.0
Fiat,131,White,Benzine,10.0,Manual,25.0,Cairo,46.0
Chevrolet,N300,Silver,Benzine,19.0,Manual,270.0,Faiyum,6.0
Fiat,500,White,Benzine,3.0,Automatic,575.0,Tagamo3 - New Cairo,3.0
Byd,L3,Gray,Benzine,20.0,Automatic,200.0,Giza,7.0
Chevrolet,Captiva,Gray,Benzine,5.0,Automatic,750.0,6 October,2.0
Lada,Granta,Silver,Benzine,4.0,Automatic,300.0,Abu Qir,1.0
Hyundai,Matrix,Silver,Benzine,19.0,Automatic,330.0,Dikirnis,14.0
Ford,Focus,Gray,Benzine,11.0,Automatic,450.0,6 October,9.0
Mercedes,C 180,Blue,Benzine,10.0,Automatic,1900.0,Mohandessin,3.0
Skoda,Octavia A4,Silver,Benzine,30.0,Automatic,260.0,Banha,16.0
Lada,Granta,Silver,Natural Gas,10.0,Automatic,300.0,Aswan,2.0
Mercedes,300,White,Benzine,15.0,Automatic,165.0,6 October,38.0
Fiat,131,Silver,Benzine,0.0,Manual,40.0,Shobra,42.0
Toyota,Corolla,Silver,Benzine,30.0,Manual,355.0,Cairo,17.0
Chevrolet,Optra,Silver,Benzine,7.0,Automatic,380.0,Cairo,5.0
Mitsubishi,Lancer,Blue,Benzine,0.0,Manual,35.0,Tanta,41.0
Daewoo,Lanos,Green,Benzine,12.0,Manual,140.0,Tanta,18.0
Canghe || Changhe,ideal || Ideal,Red,Benzine,14.0,Manual,52.0,Helwan,16.0
Toyota,Corolla,Red,Benzine,20.0,Manual,135.0,Tanta,26.0
Chevrolet,Optra,Black,Benzine,11.0,Automatic,330.0,Cairo,3.0
Kia,Picanto,Silver,Benzine,12.0,Automatic,290.0,Nasr city,8.0
Ford,Kuga,Silver,Benzine,17.0,Automatic,675.0,Cairo,6.0
Kia,Sportage,Silver,Benzine,3.0,Automatic,1100.0,Suez,3.0
Mitsubishi,Pajero,Black,Benzine,36.0,Automatic,540.0,Giza,18.0
Ds,DS7,Dark blue,Benzine,2.0,Automatic,1500.0,Tagamo3 - New Cairo,2.0
Chery,Tiggo 3,Black,Benzine,2.0,Automatic,350.0,Khanka,6.0
Mitsubishi,Lancer EX Shark,Silver,Benzine,9.0,Automatic,535.0,Dakahlia,7.0
Geely,Emgrand 7,White,Benzine,21.0,Manual,150.0,El Haram,9.0
Kia,Xceed,Silver,Benzine,0.0,Automatic,950.0,El Haram,1.0
Chevrolet,N200,Silver,Benzine,20.0,Manual,100.0,Giza,13.0
Renault,Logan,Gray,Benzine,5.0,Automatic,360.0,Giza,1.0
Nissan,Sunny,Bronze,Benzine,9.0,Automatic,335.0,Madinaty,6.0
Toyota,Yaris,Red,Benzine,25.0,Automatic,230.0,6 October,15.0
Speranza,Tiggo,Black,Benzine,16.0,Automatic,232.0,Agamy,11.0
Toyota,Corolla,Red,Benzine,8.0,Automatic,595.0,Damanhur,4.0
Suzuki,Maruti,Dark blue,Benzine,9.0,Manual,55.0,Cairo,12.0
Speranza,A516,White,Benzine,15.0,Manual,98.0,Beni Suef,14.0
Chery,Tiggo 3,Bronze,Benzine,13.0,Automatic,340.0,Cairo,4.0
Hyundai,Avante,White,Benzine,10.0,Automatic,350.0,Nasr city,12.0
Toyota,Camry,White,Benzine,0.0,Manual,150.0,Khanka,25.0
Chevrolet,Lanos,White,Benzine,7.0,Manual,120.0,El Salam City,12.0
Mitsubishi,Lancer EX Shark,Gray,Benzine,21.0,Automatic,450.0,Tagamo3 - New Cairo,8.0
Speranza,A516,Black,Benzine,28.0,Manual,115.0,Sohag,17.0
Jeep,Renegade,Black,Benzine,10.0,Automatic,620.0,Heliopolis,6.0
Hyundai,Verna,Silver,Benzine,9.0,Manual,190.0,Beni Suef,10.0
Canghe || Changhe,Q7,Silver,Benzine,0.0,Manual,100.0,Monufia,10.0
Daewoo,Lanos 2,Dark blue,Benzine,25.0,Manual,115.0,Suez,21.0
Suzuki,Van,Red,Benzine,8.0,Manual,170.0,Giza,6.0
Renault,Logan,Gold,Benzine,25.0,Manual,210.0,Cairo,8.0
Chevrolet,Aveo,Silver,Benzine,22.0,Manual,145.0,Tagamo3 - New Cairo,17.0
Speranza,Tiggo,Dark red,Benzine,14.0,Manual,208.0,Badr City,13.0
Citroën,C4,Red,Benzine,26.0,Automatic,330.0,Ismailia,10.0
Citroën,C4,Silver,Benzine,21.0,Automatic,205.0,Mohandessin,18.0
Chevrolet,Aveo,Silver,Benzine,16.0,Manual,183.0,Cairo,14.0
Byd,F3,Light grey,Benzine,10.0,Manual,280.0,Giza,2.0
Hyundai,Accent,Green,Benzine,14.0,Manual,95.0,Shobra,28.0
Kia,Rio,Brown,Benzine,9.0,Automatic,420.0,Agamy,10.0
Renault,Sandero,Silver,Benzine,8.0,Manual,235.0,Kafr el-Dawwar,9.0
Hyundai,Avante,Black,Benzine,12.0,Automatic,300.0,Kafr el-Sheikh,11.0
Ssang Yong,Tivoli XLV,Silver,Benzine,2.0,Automatic,815.0,Sheikh Zayed City,1.0
