Brand,Model,Color,Fuel,Kilometers,Trasmission,Price,Gov,Car Age
Hyundai,Verna,Silver,Benzine,10.0,Manual,250.0,Sadat City,8.0
Mazda,323,Blue,Natural Gas,0.0,Manual,45.0,Qalyub,41.0
Changan,Alsvin,Red,Benzine,10.0,Manual,250.0,10th of Ramadan,1.0
Fiat,Tipo,Black,Benzine,6.0,Automatic,585.0,Al Shorouk,2.0
Kia,Forte,White,Benzine,20.0,Automatic,430.0,Cairo,14.0
Fiat,Tipo,Black,Benzine,9.0,Automatic,800.0,Obour City,1.0
Renault,Logan,Dark blue,Benzine,14.0,Manual,170.0,Alexandria,13.0
BMW,320,Brown,Benzine,15.0,Automatic,800.0,Heliopolis,10.0
Kia,Rio,White,Benzine,17.0,Automatic,325.0,Madinaty,10.0
Mitsubishi,Lancer EX Shark,Silver,Benzine,16.0,Automatic,455.0,El Haram,7.0
Chevrolet,Optra,Silver,Benzine,15.0,Automatic,390.0,Cairo,4.0
Toyota,Yaris,Red,Benzine,6.0,Automatic,415.0,Shobra,8.0
Chevrolet,Aveo,Gray,Benzine,16.0,Manual,195.0,Red Sea,11.0
Chevrolet,Optra,Black,Benzine,9.0,Automatic,290.0,Alexandria,11.0
Kia,Rio,Blue,Benzine,20.0,Automatic,258.0,Cairo,17.0
Kia,Pride,Blue,Benzine,15.0,Manual,65.0,Ain Shams,24.0
Chevrolet,Cruze,Black,Benzine,8.0,Automatic,490.0,Sharqia,6.0
Brilliance,FRV Cross,Red,Benzine,20.0,Manual,180.0,Helwan,12.0
MG,HS,Red,Benzine,4.0,Automatic,1100.0,Alexandria,1.0
Hyundai,Accent,Green,Benzine,20.0,Manual,135.0,El Haram,22.0
Skoda,Fantasia,Light grey,Benzine,17.0,Automatic,400.0,Alexandria,11.0
Renault,Clio,Silver,Benzine,29.0,Manual,125.0,Giza,19.0
Daewoo,Lanos 2,Dark blue,Benzine,13.0,Manual,122.0,Marsa Matrouh,20.0
Proton,Saga,Black,Benzine,15.0,Automatic,320.0,Al Shorouk,3.0
Fiat,Tipo,Light grey,Benzine,8.0,Automatic,620.0,Tagamo3 - New Cairo,2.0
Mitsubishi,Lancer EX Shark,Red,Benzine,22.0,Automatic,425.0,Cairo,8.0
Chery,Arrizo 5,Cyan,Benzine,8.0,Manual,310.0,Dokki,3.0
MG,6,Black,Benzine,5.0,Automatic,700.0,Beni Suef,2.0
Nissan,Sunny,Silver,Benzine,1.0,Automatic,460.0,Alexandria,1.0
Renault,Logan,Red,Benzine,9.0,Manual,260.0,Nasr city,9.0
Nissan,Sunny,Silver,Benzine,10.0,Automatic,308.0,Tanta,7.0
Opel,Vectra,Black,Benzine,30.0,Automatic,100.0,Cairo,28.0
Hyundai,Reina,Red,Benzine,5.0,Automatic,950.0,Tagamo3 - New Cairo,12.0
Ford,Focus,Red,Benzine,6.0,Automatic,575.0,6 October,5.0
Hyundai,XD,Dark red,Benzine,24.0,Automatic,265.0,Helwan,17.0
Chevrolet,Aveo,Red,Benzine,5.0,Manual,240.0,El Katameya,12.0
Lada,Granta,Silver,Benzine,17.0,Manual,220.0,Nasr city,4.0
Volkswagen,Beetle,Blue,Benzine,10.0,Manual,45.0,Tagamo3 - New Cairo,50.0
Mercedes,A 150,Black,Benzine,18.0,Automatic,240.0,Cairo,18.0
Peugeot,508,White,Benzine,2.0,Automatic,1570.0,Cairo,1.0
Renault,Logan,Silver,Benzine,17.0,Manual,200.0,Shobra,8.0
Suzuki,Van,Red,Benzine,2.0,Manual,150.0,Cairo,11.0
Mitsubishi,Lancer Puma,Black,Benzine,13.0,Automatic,350.0,Sohag,16.0
Renault,Megane,Bronze,Benzine,25.0,Automatic,180.0,Damanhur,16.0
BMW,318,Light grey,Benzine,13.0,Automatic,560.0,Sheikh Zayed City,12.0
Jeep,Cherokee,Silver,Benzine,31.0,Automatic,460.0,Maadi,15.0
Skoda,Octavia A5,Cyan,Benzine,19.0,Automatic,300.0,Dakahlia,17.0
Seat,Ateca,White,Benzine,13.0,Automatic,800.0,Cairo,5.0
Volkswagen,Jetta,Black,Benzine,20.0,Automatic,350.0,Cairo,13.0
BMW,318,Silver,Benzine,22.0,Automatic,485.0,Maadi,12.0
Chevrolet,Optra,Gray,Benzine,4.0,Automatic,395.0,Tagamo3 - New Cairo,6.0
Chevrolet,T-Series,White,Benzine,18.0,Manual,335.0,6 October,9.0
Chery,Arrizo 5,Red,Benzine,11.0,Automatic,330.0,El Haram,3.0
Proton,Waja,Silver,Benzine,15.0,Automatic,160.0,Sheikh Zayed City,18.0
Citroën,C Elysee,Silver,Benzine,7.0,Automatic,450.0,Zamalek,3.0
Peugeot,301,Blue,Natural Gas,11.0,Automatic,340.0,Alexandria,7.0
Daewoo,Lanos,Black,Benzine,20.0,Manual,135.0,Cairo,24.0
Daewoo,Nubira 2,Gold,Benzine,20.0,Automatic,150.0,Nasr city,19.0
Hyundai,Elantra MD,Silver,Benzine,0.0,Automatic,280.0,6 October,11.0
Ford,Focus,Silver,Benzine,16.0,Automatic,430.0,Tagamo3 - New Cairo,6.0
BMW,X1,Dark blue,Benzine,6.0,Automatic,1450.0,Alexandria,3.0
Hyundai,Verna,Dark red,Benzine,13.0,Manual,250.0,Al Shorouk,10.0
Nissan,Juke,White,Benzine,9.0,Automatic,485.0,Nasr city,8.0
Citroën,C Elysee,Silver,Benzine,3.0,Automatic,610.0,Cairo,1.0
Skoda,Octavia A5,Black,Benzine,20.0,Automatic,350.0,Heliopolis,16.0
Peugeot,5008,Petroleum,Benzine,5.0,Automatic,1120.0,Sheikh Zayed City,5.0
Chevrolet,Aveo,Red,Benzine,20.0,Manual,240.0,10th of Ramadan,10.0
Suzuki,Swift Dzire || Dzire,White,Benzine,2.0,Manual,380.0,Tagamo3 - New Cairo,2.0
Fiat,Shahin,Gold,Benzine,0.0,Manual,75.0,Cairo,16.0
Speranza,A516,White,Benzine,34.0,Manual,115.0,Alexandria,13.0
Kia,Xceed,Yellow,Benzine,1.0,Automatic,1150.0,Nasr city,1.0
Kia,Shuma,Silver,Benzine,14.0,Manual,185.0,Cairo,21.0
Kia,Sportage,White,Benzine,5.0,Automatic,1100.0,Al Shorouk,4.0
Chevrolet,Cruze,Black,Benzine,18.0,Automatic,390.0,Sharm el-Sheikh,8.0
Lada,2107,Silver,Benzine,10.0,Manual,42.0,Giza,14.0
Alfa Romeo,146,Black,Benzine,10.0,Manual,83.0,Tagamo3 - New Cairo,27.0
Kia,Sportage,Silver,Benzine,7.0,Automatic,950.0,Alexandria,6.0
Nissan,Sunny,Silver,Benzine,9.0,Automatic,370.0,Cairo,4.0
Daewoo,Nubira 2,Gold,Benzine,16.0,Manual,150.0,Cairo,24.0
Mitsubishi,Lancer Puma,Black,Benzine,20.0,Automatic,238.0,Quesna,17.0
Suzuki,Swift,Dark blue,Benzine,0.0,Manual,75.0,Luxor,28.0
Chevrolet,Captiva,Black,Benzine,2.0,Automatic,790.0,Dokki,2.0
Changan,CS 35,Silver,Benzine,9.0,Automatic,340.0,Cairo,7.0
Chevrolet,Optra,Dark red,Benzine,22.0,Automatic,273.0,Tagamo3 - New Cairo,11.0
Mercedes,E 200 AMG,Light grey,Benzine,1.0,Automatic,2700.0,6 October,6.0
Hyundai,I10,Silver,Benzine,1.0,Manual,350.0,Sharqia,9.0
Chevrolet,N300,Silver,Benzine,15.0,Manual,170.0,Warraq,7.0
Chevrolet,Optra,Cyan,Benzine,14.0,Automatic,257.0,Tagamo3 - New Cairo,13.0
Hyundai,Accent RB,Dark red,Benzine,16.0,Manual,270.0,Beheira,11.0
Kia,Cerato,Silver,Benzine,15.0,Automatic,500.0,Damanhur,8.0
Nissan,Qashqai,Silver,Benzine,10.0,Automatic,444.0,Minya Al Qamh,10.0
Byd,F3,Blue,Benzine,20.0,Manual,240.0,Cairo,5.0
Chevrolet,Optra,Dark red,Benzine,14.0,Automatic,333.0,El Haram,8.0
Hyundai,Elantra MD,Brown,Benzine,20.0,Automatic,495.0,Alexandria,7.0
Hyundai,Accent RB,Gray,Benzine,17.0,Automatic,340.0,Mohandessin,11.0
Toyota,Corolla,Red,Benzine,19.0,Manual,152.0,Giza,25.0
Renault,Kadjar,Light grey,Benzine,6.0,Automatic,835.0,Nasr city,4.0
Mitsubishi,Lancer EX Shark,Silver,Benzine,22.0,Automatic,395.0,Dokki,7.0
Toyota,Rush,Bronze,Benzine,42.0,Automatic,590.0,Damietta,4.0
Fiat,131,Blue,Benzine,0.0,Manual,45.0,Beheira,41.0
Kia,K3,Black,Benzine,20.0,Automatic,360.0,Cairo,13.0
Toyota,Corolla,Silver,Benzine,24.0,Automatic,340.0,Tagamo3 - New Cairo,15.0
Hyundai,Accent RB,Silver,Benzine,16.0,Automatic,310.0,Asyut,9.0
Opel,Vectra,Red,Benzine,35.0,Automatic,150.0,Cairo,26.0
Seat,Ateca,Black,Benzine,6.0,Automatic,1400.0,Tagamo3 - New Cairo,2.0
Nissan,Pick up,White,Natural Gas,35.0,Automatic,175.0,El Minya,9.0
Renault,Logan,Silver,Benzine,7.0,Automatic,280.0,El Wadi El Gedid,7.0
Volkswagen,Jetta,Petroleum,Benzine,6.0,Automatic,410.0,Port Said,15.0
Renault,Logan,Silver,Benzine,17.0,Automatic,280.0,Tagamo3 - New Cairo,7.0
Suzuki,Maruti,Red,Benzine,3.0,Manual,70.0,El Haram,14.0
Chery,Arrizo 5,Red,Benzine,8.0,Automatic,360.0,El Haram,2.0
Chevrolet,Optra,Dark red,Benzine,6.0,Automatic,460.0,Alexandria,2.0
Hyundai,Elantra,Eggplant,Benzine,16.0,Automatic,330.0,Cairo,15.0
Nissan,Sunny,Silver,Benzine,9.0,Automatic,360.0,Giza,5.0
Lada,Granta,Silver,Benzine,6.0,Automatic,205.0,Alexandria,6.0
Peugeot,308,Black,Benzine,16.0,Manual,245.0,Nasr city,12.0
Nissan,Sunny,Brown,Benzine,10.0,Automatic,310.0,Mohandessin,5.0
Chevrolet,Cruze,Light grey,Benzine,18.0,Automatic,330.0,Alexandria,10.0
Saipa,Pride,Dark blue,Benzine,6.0,Manual,150.0,Mohandessin,9.0
Renault,Megane,Black,Benzine,12.0,Automatic,640.0,Madinaty,3.0
Mitsubishi,Lancer Crystala,Dark green,Benzine,35.0,Automatic,125.0,Warraq,25.0
Fiat,128,White,Benzine,0.0,Manual,28.0,Badr City,34.0
Toyota,Corolla,Silver,Benzine,1.0,Automatic,910.0,Gharbia,2.0
Nissan,Sunny,Red,Benzine,5.0,Automatic,415.0,Sheraton,3.0
Jac,JS3,Mocha,Benzine,1.0,Automatic,500.0,Kafr el-Sheikh,1.0
Renault,Megane,White,Benzine,0.0,Automatic,1250.0,Alexandria,0.0
Suzuki,S Presso,Orange,Benzine,6.0,Manual,265.0,Alexandria,2.0
Hyundai,Getz,Silver,Benzine,21.0,Automatic,255.0,Alexandria,12.0
Speranza,A113,Silver,Benzine,7.0,Manual,110.0,Alexandria,12.0
Chevrolet,Optra,Silver,Benzine,22.0,Automatic,270.0,Cairo,15.0
Chevrolet,Aveo,Silver,Benzine,10.0,Manual,350.0,Shibin el Kom,10.0
Opel,Corsa,Silver,Benzine,20.0,Manual,130.0,Helwan,18.0
Kia,Carnival,Red,Benzine,17.0,Automatic,370.0,Imbaba,14.0
Kia,Rio,Silver,Benzine,11.0,Automatic,440.0,Cairo,8.0
Hyundai,Elantra CN7,Gray,Benzine,3.0,Automatic,820.0,Zagazig,1.0
Nissan,Sunny,Bronze,Benzine,16.0,Automatic,240.0,Giza,9.0
Hyundai,Verna,Gray,Benzine,6.0,Automatic,260.0,El Haram,8.0
Hummer,H 3,Black,Benzine,7.0,Automatic,900.0,Heliopolis,15.0
Fiat,Tipo,White,Benzine,2.0,Automatic,625.0,Madinaty,2.0
Nissan,Qashqai,Brown,Benzine,9.0,Automatic,630.0,Alexandria,6.0
Nissan,Sunny,Light grey,Benzine,5.0,Automatic,395.0,Nasr city,1.0
Mercedes,GLC 300,Black,Hybrid,2.0,Automatic,3500.0,Maadi,3.0
Jeep,Wrangler Unlimited,Green,Benzine,0.0,Automatic,65.0,Alexandria,39.0
BMW,318,Silver,Benzine,18.0,Automatic,450.0,Alexandria,13.0
Skoda,Fantasia,Black,Benzine,12.0,Automatic,450.0,Kafr el-Sheikh,13.0
Hyundai,Avante,Silver,Benzine,12.0,Automatic,300.0,Banha,19.0
Volkswagen,Golf 5,Silver,Benzine,19.0,Manual,220.0,Ismailia,17.0
Byd,F3,White,Benzine,5.0,Manual,140.0,Damietta,10.0
Volvo,XC60,Black,Benzine,13.0,Automatic,1150.0,6 October,7.0
Hyundai,Elantra MD,Silver,Benzine,10.0,Automatic,490.0,Tanta,8.0
Hyundai,Excel,Silver,Benzine,35.0,Manual,72.0,Ashmoun,29.0
Fiat,127,Red,Benzine,0.0,Manual,30.0,El Haram,30.0
Toyota,Corolla,Cyan,Benzine,30.0,Automatic,295.0,Khanka,17.0
Hyundai,Veloster,Black,Benzine,22.0,Automatic,370.0,Hurghada,11.0
Mini,Convertible,Blue,Benzine,15.0,Automatic,300.0,Al Shorouk,18.0
Daihatsu,Terios,Silver,Benzine,13.0,Automatic,350.0,Mansoura,13.0
Renault,Kadjar,Red,Benzine,14.0,Automatic,860.0,Tagamo3 - New Cairo,4.0
Chevrolet,Optra,Silver,Benzine,5.0,Automatic,210.0,El Minya,17.0
Skoda,Octavia A5,Silver,Benzine,18.0,Automatic,285.0,Ain Shams,16.0
Hyundai,Elantra,Silver,Benzine,17.0,Automatic,250.0,Cairo,17.0
DFSK,Glory,Silver,Benzine,9.0,Manual,350.0,Beheira,3.0
Kia,Rio,Silver,Benzine,10.0,Automatic,440.0,Alexandria,9.0
Fiat,Tipo,Red,Benzine,5.0,Automatic,400.0,Alexandria,3.0
Nissan,Sunny,Gold,Benzine,14.0,Automatic,330.0,Imbaba,3.0
Smart,Fortwo,Dark red,Benzine,0.0,Manual,62.0,Sadat City,25.0
Volkswagen,Passat,Bronze,Benzine,21.0,Automatic,390.0,Shobra,15.0
Toyota,Corolla,Silver,Benzine,5.0,Automatic,720.0,El Minya,4.0
Hyundai,Accent,Silver,Benzine,22.0,Automatic,258.0,Cairo,12.0
Speranza,Envy,Silver,Benzine,14.0,Manual,180.0,6 October,5.0
Nissan,Sunny,Dark red,Benzine,16.0,Automatic,260.0,Abu Hummus,5.0
Hyundai,IX 35,White,Benzine,15.0,Automatic,520.0,Faiyum,8.0
Kia,Picanto,Red,Benzine,12.0,Automatic,250.0,Gharbia,14.0
Fiat,128,Red,Benzine,20.0,Manual,21.0,Damietta,49.0
Toyota,Corolla,Cyan,Benzine,1.0,Automatic,900.0,Mokattam,2.0
Kia,Rio,Silver,Benzine,13.0,Automatic,420.0,Shibin el Kom,8.0
BMW,320,Gray,Benzine,0.0,Automatic,2450.0,Alexandria,0.0
Nissan,Sunny,Red,Benzine,4.0,Automatic,375.0,El Haram,2.0
Toyota,Corolla,Gray,Benzine,20.0,Manual,115.0,Sharm el-Sheikh,31.0
Kia,Shuma,Black,Benzine,27.0,Manual,125.0,Banha,24.0
Nissan,Qashqai,Dark red,Benzine,16.0,Automatic,650.0,Alexandria,7.0
Mitsubishi,Galant,Blue,Benzine,20.0,Manual,32.0,El Marg,44.0
Chevrolet,N300,Light grey,Benzine,8.0,Manual,210.0,Saft El Laban,9.0
Dodge,Durango,Black,Benzine,17.0,Automatic,1200.0,Tagamo3 - New Cairo,10.0
Hyundai,Elantra CN7,Black,Benzine,8.0,Automatic,650.0,El Haram,2.0
Toyota,Corona,Silver,Benzine,10.0,Automatic,450.0,Shibin el Kom,13.0
Suzuki,Alto,White,Benzine,6.0,Manual,225.0,Sohag,4.0
Mitsubishi,Lancer Crystala,Red,Benzine,25.0,Manual,160.0,Dyarb Negm,25.0
Mazda,929,Dark blue,Benzine,0.0,Manual,55.0,Cairo,38.0
Hyundai,Matrix,Silver,Benzine,25.0,Manual,245.0,Obour City,20.0
BMW,320,Black,Benzine,21.0,Automatic,785.0,Cairo,8.0
Hyundai,Matrix,Dark red,Benzine,17.0,Automatic,327.0,Damietta,14.0
Hyundai,Sonata,Black,Benzine,22.0,Automatic,180.0,Damietta,21.0
Mitsubishi,Lancer Puma,Silver,Benzine,18.0,Automatic,315.0,Tanta,15.0
Mazda,3  || Mazda 3,Black,Benzine,19.0,Automatic,300.0,Giza,15.0
Subaru,Impreza,Black,Benzine,27.0,Automatic,260.0,Alexandria,13.0
Hyundai,Avante,Silver,Benzine,9.0,Automatic,288.0,Asyut,18.0
Mitsubishi,Lancer Puma,White,Benzine,16.0,Automatic,340.0,Alexandria,9.0
Jeep,Liberty,Black,Benzine,32.0,Automatic,320.0,Gharbia,18.0
Peugeot,308,Silver,Benzine,8.0,Automatic,400.0,Tagamo3 - New Cairo,11.0
Daewoo,Matiz,Red,Benzine,18.0,Manual,70.0,El Qanater El Khayreya,23.0
Chevrolet,Optra,Black,Benzine,32.0,Automatic,230.0,Kafr el-Sheikh,15.0
Renault,Logan,Black,Benzine,20.0,Manual,220.0,Alexandria,7.0
Mercedes,320,Black,Benzine,24.0,Automatic,560.0,Alexandria,20.0
Fiat,Polonez,White,Benzine,0.0,Manual,15.0,Aswan,34.0
Seat,Leon,Dark red,Benzine,18.0,Automatic,350.0,Monufia,12.0
Renault,Scala,Champagne,Benzine,17.0,Automatic,210.0,Cairo,14.0
Chevrolet,Lanos,Light grey,Benzine,11.0,Manual,178.0,Qalyubia,8.0
Audi,A3,Black,Benzine,3.0,Automatic,1125.0,Cairo,3.0
BMW,316,Red,Benzine,20.0,Manual,150.0,Cairo,32.0
Jac,JS3,Silver,Benzine,1.0,Automatic,580.0,Cairo,1.0
Nissan,Qashqai,Dark red,Benzine,11.0,Automatic,710.0,Sheikh Zayed City,6.0
Chery,Arrizo 5,Red,Benzine,8.0,Automatic,335.0,Alexandria,3.0
Kia,Picanto,Silver,Benzine,8.0,Automatic,390.0,Cairo,8.0
Mitsubishi,Lancer EX Shark,Silver,Benzine,4.0,Automatic,430.0,El Haram,9.0
Jetour,X70,Cyan,Benzine,2.0,Automatic,880.0,Giza,1.0
Renault,Kadjar,Blue,Benzine,7.0,Automatic,750.0,Nasr city,5.0
Fiat,Punto,Green,Benzine,10.0,Manual,65.0,Banha,28.0
Fiat,Uno,Black,Benzine,17.0,Manual,84.0,6 October,17.0
Emgrand,EC 7,Black,Natural Gas,12.0,Manual,165.0,Badr City,9.0
Mercedes,E 180,Black,Benzine,11.0,Automatic,2000.0,Alexandria,7.0
Chery,Arrizo 5,Red,Benzine,2.0,Manual,380.0,Imbaba,0.0
Chevrolet,Captiva,Dark red,Benzine,13.0,Automatic,520.0,El Haram,12.0
Lada,Samara,Red,Benzine,20.0,Manual,85.0,Sheraton,30.0
Daewoo,Lanos 2,Green,Benzine,40.0,Manual,130.0,Ismailia,21.0
Seat,Toledo,Gold,Benzine,7.0,Automatic,630.0,Maadi,4.0
Speranza,A113,Red,Benzine,20.0,Manual,110.0,6 October,12.0
Geely,Emgrand 7,Light grey,Benzine,6.0,Manual,225.0,Giza,4.0
Kia,Spectra,Silver,Benzine,13.0,Manual,150.0,Ismailia,19.0
Volkswagen,Passat,Black,Benzine,2.0,Automatic,400.0,Cairo,16.0
Chevrolet,Cruze,Dark blue,Benzine,9.0,Automatic,430.0,Cairo,7.0
Peugeot,505,White,Benzine,30.0,Manual,165.0,Kafr el-Sheikh,32.0
Chevrolet,Cruze,Silver,Benzine,10.0,Automatic,300.0,Alexandria,8.0
Skoda,Fantasia,White,Benzine,17.0,Automatic,400.0,El Mahalla,12.0
Brilliance,FRV,Black,Benzine,8.0,Manual,195.0,Obour City,13.0
BMW,318,Black,Benzine,24.0,Automatic,535.0,Giza,13.0
Peugeot,408,Black,Benzine,16.0,Automatic,330.0,Cairo,11.0
BMW,323,Red,Benzine,30.0,Manual,150.0,Alexandria,32.0
Kia,Pride,Blue,Benzine,15.0,Manual,59.0,Cairo,24.0
Chery,Tiggo 3,Black,Benzine,15.0,Manual,245.0,Sharm el-Sheikh,12.0
Volkswagen,Polo,Red,Benzine,20.0,Manual,95.0,Mohandessin,24.0
Mercedes,E 300,Silver,Benzine,13.0,Automatic,1070.0,Tagamo3 - New Cairo,13.0
Speranza,A620,Silver,Benzine,16.0,Automatic,155.0,Shobra,16.0
Fiat,Tipo,White,Benzine,3.0,Automatic,620.0,Dakahlia,1.0
Renault,Logan,Blue,Benzine,9.0,Manual,258.0,Helwan,6.0
Mini,Countryman S,Black,Benzine,15.0,Automatic,700.0,6 October,10.0
Chery,Arrizo 5,Silver,Benzine,1.0,Manual,370.0,Cairo,1.0
Mazda,929,Red,Natural Gas,0.0,Manual,85.0,Zagazig,43.0
Peugeot,405,Green,Benzine,25.0,Manual,75.0,Ain Shams,26.0
Peugeot,307,Silver,Benzine,19.0,Automatic,170.0,Alexandria,16.0
Ford,Focus,Silver,Benzine,17.0,Automatic,335.0,6 October,14.0
Peugeot,3008,Beige,Benzine,12.0,Automatic,440.0,6 October,9.0
Chevrolet,Optra,Black,Benzine,21.0,Automatic,185.0,Damanhur,18.0
Peugeot,406,Gray,Benzine,15.0,Automatic,240.0,6 October,19.0
Ford,Fiesta,Blue,Benzine,0.0,Manual,60.0,Shobra,25.0
Toyota,Corolla,Silver,Benzine,34.0,Automatic,430.0,Kafr el-Sheikh,14.0
Kia,Carens,Black,Benzine,6.0,Automatic,610.0,Dakahlia,8.0
Renault,Duster,Black,Benzine,4.0,Automatic,640.0,Alexandria,3.0
Hyundai,H1,White,Natural Gas,18.0,Manual,350.0,Giza,9.0
Chevrolet,Lanos,White,Benzine,17.0,Manual,170.0,Dakahlia,14.0
Kia,Picanto,Mocha,Benzine,9.0,Automatic,325.0,Alexandria,11.0
Chevrolet,Lanos,Black,Benzine,12.0,Manual,157.0,Helwan,12.0
Chevrolet,Optra,Red,Benzine,17.0,Manual,190.0,El Senbellawein,15.0
Fiat,Tipo,Dark red,Benzine,6.0,Manual,400.0,Aswan,2.0
Kia,Cerato,White,Benzine,14.0,Automatic,430.0,Dikirnis,12.0
Hyundai,Tucson,Black,Benzine,17.0,Automatic,880.0,6 October,6.0
Toyota,Yaris,Red,Benzine,10.0,Automatic,480.0,El Mahalla,8.0
Skoda,Octavia A5,Silver,Benzine,13.0,Automatic,315.0,El Mahalla,16.0
Fiat,Tipo,Silver,Benzine,2.0,Automatic,620.0,Suez,2.0
Chery,Arrizo 5,Red,Benzine,5.0,Manual,350.0,Helwan,1.0
Nissan,Sunny,Bronze,Benzine,10.0,Automatic,420.0,Tanta,1.0
Toyota,Corolla,Black,Benzine,20.0,Automatic,325.0,Tanta,15.0
Mitsubishi,Lancer Crystala,Silver,Benzine,0.0,Manual,130.0,Ismailia,25.0
Mercedes,C 200 AMG,Black,Benzine,8.0,Automatic,2100.0,Tagamo3 - New Cairo,4.0
Hyundai,Elantra HD,Blue,Benzine,0.0,Automatic,650.0,El Haram,0.0
Canghe || Changhe,M50 || M 50,Silver,Natural Gas,20.0,Manual,220.0,Alexandria,3.0
Byd,F3,Black,Benzine,3.0,Manual,280.0,Warraq,3.0
Hyundai,Creta,Silver,Benzine,4.0,Automatic,800.0,Damietta,7.0
Byd,L3,Silver,Benzine,30.0,Automatic,200.0,Cairo,6.0
Hyundai,Verna,Silver,Benzine,9.0,Manual,330.0,Sohag,4.0
Fiat,Siena,Red,Benzine,2.0,Manual,70.0,10th of Ramadan,23.0
Fiat,Tipo,White,Benzine,6.0,Manual,470.0,Abu Qir,2.0
Opel,Vectra,Gray,Benzine,11.0,Automatic,255.0,Giza,15.0
Mercedes,C 180,Silver,Benzine,6.0,Automatic,1350.0,Nasr city,10.0
Byd,F3,Blue,Benzine,3.0,Automatic,400.0,6 October,1.0
Nissan,Sunny,Bronze,Benzine,7.0,Automatic,395.0,El Haram,3.0
Suzuki,Swift Dzire || Dzire,Black,Benzine,1.0,Automatic,510.0,Agamy,1.0
Hyundai,Verna,Brown,Benzine,12.0,Manual,215.0,Obour City,10.0
Mercedes,B 150,Cyan,Benzine,27.0,Automatic,350.0,Cairo,16.0
Lada,Granta,Blue,Benzine,14.0,Manual,220.0,Imbaba,3.0
Toyota,Corolla,White,Benzine,10.0,Automatic,590.0,Gharbia,7.0
Toyota,Corolla,Silver,Benzine,40.0,Automatic,135.0,Kafr el-Sheikh,30.0
Fiat,500 X,Red,Benzine,3.0,Automatic,800.0,Tagamo3 - New Cairo,4.0
Soueast,DX3,White,Benzine,5.0,Automatic,450.0,Cairo,2.0
Renault,Rainbow,Dark blue,Benzine,10.0,Manual,48.0,Kom Hamada,26.0
Volkswagen,Passat,Dark blue,Benzine,20.0,Automatic,400.0,Cairo,15.0
Peugeot,3008,Black,Benzine,6.0,Automatic,1100.0,Cairo,4.0
Hyundai,Accent,Blue,Natural Gas,19.0,Manual,175.0,Ismailia,15.0
Hyundai,H1,White,Benzine,50.0,Manual,130.0,6 October,16.0
Hyundai,Elantra MD,Silver,Benzine,12.0,Automatic,415.0,Giza,10.0
Toyota,Corolla,White,Benzine,11.0,Automatic,850.0,Mansoura,2.0
Chevrolet,Cruze,Silver,Benzine,15.0,Automatic,320.0,6 October,9.0
Suzuki,S Presso,Red,Benzine,0.0,Manual,300.0,Alexandria,1.0
Hyundai,Elantra HD,Silver,Benzine,4.0,Automatic,540.0,El Haram,2.0
Chery,Arrizo 5,Blue,Benzine,1.0,Automatic,400.0,Cairo,1.0
Ford,Kuga,Black,Benzine,16.0,Automatic,570.0,Tagamo3 - New Cairo,8.0
Toyota,Avensis,Black,Benzine,23.0,Manual,255.0,Sheikh Zayed City,17.0
MG,Rx5,Silver,Benzine,3.0,Automatic,880.0,6 October,3.0
Volkswagen,Parati,Gold,Benzine,27.0,Manual,145.0,Cairo,19.0
Brilliance,FRV,White,Benzine,23.0,Manual,130.0,El Haram,14.0
Daewoo,Nubira 2,Black,Benzine,30.0,Manual,133.0,Cairo,24.0
Skoda,Felicia combi,Green,Benzine,25.0,Manual,80.0,Cairo,23.0
Great Wall,Hover,Black,Benzine,18.0,Manual,310.0,Maadi,10.0
Lada,Niva,Red,Benzine,0.0,Manual,35.0,Faiyum,40.0
Peugeot,505,White,Benzine,18.0,Manual,130.0,Cairo,33.0
Jac,S2,Silver,Benzine,11.0,Automatic,285.0,Alexandria,6.0
Hyundai,Tucson,White,Benzine,7.0,Automatic,940.0,Beni Suef,4.0
Byd,F3,Gray,Benzine,8.0,Automatic,295.0,Cairo,2.0
Kia,Pride,White,Benzine,21.0,Automatic,80.0,Cairo,24.0
Kia,Cerato,Blue,Benzine,6.0,Automatic,695.0,Shobra,4.0
Kia,Sportage,Gray,Benzine,12.0,Automatic,750.0,6 October,9.0
Toyota,Rumion,White,Benzine,5.0,Automatic,850.0,Alexandria,1.0
Mitsubishi,Lancer EX Shark,Black,Benzine,16.0,Automatic,460.0,Obour City,8.0
Chery,Tiggo 4,White,Benzine,7.0,Automatic,550.0,Dakahlia,4.0
Hyundai,Elantra CN7,White,Benzine,3.0,Automatic,810.0,Beni Suef,2.0
Daewoo,Lanos,Dark blue,Benzine,16.0,Manual,148.0,Beheira,15.0
Toyota,Corolla,Dark red,Benzine,1.0,Automatic,850.0,Nasr city,3.0
Fiat,Punto,Champagne,Benzine,19.0,Manual,145.0,Cairo,12.0
Byd,F3,White,Benzine,35.0,Manual,165.0,Giza,8.0
Fiat,Punto,Silver,Benzine,18.0,Manual,130.0,El Salam City,19.0
Skoda,Superb,Silver,Benzine,9.0,Automatic,1400.0,Sheikh Zayed City,2.0
Mercedes,200,Orange,Benzine,0.0,Manual,120.0,Giza,40.0
Nissan,Sunny,Gold,Benzine,8.0,Automatic,94.0,El Haram,2.0
