Brand,Model,Fuel,Car Age,Trasmission,Kilometers Group,Gov,Price,grouping
Bestune,T55,Benzine,1.0,Automatic,0.0,Mohandessin,650.0,Bestune T55 Benzine Automatic 1.0 0.0
Bestune,T77 Pro,Benzine,1.0,Automatic,0.0,Cairo,805.0,Bestune T77 Pro Benzine Automatic 1.0 0.0
Bestune,T77 Pro,Benzine,1.0,Automatic,0.0,Nasr city,730.0,Bestune T77 Pro Benzine Automatic 1.0 0.0
Brilliance,FRV,Benzine,13.0,Manual,0.0,Ismailia,170.0,Brilliance FRV Benzine Manual 13.0 0.0
Brilliance,FRV,Benzine,13.0,Manual,5.0,El Qanater El Khayreya,125.0,Brilliance FRV Benzine Manual 13.0 5.0
Brilliance,FRV,Benzine,13.0,Manual,5.0,Obour City,195.0,Brilliance FRV Benzine Manual 13.0 5.0
Brilliance,FRV,Benzine,13.0,Manual,25.0,Kafr el-Sheikh,115.0,Brilliance FRV Benzine Manual 13.0 25.0
Brilliance,FRV,Benzine,14.0,Automatic,10.0,Cairo,230.0,Brilliance FRV Benzine Automatic 14.0 10.0
Brilliance,FRV,Benzine,14.0,Manual,20.0,El Haram,130.0,Brilliance FRV Benzine Manual 14.0 20.0
Brilliance,FRV,Benzine,14.0,Manual,20.0,Giza,135.0,Brilliance FRV Benzine Manual 14.0 20.0
Brilliance,FRV,Benzine,14.0,Manual,25.0,Luxor,150.0,Brilliance FRV Benzine Manual 14.0 25.0
Brilliance,FRV Cross,Benzine,8.0,Automatic,10.0,6 October,250.0,Brilliance FRV Cross Benzine Automatic 8.0 10.0
Brilliance,FRV Cross,Benzine,8.0,Automatic,20.0,Sheikh Zayed City,250.0,Brilliance FRV Cross Benzine Automatic 8.0 20.0
Brilliance,FRV Cross,Benzine,10.0,Manual,20.0,6 October,190.0,Brilliance FRV Cross Benzine Manual 10.0 20.0
Brilliance,FRV Cross,Benzine,10.0,Manual,20.0,Imbaba,145.0,Brilliance FRV Cross Benzine Manual 10.0 20.0
Brilliance,FRV Cross,Benzine,12.0,Manual,20.0,Helwan,180.0,Brilliance FRV Cross Benzine Manual 12.0 20.0
Brilliance,FRV Cross,Benzine,14.0,Manual,20.0,Maadi,195.0,Brilliance FRV Cross Benzine Manual 14.0 20.0
Brilliance,FSV,Benzine,10.0,Automatic,20.0,Imbaba,200.0,Brilliance FSV Benzine Automatic 10.0 20.0
Brilliance,FSV,Benzine,10.0,Automatic,35.0,Touhk,255.0,Brilliance FSV Benzine Automatic 10.0 35.0
Brilliance,FSV,Benzine,10.0,Manual,15.0,Maadi,160.0,Brilliance FSV Benzine Manual 10.0 15.0
Brilliance,FSV,Benzine,10.0,Manual,35.0,Safaga,250.0,Brilliance FSV Benzine Manual 10.0 35.0
Brilliance,FSV,Benzine,12.0,Automatic,10.0,6 October,175.0,Brilliance FSV Benzine Automatic 12.0 10.0
Brilliance,FSV,Benzine,12.0,Manual,0.0,El Haram,145.0,Brilliance FSV Benzine Manual 12.0 0.0
Brilliance,FSV,Benzine,12.0,Manual,5.0,Aswan,160.0,Brilliance FSV Benzine Manual 12.0 5.0
Brilliance,FSV,Benzine,12.0,Manual,10.0,Qena,140.0,Brilliance FSV Benzine Manual 12.0 10.0
Brilliance,FSV,Benzine,13.0,Manual,0.0,Giza,180.0,Brilliance FSV Benzine Manual 13.0 0.0
Brilliance,FSV,Benzine,13.0,Manual,10.0,Ismailia,190.0,Brilliance FSV Benzine Manual 13.0 10.0
Brilliance,FSV,Benzine,13.0,Manual,20.0,Heliopolis,159.0,Brilliance FSV Benzine Manual 13.0 20.0
Brilliance,Galena,Benzine,11.0,Automatic,0.0,Aswan,210.0,Brilliance Galena Benzine Automatic 11.0 0.0
Brilliance,Galena,Benzine,11.0,Automatic,5.0,Cairo,145.0,Brilliance Galena Benzine Automatic 11.0 5.0
Brilliance,Galena,Benzine,12.0,Automatic,10.0,Banha,160.0,Brilliance Galena Benzine Automatic 12.0 10.0
Brilliance,Galena,Benzine,12.0,Automatic,20.0,Mokattam,210.0,Brilliance Galena Benzine Automatic 12.0 20.0
Brilliance,Galena,Benzine,12.0,Automatic,30.0,Alexandria,165.0,Brilliance Galena Benzine Automatic 12.0 30.0
Brilliance,Galena,Benzine,13.0,Automatic,30.0,Tagamo3 - New Cairo,135.0,Brilliance Galena Benzine Automatic 13.0 30.0
Brilliance,Galena,Benzine,14.0,Automatic,0.0,Cairo,120.0,Brilliance Galena Benzine Automatic 14.0 0.0
Brilliance,Galena,Benzine,14.0,Automatic,20.0,El Salam City,200.0,Brilliance Galena Benzine Automatic 14.0 20.0
Brilliance,Galena,Benzine,15.0,Automatic,15.0,Cairo,140.0,Brilliance Galena Benzine Automatic 15.0 15.0
Brilliance,Galena,Benzine,15.0,Automatic,15.0,Mohandessin,155.0,Brilliance Galena Benzine Automatic 15.0 15.0
Brilliance,Galena,Benzine,15.0,Automatic,30.0,Giza,115.0,Brilliance Galena Benzine Automatic 15.0 30.0
Brilliance,Galena,Benzine,15.0,Automatic,30.0,Shobra,150.0,Brilliance Galena Benzine Automatic 15.0 30.0
Brilliance,Galena,Benzine,16.0,Automatic,10.0,Maadi,190.0,Brilliance Galena Benzine Automatic 16.0 10.0
Brilliance,Galena,Benzine,16.0,Automatic,20.0,Al Shorouk,180.0,Brilliance Galena Benzine Automatic 16.0 20.0
Brilliance,Galena,Benzine,16.0,Automatic,20.0,Alexandria,173.0,Brilliance Galena Benzine Automatic 16.0 20.0
Brilliance,Galena,Benzine,17.0,Automatic,30.0,Cairo,163.0,Brilliance Galena Benzine Automatic 17.0 30.0
Brilliance,Galena,Benzine,17.0,Automatic,30.0,Sheraton,170.0,Brilliance Galena Benzine Automatic 17.0 30.0
Brilliance,Galena,Natural Gas,12.0,Automatic,15.0,Sheikh Zayed City,145.0,Brilliance Galena Natural Gas Automatic 12.0 15.0
Brilliance,H530,Benzine,10.0,Automatic,10.0,Asyut,300.0,Brilliance H530 Benzine Automatic 10.0 10.0
Brilliance,Jinbei,Benzine,7.0,Manual,0.0,Tagamo3 - New Cairo,220.0,Brilliance Jinbei Benzine Manual 7.0 0.0
Brilliance,Jinbei,Benzine,9.0,Manual,0.0,Shobra,130.0,Brilliance Jinbei Benzine Manual 9.0 0.0
Brilliance,Jinbei,Benzine,9.0,Manual,5.0,Cairo,160.0,Brilliance Jinbei Benzine Manual 9.0 5.0
Brilliance,Jinbei,Benzine,9.0,Manual,10.0,Cairo,120.0,Brilliance Jinbei Benzine Manual 9.0 10.0
Brilliance,S30,Benzine,8.0,Manual,5.0,Cairo,255.0,Brilliance S30 Benzine Manual 8.0 5.0
Brilliance,S30,Benzine,8.0,Manual,5.0,El Haram,195.0,Brilliance S30 Benzine Manual 8.0 5.0
Brilliance,S30,Benzine,8.0,Manual,10.0,Giza,220.0,Brilliance S30 Benzine Manual 8.0 10.0
Brilliance,S30,Benzine,8.0,Manual,15.0,6 October,220.0,Brilliance S30 Benzine Manual 8.0 15.0
Brilliance,Splendor,Benzine,14.0,Manual,20.0,Agamy,110.0,Brilliance Splendor Benzine Manual 14.0 20.0
Brilliance,Splendor,Benzine,15.0,Manual,15.0,Cairo,140.0,Brilliance Splendor Benzine Manual 15.0 15.0
Brilliance,V3,Benzine,5.0,Automatic,0.0,El Haram,525.0,Brilliance V3 Benzine Automatic 5.0 0.0
Brilliance,V3,Benzine,5.0,Automatic,10.0,6 October,420.0,Brilliance V3 Benzine Automatic 5.0 10.0
Brilliance,V3,Benzine,5.0,Automatic,10.0,Cairo,350.0,Brilliance V3 Benzine Automatic 5.0 10.0
Brilliance,V3,Benzine,5.0,Automatic,10.0,Rosetta,370.0,Brilliance V3 Benzine Automatic 5.0 10.0
Brilliance,V3,Benzine,5.0,Automatic,10.0,Shobra,425.0,Brilliance V3 Benzine Automatic 5.0 10.0
Brilliance,V5,Benzine,4.0,Manual,0.0,Alexandria,455.0,Brilliance V5 Benzine Manual 4.0 0.0
Brilliance,V5,Benzine,4.0,Manual,0.0,Monufia,450.0,Brilliance V5 Benzine Manual 4.0 0.0
Brilliance,V5,Benzine,8.0,Automatic,0.0,Cairo,195.0,Brilliance V5 Benzine Automatic 8.0 0.0
Brilliance,V5,Benzine,8.0,Automatic,10.0,Warraq,360.0,Brilliance V5 Benzine Automatic 8.0 10.0
Brilliance,V5,Benzine,8.0,Automatic,15.0,El Haram,310.0,Brilliance V5 Benzine Automatic 8.0 15.0
Brilliance,V5,Benzine,8.0,Automatic,20.0,Madinaty,335.0,Brilliance V5 Benzine Automatic 8.0 20.0
Brilliance,V5,Benzine,8.0,Automatic,25.0,Tagamo3 - New Cairo,300.0,Brilliance V5 Benzine Automatic 8.0 25.0
Brilliance,V5,Benzine,8.0,Manual,5.0,Hurghada,300.0,Brilliance V5 Benzine Manual 8.0 5.0
Brilliance,V5,Benzine,9.0,Automatic,10.0,Giza,295.0,Brilliance V5 Benzine Automatic 9.0 10.0
Brilliance,V5,Benzine,9.0,Automatic,15.0,Shobra,320.0,Brilliance V5 Benzine Automatic 9.0 15.0
Brilliance,V5,Benzine,10.0,Automatic,15.0,6 October,350.0,Brilliance V5 Benzine Automatic 10.0 15.0
Brilliance,V5,Benzine,10.0,Automatic,15.0,Alexandria,320.0,Brilliance V5 Benzine Automatic 10.0 15.0
Brilliance,V5,Benzine,10.0,Automatic,15.0,Ashmoun,360.0,Brilliance V5 Benzine Automatic 10.0 15.0
Brilliance,V5,Benzine,10.0,Automatic,15.0,El Minya,290.0,Brilliance V5 Benzine Automatic 10.0 15.0
Brilliance,V5,Benzine,10.0,Automatic,20.0,Cairo,330.0,Brilliance V5 Benzine Automatic 10.0 20.0
Brilliance,V5,Benzine,10.0,Automatic,20.0,El Haram,315.0,Brilliance V5 Benzine Automatic 10.0 20.0
Brilliance,V5,Benzine,10.0,Automatic,20.0,Tagamo3 - New Cairo,450.0,Brilliance V5 Benzine Automatic 10.0 20.0
Brilliance,V5,Benzine,10.0,Automatic,30.0,6 October,300.0,Brilliance V5 Benzine Automatic 10.0 30.0
Brilliance,V5,Natural Gas,8.0,Automatic,15.0,Cairo,300.0,Brilliance V5 Natural Gas Automatic 8.0 15.0
Brilliance,V6,Benzine,2.0,Automatic,5.0,Maadi,650.0,Brilliance V6 Benzine Automatic 2.0 5.0
Brilliance,V6,Benzine,2.0,Automatic,10.0,10th of Ramadan,650.0,Brilliance V6 Benzine Automatic 2.0 10.0
Brilliance,V6,Benzine,3.0,Automatic,0.0,Tanta,665.0,Brilliance V6 Benzine Automatic 3.0 0.0
Brilliance,V6,Benzine,3.0,Automatic,5.0,Giza,650.0,Brilliance V6 Benzine Automatic 3.0 5.0
Brilliance,V6,Benzine,4.0,Automatic,5.0,Alexandria,550.0,Brilliance V6 Benzine Automatic 4.0 5.0
Brilliance,V6,Benzine,4.0,Automatic,5.0,Port Said,630.0,Brilliance V6 Benzine Automatic 4.0 5.0
Brilliance,V6,Benzine,4.0,Automatic,10.0,Giza,600.0,Brilliance V6 Benzine Automatic 4.0 10.0
Brilliance,V6,Benzine,4.0,Automatic,10.0,Ismailia,535.0,Brilliance V6 Benzine Automatic 4.0 10.0
Buick,Enclave,Benzine,30.0,Automatic,15.0,Mohandessin,90.0,Buick Enclave Benzine Automatic 30.0 15.0
Buick,Lucerne,Benzine,42.0,Automatic,0.0,Cairo,70.0,Buick Lucerne Benzine Automatic 42.0 0.0
Buick,Skylark,Benzine,43.0,Automatic,20.0,6 October,40.0,Buick Skylark Benzine Automatic 43.0 20.0
Buick,Skylark,Benzine,43.0,Automatic,30.0,Giza,45.0,Buick Skylark Benzine Automatic 43.0 30.0
Byd,F0,Benzine,10.0,Automatic,15.0,Helwan,145.0,Byd F0 Benzine Automatic 10.0 15.0
Byd,F0,Benzine,10.0,Manual,5.0,El Haram,160.0,Byd F0 Benzine Manual 10.0 5.0
Byd,F3,Benzine,0.0,Automatic,0.0,6 October,410.0,Byd F3 Benzine Automatic 0.0 0.0
Byd,F3,Benzine,0.0,Automatic,0.0,Cairo,355.0,Byd F3 Benzine Automatic 0.0 0.0
Byd,F3,Benzine,0.0,Automatic,0.0,El Haram,345.0,Byd F3 Benzine Automatic 0.0 0.0
Byd,F3,Benzine,0.0,Automatic,0.0,Nasr city,390.0,Byd F3 Benzine Automatic 0.0 0.0
Byd,F3,Benzine,0.0,Manual,0.0,6 October,325.0,Byd F3 Benzine Manual 0.0 0.0
Byd,F3,Benzine,0.0,Manual,0.0,Banha,180.0,Byd F3 Benzine Manual 0.0 0.0
Byd,F3,Benzine,0.0,Manual,0.0,Cairo,150.0,Byd F3 Benzine Manual 0.0 0.0
Byd,F3,Benzine,0.0,Manual,0.0,El Haram,340.0,Byd F3 Benzine Manual 0.0 0.0
Byd,F3,Benzine,0.0,Manual,0.0,Maadi,370.0,Byd F3 Benzine Manual 0.0 0.0
Byd,F3,Benzine,0.0,Manual,0.0,Nasr city,455.0,Byd F3 Benzine Manual 0.0 0.0
Byd,F3,Benzine,1.0,Automatic,0.0,6 October,400.0,Byd F3 Benzine Automatic 1.0 0.0
Byd,F3,Benzine,1.0,Automatic,0.0,Cairo,350.0,Byd F3 Benzine Automatic 1.0 0.0
Byd,F3,Benzine,1.0,Automatic,0.0,Giza,325.0,Byd F3 Benzine Automatic 1.0 0.0
Byd,F3,Benzine,1.0,Automatic,0.0,Obour City,210.0,Byd F3 Benzine Automatic 1.0 0.0
Byd,F3,Benzine,1.0,Automatic,0.0,Shobra,340.0,Byd F3 Benzine Automatic 1.0 0.0
Byd,F3,Benzine,1.0,Automatic,0.0,Tagamo3 - New Cairo,325.0,Byd F3 Benzine Automatic 1.0 0.0
Byd,F3,Benzine,1.0,Automatic,5.0,El Haram,365.0,Byd F3 Benzine Automatic 1.0 5.0
Byd,F3,Benzine,1.0,Automatic,5.0,El Salam City,320.0,Byd F3 Benzine Automatic 1.0 5.0
Byd,F3,Benzine,1.0,Automatic,5.0,Obour City,290.0,Byd F3 Benzine Automatic 1.0 5.0
Byd,F3,Benzine,1.0,Automatic,5.0,Saft El Laban,220.0,Byd F3 Benzine Automatic 1.0 5.0
Byd,F3,Benzine,1.0,Automatic,10.0,Maadi,290.0,Byd F3 Benzine Automatic 1.0 10.0
Byd,F3,Benzine,1.0,Manual,0.0,6 October,285.0,Byd F3 Benzine Manual 1.0 0.0
Byd,F3,Benzine,1.0,Manual,0.0,Cairo,290.0,Byd F3 Benzine Manual 1.0 0.0
Byd,F3,Benzine,1.0,Manual,0.0,Giza,320.0,Byd F3 Benzine Manual 1.0 0.0
Byd,F3,Benzine,1.0,Manual,0.0,Shobra,305.0,Byd F3 Benzine Manual 1.0 0.0
Byd,F3,Benzine,1.0,Manual,0.0,Warraq,300.0,Byd F3 Benzine Manual 1.0 0.0
Byd,F3,Benzine,1.0,Manual,5.0,Cairo,312.5,Byd F3 Benzine Manual 1.0 5.0
Byd,F3,Benzine,1.0,Manual,5.0,Dokki,320.0,Byd F3 Benzine Manual 1.0 5.0
Byd,F3,Benzine,2.0,Automatic,0.0,Imbaba,320.0,Byd F3 Benzine Automatic 2.0 0.0
Byd,F3,Benzine,2.0,Automatic,5.0,Cairo,295.0,Byd F3 Benzine Automatic 2.0 5.0
Byd,F3,Benzine,2.0,Automatic,5.0,Mohandessin,280.0,Byd F3 Benzine Automatic 2.0 5.0
Byd,F3,Benzine,2.0,Automatic,5.0,Shobra,310.0,Byd F3 Benzine Automatic 2.0 5.0
Byd,F3,Benzine,2.0,Manual,0.0,Cairo,270.0,Byd F3 Benzine Manual 2.0 0.0
Byd,F3,Benzine,2.0,Manual,0.0,El Salam City,285.0,Byd F3 Benzine Manual 2.0 0.0
Byd,F3,Benzine,2.0,Manual,0.0,Giza,237.5,Byd F3 Benzine Manual 2.0 0.0
Byd,F3,Benzine,2.0,Manual,0.0,Mohandessin,310.0,Byd F3 Benzine Manual 2.0 0.0
Byd,F3,Benzine,2.0,Manual,0.0,Obour City,300.0,Byd F3 Benzine Manual 2.0 0.0
Byd,F3,Benzine,2.0,Manual,0.0,Sheikh Zayed City,295.0,Byd F3 Benzine Manual 2.0 0.0
Byd,F3,Benzine,2.0,Manual,0.0,Warraq,275.0,Byd F3 Benzine Manual 2.0 0.0
Byd,F3,Benzine,2.0,Manual,5.0,6 October,295.0,Byd F3 Benzine Manual 2.0 5.0
Byd,F3,Benzine,2.0,Manual,5.0,Al Shorouk,285.0,Byd F3 Benzine Manual 2.0 5.0
Byd,F3,Benzine,2.0,Manual,5.0,Alexandria,260.0,Byd F3 Benzine Manual 2.0 5.0
Byd,F3,Benzine,2.0,Manual,5.0,Cairo,283.3333333333333,Byd F3 Benzine Manual 2.0 5.0
Byd,F3,Benzine,2.0,Manual,5.0,Dokki,285.0,Byd F3 Benzine Manual 2.0 5.0
Byd,F3,Benzine,2.0,Manual,5.0,El Haram,170.0,Byd F3 Benzine Manual 2.0 5.0
Byd,F3,Benzine,2.0,Manual,5.0,El Salam City,280.0,Byd F3 Benzine Manual 2.0 5.0
Byd,F3,Benzine,2.0,Manual,5.0,Faiyum,260.0,Byd F3 Benzine Manual 2.0 5.0
Byd,F3,Benzine,2.0,Manual,5.0,Helwan,270.0,Byd F3 Benzine Manual 2.0 5.0
Byd,F3,Benzine,2.0,Manual,5.0,Mohandessin,320.0,Byd F3 Benzine Manual 2.0 5.0
Byd,F3,Benzine,2.0,Manual,5.0,Mokattam,270.0,Byd F3 Benzine Manual 2.0 5.0
Byd,F3,Benzine,2.0,Manual,5.0,Nasr city,280.0,Byd F3 Benzine Manual 2.0 5.0
Byd,F3,Benzine,2.0,Manual,5.0,Shobra,245.0,Byd F3 Benzine Manual 2.0 5.0
Byd,F3,Benzine,2.0,Manual,5.0,Tagamo3 - New Cairo,292.5,Byd F3 Benzine Manual 2.0 5.0
Byd,F3,Benzine,2.0,Manual,10.0,6 October,310.0,Byd F3 Benzine Manual 2.0 10.0
Byd,F3,Benzine,2.0,Manual,10.0,Cairo,261.6666666666667,Byd F3 Benzine Manual 2.0 10.0
Byd,F3,Benzine,2.0,Manual,10.0,Giza,280.0,Byd F3 Benzine Manual 2.0 10.0
Byd,F3,Benzine,2.0,Manual,10.0,Helwan,270.0,Byd F3 Benzine Manual 2.0 10.0
Byd,F3,Benzine,2.0,Manual,10.0,Imbaba,280.0,Byd F3 Benzine Manual 2.0 10.0
Byd,F3,Benzine,2.0,Manual,10.0,Maadi,270.0,Byd F3 Benzine Manual 2.0 10.0
Byd,F3,Benzine,2.0,Manual,10.0,Sheikh Zayed City,275.0,Byd F3 Benzine Manual 2.0 10.0
Byd,F3,Benzine,2.0,Manual,10.0,Suez,260.0,Byd F3 Benzine Manual 2.0 10.0
Byd,F3,Benzine,2.0,Manual,15.0,Cairo,295.0,Byd F3 Benzine Manual 2.0 15.0
Byd,F3,Benzine,2.0,Manual,15.0,El Haram,275.0,Byd F3 Benzine Manual 2.0 15.0
Byd,F3,Benzine,2.0,Manual,15.0,Giza,285.0,Byd F3 Benzine Manual 2.0 15.0
Byd,F3,Benzine,2.0,Manual,15.0,Shobra,230.0,Byd F3 Benzine Manual 2.0 15.0
Byd,F3,Benzine,3.0,Automatic,5.0,Cairo,240.0,Byd F3 Benzine Automatic 3.0 5.0
Byd,F3,Benzine,3.0,Automatic,5.0,El Haram,250.0,Byd F3 Benzine Automatic 3.0 5.0
Byd,F3,Benzine,3.0,Manual,0.0,Cairo,233.5,Byd F3 Benzine Manual 3.0 0.0
Byd,F3,Benzine,3.0,Manual,0.0,Giza,250.0,Byd F3 Benzine Manual 3.0 0.0
Byd,F3,Benzine,3.0,Manual,0.0,Shobra,270.0,Byd F3 Benzine Manual 3.0 0.0
Byd,F3,Benzine,3.0,Manual,0.0,Warraq,280.0,Byd F3 Benzine Manual 3.0 0.0
Byd,F3,Benzine,3.0,Manual,5.0,Ain Shams,250.0,Byd F3 Benzine Manual 3.0 5.0
Byd,F3,Benzine,3.0,Manual,5.0,Cairo,260.0,Byd F3 Benzine Manual 3.0 5.0
Byd,F3,Benzine,3.0,Manual,5.0,El Haram,274.5,Byd F3 Benzine Manual 3.0 5.0
Byd,F3,Benzine,3.0,Manual,5.0,Tagamo3 - New Cairo,210.0,Byd F3 Benzine Manual 3.0 5.0
Byd,F3,Benzine,3.0,Manual,10.0,Al Shorouk,275.0,Byd F3 Benzine Manual 3.0 10.0
Byd,F3,Benzine,3.0,Manual,10.0,Badr City,285.0,Byd F3 Benzine Manual 3.0 10.0
Byd,F3,Benzine,3.0,Manual,10.0,Cairo,252.5,Byd F3 Benzine Manual 3.0 10.0
Byd,F3,Benzine,3.0,Manual,10.0,El Haram,270.0,Byd F3 Benzine Manual 3.0 10.0
Byd,F3,Benzine,3.0,Manual,10.0,Giza,290.0,Byd F3 Benzine Manual 3.0 10.0
Byd,F3,Benzine,3.0,Manual,10.0,Helwan,265.0,Byd F3 Benzine Manual 3.0 10.0
Byd,F3,Benzine,3.0,Manual,15.0,Ain Shams,200.0,Byd F3 Benzine Manual 3.0 15.0
Byd,F3,Benzine,3.0,Manual,15.0,Cairo,260.0,Byd F3 Benzine Manual 3.0 15.0
Byd,F3,Benzine,3.0,Manual,15.0,Heliopolis,250.0,Byd F3 Benzine Manual 3.0 15.0
Byd,F3,Benzine,3.0,Manual,20.0,Giza,250.0,Byd F3 Benzine Manual 3.0 20.0
Byd,F3,Benzine,4.0,Automatic,0.0,Helwan,230.0,Byd F3 Benzine Automatic 4.0 0.0
Byd,F3,Benzine,4.0,Automatic,5.0,Helwan,275.0,Byd F3 Benzine Automatic 4.0 5.0
Byd,F3,Benzine,4.0,Automatic,10.0,Cairo,225.0,Byd F3 Benzine Automatic 4.0 10.0
Byd,F3,Benzine,4.0,Automatic,15.0,Cairo,350.0,Byd F3 Benzine Automatic 4.0 15.0
Byd,F3,Benzine,4.0,Automatic,15.0,Nasr city,280.0,Byd F3 Benzine Automatic 4.0 15.0
Byd,F3,Benzine,4.0,Automatic,25.0,Saft El Laban,210.0,Byd F3 Benzine Automatic 4.0 25.0
Byd,F3,Benzine,4.0,Manual,0.0,Mohandessin,255.0,Byd F3 Benzine Manual 4.0 0.0
Byd,F3,Benzine,4.0,Manual,0.0,Shobra,217.0,Byd F3 Benzine Manual 4.0 0.0
Byd,F3,Benzine,4.0,Manual,5.0,Cairo,266.6666666666667,Byd F3 Benzine Manual 4.0 5.0
Byd,F3,Benzine,4.0,Manual,5.0,El Haram,245.5,Byd F3 Benzine Manual 4.0 5.0
Byd,F3,Benzine,4.0,Manual,5.0,El Salam City,245.0,Byd F3 Benzine Manual 4.0 5.0
Byd,F3,Benzine,4.0,Manual,5.0,Mohandessin,250.0,Byd F3 Benzine Manual 4.0 5.0
Byd,F3,Benzine,4.0,Manual,5.0,Nasr city,266.5,Byd F3 Benzine Manual 4.0 5.0
Byd,F3,Benzine,4.0,Manual,5.0,Shobra,230.0,Byd F3 Benzine Manual 4.0 5.0
Byd,F3,Benzine,4.0,Manual,5.0,Tagamo3 - New Cairo,275.0,Byd F3 Benzine Manual 4.0 5.0
Byd,F3,Benzine,4.0,Manual,10.0,6 October,287.5,Byd F3 Benzine Manual 4.0 10.0
Byd,F3,Benzine,4.0,Manual,10.0,Al Shorouk,260.0,Byd F3 Benzine Manual 4.0 10.0
Byd,F3,Benzine,4.0,Manual,10.0,Cairo,252.5,Byd F3 Benzine Manual 4.0 10.0
Byd,F3,Benzine,4.0,Manual,10.0,Dokki,190.0,Byd F3 Benzine Manual 4.0 10.0
Byd,F3,Benzine,4.0,Manual,10.0,El Haram,242.5,Byd F3 Benzine Manual 4.0 10.0
Byd,F3,Benzine,4.0,Manual,10.0,Mohandessin,125.0,Byd F3 Benzine Manual 4.0 10.0
Byd,F3,Benzine,4.0,Manual,15.0,Cairo,240.0,Byd F3 Benzine Manual 4.0 15.0
Byd,F3,Benzine,4.0,Manual,15.0,Faqous,225.0,Byd F3 Benzine Manual 4.0 15.0
Byd,F3,Benzine,4.0,Manual,15.0,Giza,200.0,Byd F3 Benzine Manual 4.0 15.0
Byd,F3,Benzine,4.0,Manual,15.0,Helwan,235.0,Byd F3 Benzine Manual 4.0 15.0
Byd,F3,Benzine,4.0,Manual,15.0,Maadi,300.0,Byd F3 Benzine Manual 4.0 15.0
Byd,F3,Benzine,4.0,Manual,20.0,Cairo,225.0,Byd F3 Benzine Manual 4.0 20.0
Byd,F3,Benzine,4.0,Manual,20.0,Giza,210.0,Byd F3 Benzine Manual 4.0 20.0
Byd,F3,Benzine,4.0,Manual,20.0,Heliopolis,230.0,Byd F3 Benzine Manual 4.0 20.0
Byd,F3,Benzine,4.0,Manual,20.0,Saft El Laban,220.0,Byd F3 Benzine Manual 4.0 20.0
Byd,F3,Benzine,4.0,Manual,25.0,Cairo,245.0,Byd F3 Benzine Manual 4.0 25.0
Byd,F3,Benzine,4.0,Manual,25.0,El Haram,290.0,Byd F3 Benzine Manual 4.0 25.0
Byd,F3,Benzine,4.0,Manual,25.0,El Salam City,245.0,Byd F3 Benzine Manual 4.0 25.0
Byd,F3,Benzine,4.0,Manual,30.0,Badr City,165.0,Byd F3 Benzine Manual 4.0 30.0
Byd,F3,Benzine,5.0,Automatic,15.0,El Marg,198.0,Byd F3 Benzine Automatic 5.0 15.0
Byd,F3,Benzine,5.0,Automatic,15.0,Giza,220.0,Byd F3 Benzine Automatic 5.0 15.0
Byd,F3,Benzine,5.0,Automatic,20.0,Qalyubia,220.0,Byd F3 Benzine Automatic 5.0 20.0
Byd,F3,Benzine,5.0,Automatic,40.0,10th of Ramadan,225.0,Byd F3 Benzine Automatic 5.0 40.0
Byd,F3,Benzine,5.0,Manual,0.0,Cairo,255.0,Byd F3 Benzine Manual 5.0 0.0
Byd,F3,Benzine,5.0,Manual,0.0,Dokki,200.0,Byd F3 Benzine Manual 5.0 0.0
Byd,F3,Benzine,5.0,Manual,0.0,Giza,215.0,Byd F3 Benzine Manual 5.0 0.0
Byd,F3,Benzine,5.0,Manual,5.0,El Haram,232.0,Byd F3 Benzine Manual 5.0 5.0
Byd,F3,Benzine,5.0,Manual,5.0,Maadi,240.0,Byd F3 Benzine Manual 5.0 5.0
Byd,F3,Benzine,5.0,Manual,5.0,Madinaty,235.0,Byd F3 Benzine Manual 5.0 5.0
Byd,F3,Benzine,5.0,Manual,5.0,Mokattam,270.0,Byd F3 Benzine Manual 5.0 5.0
Byd,F3,Benzine,5.0,Manual,5.0,Shobra,219.0,Byd F3 Benzine Manual 5.0 5.0
Byd,F3,Benzine,5.0,Manual,10.0,10th of Ramadan,220.0,Byd F3 Benzine Manual 5.0 10.0
Byd,F3,Benzine,5.0,Manual,10.0,Ain Shams,250.0,Byd F3 Benzine Manual 5.0 10.0
Byd,F3,Benzine,5.0,Manual,10.0,Al Shorouk,230.0,Byd F3 Benzine Manual 5.0 10.0
Byd,F3,Benzine,5.0,Manual,10.0,Alexandria,230.0,Byd F3 Benzine Manual 5.0 10.0
Byd,F3,Benzine,5.0,Manual,10.0,El Haram,210.0,Byd F3 Benzine Manual 5.0 10.0
Byd,F3,Benzine,5.0,Manual,10.0,Nasr city,190.0,Byd F3 Benzine Manual 5.0 10.0
Byd,F3,Benzine,5.0,Manual,15.0,Ain Shams,225.0,Byd F3 Benzine Manual 5.0 15.0
Byd,F3,Benzine,5.0,Manual,15.0,Alexandria,220.0,Byd F3 Benzine Manual 5.0 15.0
Byd,F3,Benzine,5.0,Manual,15.0,Cairo,195.0,Byd F3 Benzine Manual 5.0 15.0
Byd,F3,Benzine,5.0,Manual,15.0,Helwan,210.0,Byd F3 Benzine Manual 5.0 15.0
Byd,F3,Benzine,5.0,Manual,15.0,Nasr city,240.0,Byd F3 Benzine Manual 5.0 15.0
