Brand,Model,Body,Color,Fuel,Kilometers,Engine,Trasmission,Price,Gov,new,Car Age
Hyundai,Accent,Sedan,Gold,Benzine,15,1.2,Manual,62.0,Monufia,0,24
Hyundai,Accent,Sedan,Gray,Benzine,12,1.6,Manual,135.0,Cairo,0,12
Hyundai,Accent,Sedan,Black,Benzine,11,1.6,Automatic,220.0,Monufia,0,8
Hyundai,Accent,Sedan,Gold,Benzine,1,1.2,Manual,45.0,Ismailia,0,23
Hyundai,Accent,Sedan,Other Color,Benzine,15,1.2,Manual,80.0,Cairo,0,17
Hyundai,Accent,Sedan,Black,Benzine,1,1.6,Automatic,175.0,Giza,0,11
Hyundai,Accent,Sedan,Gold,Benzine,0,1.6,Manual,97.0,Dakahlia,0,16
Hyundai,Accent,Sedan,Gray,Benzine,0,1.6,Automatic,300.0,Cairo,0,1
Hyundai,Accent,Sedan,Red,Benzine,13,1.6,Manual,130.0,Giza,0,15
Hyundai,Accent,Sedan,Silver,Benzine,3,1.2,Manual,51.0,Cairo,0,24
Hyundai,Accent,Sedan,Gold,Benzine,12,1.6,Manual,129.0,Alexandria,0,12
Hyundai,Accent,Sedan,Silver,Benzine,10,1.6,Automatic,175.0,Giza,0,8
Hyundai,Accent,Sedan,Gold,Benzine,12,1.2,Manual,65.0,Dakahlia,0,24
Hyundai,Accent,Sedan,Burgundy,Benzine,10,1.6,Manual,135.0,Alexandria,0,12
Hyundai,Accent,Sedan,Silver,Benzine,15,1.2,Manual,70.0,Qena,0,18
Hyundai,Accent,Sedan,Silver,Benzine,13,1.2,Manual,72.0,Giza,0,24
Hyundai,Accent,Sedan,Black,Benzine,13,1.6,Manual,130.0,Cairo,0,12
Hyundai,Accent,Sedan,White,Benzine,12,1.5,Manual,58.0,Alexandria,0,23
Hyundai,Accent,Sedan,Gray,Benzine,14,1.5,Manual,60.0,Cairo,0,23
Hyundai,Accent,Sedan,Red,Benzine,2,1.5,Manual,55.0,Gharbia,0,24
Hyundai,Accent,Sedan,Black,Benzine,15,1.6,Manual,115.0,Qalyubia,0,13
Hyundai,Accent,Sedan,White,Benzine,13,1.2,Manual,60.0,Kafr al-Sheikh,0,17
Hyundai,Accent,Sedan,Silver,Benzine,15,1.6,Manual,117.0,Cairo,0,13
Hyundai,Accent,Sedan,White,Benzine,15,1.6,Automatic,180.0,Qalyubia,0,11
Hyundai,Accent,Sedan,Blue- Navy Blue,Benzine,0,1.2,Manual,45.0,Port Said,0,28
Hyundai,Accent,Sedan,White,Benzine,1,1.5,Automatic,66.0,Ismailia,0,24
Hyundai,Accent,Sedan,Blue- Navy Blue,Benzine,0,1.5,Manual,58.0,Dakahlia,0,25
Hyundai,Accent,Sedan,Red,Benzine,11,1.6,Manual,48.0,Ismailia,0,24
Hyundai,Accent,Sedan,Gold,Benzine,14,1.2,Manual,70.0,Sharqia,0,22
Hyundai,Accent,Sedan,Other Color,Benzine,12,1.6,Automatic,136.0,Giza,0,17
Hyundai,Accent,Sedan,Blue- Navy Blue,Benzine,14,1.6,Automatic,180.0,Giza,0,8
Hyundai,Accent,Sedan,Other Color,Benzine,0,1.2,Manual,85.0,Giza,0,24
Hyundai,Accent,Sedan,Blue- Navy Blue,Benzine,1,1.5,Automatic,148.0,Cairo,0,13
Hyundai,Accent,Sedan,Silver,Benzine,13,1.5,Manual,64.0,Cairo,0,21
Hyundai,Accent,Sedan,Gray,Benzine,11,1.2,Manual,75.0,Monufia,0,24
Hyundai,Accent,Sedan,Gray,Benzine,13,1.2,Manual,63.0,Cairo,0,22
Hyundai,Accent,Sedan,Other Color,Benzine,3,1.2,Manual,75.0,Suez,0,17
Hyundai,Accent,Sedan,Blue- Navy Blue,Benzine,9,1.6,Automatic,250.0,Cairo,0,4
Hyundai,Accent,Sedan,Silver,Benzine,0,1.6,Automatic,175.0,Qena,0,11
Hyundai,Accent,Sedan,Silver,Benzine,12,1.2,Manual,68.0,Gharbia,0,18
Hyundai,Accent,Sedan,Other Color,Benzine,14,1.5,Automatic,75.0,Cairo,0,21
Hyundai,Accent,Sedan,Blue- Navy Blue,Benzine,12,1.6,Manual,113.0,Alexandria,0,15
Hyundai,Accent,Sedan,Burgundy,Benzine,14,1.2,Manual,73.0,Damietta,0,17
Hyundai,Accent,Sedan,Silver,Benzine,2,1.2,Manual,80.0,Ismailia,0,17
Hyundai,Accent,Sedan,Silver,Benzine,2,1.2,Manual,75.0,Ismailia,0,17
Hyundai,Avante,Sedan,Silver,Benzine,1,1.6,Automatic,220.0,Beheira,0,11
Hyundai,I10,Hatchback,Silver,Benzine,0,1.2,Manual,120.0,Alexandria,0,13
Hyundai,Avante,Sedan,Silver,Benzine,11,1.6,Automatic,160.0,Gharbia,0,19
Hyundai,I10,Hatchback,Other Color,Benzine,6,1.2,Automatic,195.0,Red Sea,0,8
Hyundai,Avante,Sedan,Black,Benzine,1,1.6,Automatic,183.0,Sharqia,0,16
Hyundai,I10,Sedan,Other Color,Benzine,9,1.2,Automatic,175.0,Cairo,0,9
Hyundai,Avante,Sedan,Black,Benzine,2,1.6,Automatic,130.0,Minya,0,21
Hyundai,Avante,Sedan,Other Color,Benzine,11,1.6,Automatic,210.0,Gharbia,0,16
Hyundai,Avante,Sedan,Silver,Benzine,11,1.5,Automatic,145.0,Alexandria,0,20
Hyundai,Avante,Sedan,Silver,Benzine,8,1.6,Automatic,175.0,Sharqia,0,16
Hyundai,I10,Hatchback,Red,Benzine,8,1.2,Manual,135.0,Cairo,0,11
Hyundai,Avante,Sedan,White,Benzine,8,1.6,Automatic,220.0,Gharbia,0,12
Hyundai,I10,Hatchback,Other Color,Benzine,6,1.2,Manual,130.0,Giza,0,13
Hyundai,Avante,Sedan,Other Color,Benzine,15,1.6,Automatic,130.0,Sharqia,0,18
Hyundai,Avante,Sedan,Silver,Benzine,9,1.6,Automatic,190.0,Sharqia,0,11
Hyundai,Avante,Sedan,White,Benzine,11,1.5,Manual,100.0,Gharbia,0,22
Hyundai,Avante,Sedan,Silver,Benzine,1,1.6,Automatic,149.0,Monufia,0,14
Hyundai,Avante,Sedan,White,Benzine,0,1.6,Automatic,225.0,Sharqia,0,10
Hyundai,Avante,Sedan,Black,Benzine,13,1.6,Automatic,140.0,Sharqia,0,18
Hyundai,I10,Hatchback,Gray,Benzine,6,1.2,Manual,110.0,Cairo,0,12
Hyundai,Avante,Sedan,Gray,Benzine,8,1.6,Automatic,280.0,Ismailia,0,7
Hyundai,Avante,Sedan,White,Benzine,8,1.6,Automatic,215.0,Sharqia,0,12
Hyundai,I10,Hatchback,Red,Benzine,0,1.2,Automatic,185.0,Damietta,0,7
Hyundai,I10,Hatchback,Silver,Benzine,0,1.2,Manual,96.0,Giza,0,15
Hyundai,I10,Hatchback,Black,Benzine,10,1.6,Automatic,130.0,Beheira,0,13
Hyundai,I10,Hatchback,Gray,Benzine,5,1.2,Manual,128.0,Damietta,0,13
Hyundai,Avante,Sedan,Black,Benzine,8,1.6,Automatic,195.0,Sharqia,0,12
Hyundai,Avante,Sedan,White,Benzine,9,1.5,Automatic,195.0,Beheira,0,11
Hyundai,I10,Hatchback,Gold,Benzine,12,1.2,Manual,100.0,Alexandria,0,13
Hyundai,Avante,Sedan,Silver,Benzine,0,1.6,Automatic,155.0,Minya,0,19
Hyundai,Avante,Sedan,Blue- Navy Blue,Benzine,1,1.6,Automatic,4.4,Fayoum,0,2
Hyundai,Avante,Sedan,Silver,Benzine,14,1.6,Automatic,225.0,Cairo,0,16
Hyundai,I10,Hatchback,Gray,Benzine,9,1.2,Manual,125.0,Alexandria,0,11
Hyundai,Avante,Sedan,White,Benzine,7,1.6,Automatic,195.0,Sharqia,0,10
Hyundai,Avante,Sedan,Silver,Benzine,11,1.5,Automatic,155.0,Port Said,0,19
