Brand,Model,Body,Color,Fuel,Kilometers,Engine,Trasmission,Price,Gov,new,Car Age
Chevrolet,Optra,,Dark blue,Benzine,5,2.5,Automatic,460.0,Cairo,1,1
Hyundai,Elantra,,Black,Benzine,14,2.5,Automatic,450.0,Alexandria,1,8
Chevrolet,Cruze,,Black,Benzine,24,2.5,Automatic,330.0,Hurghada,1,13
Fiat,Punto,,Black,Benzine,17,2.5,Manual,130.0,Damietta,1,14
Hyundai,Creta,,White,Benzine,8,2.5,Automatic,670.0,Damietta,1,7
Chevrolet,Spark,,Red,Benzine,20,2.5,Manual,138.0,Ashmoun,1,11
Hyundai,Elantra HD,,Mocha,Benzine,4,2.5,Automatic,395.0,Saft El Laban,1,2
Chevrolet,T-Series,,Red,Natural Gas,0,2.5,Manual,310.0,Borg el arab,1,11
Hyundai,Elantra MD,,Silver,Benzine,13,2.5,Automatic,540.0,Giza,1,7
Fiat,Tipo,,Dark blue,Benzine,2,2.5,Automatic,650.0,Madinaty,1,1
Hyundai,IX 35,,Silver,Benzine,10,2.5,Automatic,670.0,Sheikh Zayed City,1,8
Fiat,128,,White,Benzine,8,2.5,Manual,50.0,Maadi,1,24
Fiat,Punto,,Dark green,Benzine,20,2.5,Manual,65.0,Abu Hummus,1,28
Chevrolet,Aveo,,Black,Benzine,20,2.5,Manual,175.0,Alexandria,1,17
Chevrolet,Lanos,,Gray,Benzine,13,2.5,Manual,198.0,Dyarb Negm,1,9
Hyundai,Verna,,Black,Natural Gas,3,2.5,Manual,170.0,El Haram,1,13
Fiat,Petra,,Green,Benzine,10,2.5,Manual,70.0,Beni Suef,1,19
Fiat,Punto,,Gray,Benzine,11,2.5,Manual,125.0,El Haram,1,20
Chevrolet,Cruze,,Black,Benzine,13,2.5,Automatic,400.0,Alexandria,1,7
Hyundai,Accent,,Dark blue,Benzine,21,2.5,Manual,120.0,Cairo,1,18
Fiat,128,,Blue,Benzine,0,2.5,Manual,26.0,Zagazig,1,45
Chevrolet,Optra,,Bronze,Benzine,25,2.5,Automatic,310.0,Sheikh Zayed City,1,5
Hyundai,Verna,,Light grey,Benzine,17,2.5,Automatic,250.0,Maadi,1,7
Fiat,Shahin,,White,Benzine,0,2.5,Manual,85.0,Beni Suef,1,21
Fiat,Tipo,,Light grey,Benzine,15,2.5,Automatic,500.0,Mokattam,1,2
Chevrolet,T-Series,,White,Natural Gas,0,2.5,Manual,580.0,Kafr el-Sheikh,1,1
Chevrolet,Optra,,Gray,Benzine,15,2.5,Automatic,405.0,Cairo,1,3
Hyundai,Elantra MD,,Gold,Benzine,5,2.5,Automatic,510.0,Zagazig,1,8
Fiat,Linea,,White,Benzine,19,2.5,Manual,235.0,Cairo,1,7
Hyundai,Excel,,Silver,Benzine,0,2.5,Manual,60.0,Cairo,1,30
Hyundai,Accent,,Purple,Benzine,15,2.5,Manual,135.0,Mansoura,1,24
Fiat,Tipo,,Light grey,Benzine,2,2.5,Automatic,650.0,Cairo,1,1
Hyundai,Avante,,White,Benzine,9,2.5,Automatic,410.0,10th of Ramadan,1,9
Fiat,Tipo,,Black,Benzine,6,2.5,Automatic,500.0,El Haram,1,3
Fiat,Tipo,,Silver,Benzine,1,2.5,Automatic,700.0,Damietta,1,2
Hyundai,Verna,,Dark blue,Benzine,20,2.5,Manual,160.0,Cairo,1,12
Hyundai,Accent RB,,Cyan,Natural Gas,18,2.5,Automatic,320.0,Shibin El Qanater,1,11
Hyundai,Elantra HD,,Light grey,Benzine,1,2.5,Automatic,630.0,Cairo,1,1
Chevrolet,Aveo,,Red,Benzine,8,2.5,Automatic,345.0,Nasr city,1,6
Hyundai,Tucson Turbo GDI || Tucson Turbo,,White,Benzine,1,2.5,Automatic,1500.0,Alexandria,1,1
Hyundai,Verna,,Silver,Benzine,17,2.5,Manual,201.0,Beni Suef,1,13
Fiat,Shahin,,Dark red,Benzine,0,2.5,Manual,60.0,Mansoura,1,28
Hyundai,Verna,,White,Benzine,15,2.5,Manual,125.0,Giza,1,11
Hyundai,Elantra HD,,Black,Benzine,11,2.5,Automatic,80.0,Cairo,1,6
Fiat,Siena,,Black,Benzine,23,2.5,Manual,60.0,Alexandria,1,22
Chevrolet,Optra,,Red,Benzine,17,2.5,Automatic,315.0,Cairo,1,6
Chevrolet,Optra,,Light grey,Benzine,3,2.5,Automatic,460.0,Nasr city,1,1
Fiat,Punto,,Black,Benzine,25,2.5,Manual,200.0,Cairo,1,13
Hyundai,Excel,,Dark red,Benzine,0,2.5,Manual,63.0,El Minya,1,29
Hyundai,Elantra AD,,Red,Benzine,10,2.5,Automatic,600.0,Sadat City,1,4
Chevrolet,Cruze,,Silver,Benzine,14,2.5,Automatic,220.0,Heliopolis,1,14
Fiat,Ritmo,,Brown,Benzine,0,2.5,Automatic,33.0,6 October,1,40
Fiat,128,,White,Benzine,0,2.5,Manual,25.0,Alexandria,1,35
Fiat,Tipo,,White,Benzine,2,2.5,Automatic,725.0,Tanta,1,1
Hyundai,I10,,Red,Benzine,7,2.5,Manual,275.0,Alexandria,1,12
Chevrolet,Aveo,,Silver,Benzine,16,2.5,Manual,150.0,Qalyubia,1,13
Chevrolet,Pickup,,Green,Benzine,0,2.5,Manual,120.0,Cairo,1,28
Chevrolet,Optra,,Light grey,Benzine,27,2.5,Automatic,260.0,Giza,1,13
Hyundai,Avante,,Silver,Benzine,19,2.5,Automatic,390.0,Shibin el Kom,1,16
Fiat,132,,Silver,Benzine,0,2.5,Manual,27.0,Tanta,1,47
Chevrolet,Lanos,,Red,Benzine,0,2.5,Manual,180.0,Kafr el-Sheikh,1,10
Hyundai,Elantra HD,,Gray,Benzine,14,2.5,Automatic,400.0,Shobra,1,4
Hyundai,Tucson,,Red,Benzine,6,2.5,Automatic,900.0,Maadi,1,4
Fiat,127,,Green,Benzine,0,2.5,Manual,35.0,Cairo,1,40
Fiat,128,,White,Benzine,0,2.5,Manual,27.0,Ashmoun,1,36
Hyundai,H1,,White,Benzine,18,2.5,Automatic,350.0,Giza,1,9
Chevrolet,Optra,,Silver,Benzine,1,2.5,Automatic,470.0,Al Shorouk,1,0
Chevrolet,Cruze,,Silver,Benzine,30,2.5,Automatic,250.0,Giza,1,13
Hyundai,Elantra CN7,,Dark green,Benzine,4,2.5,Automatic,730.0,Tanta,1,1
Chevrolet,Aveo,,Dark blue,Benzine,17,2.5,Automatic,300.0,Helwan,1,7
Hyundai,Elantra CN7,,Red,Benzine,1,2.5,Automatic,850.0,Kafr el-Sheikh,1,2
Fiat,Shahin,,Dark red,Benzine,14,2.5,Manual,55.0,Sohag,1,28
Hyundai,Matrix,,Silver,Benzine,19,2.5,Automatic,300.0,Kafr el-Sheikh,1,20
Hyundai,Elantra CN7,,Light grey,Benzine,4,2.5,Automatic,850.0,Heliopolis,1,2
Fiat,128,,White,Benzine,0,2.5,Manual,30.0,Kafr el-Sheikh,1,32
Chevrolet,Optra,,Silver,Benzine,12,2.5,Automatic,265.0,El Haram,1,8
Fiat,Tipo,,Gray,Benzine,2,2.5,Automatic,650.0,Tagamo3 - New Cairo,1,2
Chevrolet,Lanos,,Dark red,Benzine,6,2.5,Manual,135.0,Imbaba,1,5
Hyundai,Verna,,White,Benzine,40,2.5,Manual,145.0,El Haram,1,9
Chevrolet,Optra,,Petroleum,Benzine,7,2.5,Automatic,440.0,6 October,1,2
Fiat,128,,Beige,Benzine,0,2.5,Manual,38.0,Suez,1,41
Hyundai,Verna,,Bronze,Benzine,3,2.5,Automatic,350.0,El-Arish,1,8
Hyundai,Elantra MD,,Black,Benzine,11,2.5,Automatic,538.0,Obour City,1,7
Hyundai,Verna,,Red,Benzine,14,2.5,Manual,175.0,Beheira,1,13
Hyundai,Elantra HD,,Silver,Benzine,6,2.5,Automatic,430.0,Shibin El Qanater,1,3
Hyundai,Elantra MD,,Silver,Benzine,8,2.5,Automatic,325.0,Obour City,1,11
Chevrolet,Aveo,,Cyan,Benzine,15,2.5,Manual,155.0,Faiyum,1,14
Hyundai,Elantra HD,,Bronze,Benzine,6,2.5,Automatic,580.0,Giza,1,1
Hyundai,Verna,,Silver,Benzine,10,2.5,Manual,250.0,Cairo,1,13
Chevrolet,Cruze,,Light grey,Benzine,16,2.5,Automatic,325.0,Ashmoun,1,10
Fiat,Palio,,Silver,Benzine,14,2.5,Manual,90.0,Beni Suef,1,16
Hyundai,Elantra HD,,Light grey,Benzine,13,2.5,Automatic,395.0,Red Sea,1,6
Fiat,128,,White,Benzine,0,2.5,Manual,25.0,Beheira,1,42
Hyundai,IX 35,,Silver,Benzine,8,2.5,Automatic,710.0,Monufia,1,8
Hyundai,Accent HCI,,Silver,Benzine,7,2.5,Automatic,560.0,Dokki,1,2
Fiat,Argenta,,Gold,Benzine,0,2.5,Manual,40.0,Giza,1,39
Hyundai,Elantra MD,,Bronze,Benzine,9,2.5,Automatic,550.0,El Haram,1,7
Chevrolet,N-Series,,White,Natural Gas,0,2.5,Manual,255.0,Beni Suef,1,16
Hyundai,Elantra MD,,Black,Benzine,12,2.5,Automatic,480.0,Nasr city,1,7
Chevrolet,Cruze,,Silver,Benzine,18,2.5,Automatic,247.0,Faiyum,1,13
Hyundai,Verna,,Mocha,Benzine,12,2.5,Automatic,210.0,El Haram,1,11
Chevrolet,Aveo,,Light grey,Benzine,20,2.5,Automatic,250.0,Helwan,1,6
Chevrolet,Aveo,,Dark red,Benzine,10,2.5,Automatic,310.0,Heliopolis,1,5
Chevrolet,Optra,,Silver,Benzine,16,2.5,Manual,270.0,Sohag,1,13
Hyundai,Elantra MD,,Red,Benzine,0,2.5,Automatic,370.0,Shibin El Qanater,1,11
Fiat,Siena,,Black,Benzine,0,2.5,Manual,97.0,Nasr city,1,22
Hyundai,Excel,,Silver,Benzine,0,2.5,Manual,66.0,Cairo,1,29
Hyundai,Accent RB,,Cyan,Benzine,3,2.5,Automatic,450.0,Nasr city,1,12
Fiat,132,,Dark red,Benzine,0,2.5,Manual,30.0,El Salam City,1,46
Hyundai,Accent,,Dark green,Benzine,24,2.5,Manual,70.0,Tagamo3 - New Cairo,1,24
Chevrolet,Aveo,,Light grey,Benzine,10,2.5,Automatic,245.0,Asyut,1,10
Chevrolet,Pickup,,Blue,Benzine,0,2.5,Manual,85.0,El Haram,1,16
Hyundai,Elantra AD,,Beige,Benzine,16,2.5,Automatic,435.0,Helwan,1,4
Chevrolet,Pickup,,White,Natural Gas,2,2.5,Manual,580.0,Asyut,1,1
Fiat,Punto,,Silver,Benzine,2,2.5,Manual,90.0,Alexandria,1,20
Fiat,Shahin,,Red,Benzine,0,2.5,Manual,60.0,El Salam City,1,30
Fiat,Shahin,,Cyan,Benzine,0,2.5,Manual,58.0,Damanhur,1,30
Hyundai,Tucson,,White,Benzine,9,2.5,Automatic,915.0,Helwan,1,6
Hyundai,Verna,,White,Benzine,40,2.5,Manual,140.0,Cairo,1,12
Chevrolet,Aveo,,Light grey,Benzine,3,2.5,Manual,350.0,Cairo,1,9
Hyundai,Accent RB,,Gold,Benzine,8,2.5,Manual,275.0,Alexandria,1,12
Chevrolet,Optra,,Black,Benzine,31,2.5,Manual,170.0,Qena,1,16
Hyundai,Accent RB,,Silver,Benzine,19,2.5,Automatic,275.0,Alexandria,1,11
Fiat,Shahin,,White,Benzine,0,2.5,Manual,48.0,Helwan,1,24
Hyundai,Ioniq,,Silver,Electric,0,2.5,Automatic,1700.0,Alexandria,1,0
Hyundai,Verna,,Silver,Benzine,25,2.5,Manual,160.0,Asyut,1,15
Fiat,127,,Dark blue,Benzine,9,2.5,Manual,32.0,Kafr El Zayat,1,39
Chevrolet,N300,,Silver,Benzine,21,2.5,Manual,185.0,Giza,1,8
Hyundai,Verna,,White,Benzine,7,2.5,Manual,95.0,Giza,1,16
Hyundai,Elantra,,Petroleum,Benzine,25,2.5,Automatic,180.0,Dikirnis,1,16
Chevrolet,Malibu,,Gray,Benzine,3,2.5,Automatic,1050.0,Giza,1,2
Hyundai,Elantra CN7,,Silver,Benzine,8,2.5,Automatic,650.0,Tanta,1,2
Chevrolet,Aveo,,Cyan,Benzine,15,2.5,Manual,160.0,Aswan,1,15
Fiat,Shahin,,Silver,Benzine,7,2.5,Manual,72.0,Cairo,1,15
Fiat,Shahin,,Red,Benzine,0,2.5,Manual,65.0,El Haram,1,26
Hyundai,Accent RB,,Black,Benzine,8,2.5,Automatic,510.0,Shibin el Kom,1,4
Chevrolet,Lanos,,Light grey,Benzine,18,2.5,Manual,225.0,Alexandria,1,7
Chevrolet,Lanos,,Silver,Benzine,11,2.5,Manual,235.0,Maadi,1,6
Fiat,Petra,,Silver,Benzine,0,2.5,Manual,96.0,Obour City,1,19
Hyundai,Atos,,Green,Benzine,17,2.5,Manual,75.0,Mokattam,1,25
Hyundai,Elantra HD,,Light grey,Benzine,13,2.5,Automatic,550.0,Alexandria,1,2
Hyundai,Verna,,Black,Benzine,15,2.5,Manual,200.0,Mokattam,1,11
Chevrolet,Optra,,Black,Natural Gas,26,2.5,Manual,180.0,Alexandria,1,17
Chevrolet,Optra,,Cyan,Benzine,18,2.5,Automatic,260.0,Cairo,1,12
Chevrolet,Captiva,,Red,Benzine,8,2.5,Automatic,715.0,6 October,1,2
Fiat,Shahin,,White,Benzine,15,2.5,Manual,65.0,El Salam City,1,14
Fiat,Siena,,Silver,Benzine,20,2.5,Manual,70.0,Cairo,1,21
Chevrolet,Optra,,Silver,Benzine,9,2.5,Automatic,400.0,Cairo,1,2
Fiat,128,,White,Benzine,0,2.5,Manual,23.0,6 October,1,44
Fiat,131,,Green,Benzine,0,2.5,Manual,30.0,Dakahlia,1,42
Fiat,Tempra,,Cyan,Benzine,21,2.5,Manual,65.0,Cairo,1,26
Chevrolet,Optra,,Gold,Benzine,17,2.5,Manual,210.0,Cairo,1,15
Chevrolet,Optra,,Black,Benzine,13,2.5,Automatic,300.0,Sohag,1,4
Fiat,Florida,,White,Benzine,0,2.5,Manual,60.0,Alexandria,1,18
Fiat,Shahin,,Dark red,Benzine,0,2.5,Manual,50.0,Asyut,1,27
Hyundai,Excel,,Black,Benzine,15,2.5,Manual,60.0,Qalyub,1,26
Chevrolet,Cruze,,Black,Benzine,12,2.5,Automatic,260.0,Nasr city,1,13
Hyundai,Accent,,Silver,Benzine,17,2.5,Manual,90.0,Shobra,1,17
Chevrolet,T-Series,,Red,Natural Gas,3,2.5,Manual,580.0,El Bagour,1,1
Fiat,Shahin,,White,Benzine,0,2.5,Manual,22.0,Ain Shams,1,28
Fiat,Regata,,Gold,Benzine,0,2.5,Manual,45.0,El Marg,1,38
Hyundai,Getz,,Silver,Benzine,11,2.5,Automatic,280.0,Tagamo3 - New Cairo,1,14
Fiat,128,,Red,Benzine,0,2.5,Manual,30.0,6 October,1,46
Fiat,131,,Silver,Benzine,0,2.5,Manual,48.0,Ain Shams,1,39
Chevrolet,Optra,,Light grey,Benzine,13,2.5,Automatic,270.0,Sadat City,1,12
Hyundai,Verna,,White,Benzine,9,2.5,Manual,165.0,Cairo,1,10
Fiat,128,,White,Benzine,20,2.5,Manual,45.0,Touhk,1,24
Fiat,131,,Cyan,Benzine,30,2.5,Manual,45.0,6 October,1,45
Hyundai,Accent HCI,,Silver,Benzine,8,2.5,Automatic,485.0,Alexandria,1,3
Hyundai,Accent HCI,,Red,Benzine,10,2.5,Automatic,400.0,Mohandessin,1,3
Hyundai,Matrix,,Cyan,Benzine,7,2.5,Automatic,327.0,Alexandria,1,13
Chevrolet,Captiva,,Brown,Benzine,3,2.5,Automatic,785.0,Alexandria,1,2
Hyundai,Elantra MD,,Red,Benzine,19,2.5,Automatic,450.0,Quesna,1,8
Fiat,Siena,,Red,Benzine,0,2.5,Manual,90.0,Obour City,1,22
Chevrolet,Lanos,,Blue,Benzine,8,2.5,Automatic,220.0,Nasr city,1,6
Hyundai,Accent,,Green,Benzine,20,2.5,Manual,110.0,Cairo,1,24
Chevrolet,Optra,,Gold,Benzine,2,2.5,Automatic,440.0,Ismailia,1,1
Chevrolet,Aveo,,Black,Benzine,19,2.5,Automatic,170.0,Giza,1,10
Chevrolet,Optra,,Blue,Natural Gas,2,2.5,Automatic,500.0,Obour City,1,0
Chevrolet,N300,,Red,Benzine,7,2.5,Manual,290.0,Quesna,1,2
Hyundai,Accent,,Blue,Benzine,29,2.5,Manual,102.0,El Qanater El Khayreya,1,28
Chevrolet,Optra,,Gray,Benzine,13,2.5,Automatic,420.0,Sharqia,1,2
Hyundai,Elantra,,Black,Benzine,29,2.5,Automatic,235.0,Ismailia,1,21
Fiat,Tipo,,Light grey,Benzine,3,2.5,Automatic,650.0,Cairo,1,1
Hyundai,Elantra CN7,,Blue,Benzine,1,2.5,Automatic,890.0,Giza,1,2
Chevrolet,Cruze,,Light grey,Benzine,18,2.5,Automatic,280.0,Minya Al Qamh,1,12
Chevrolet,Lanos,,Dark red,Benzine,12,2.5,Manual,190.0,Ras Gharib,1,9
Hyundai,Tucson Turbo GDI || Tucson Turbo,,White,Benzine,4,2.5,Automatic,1350.0,Cairo,1,1
Chevrolet,Aveo,,Silver,Benzine,10,2.5,Manual,230.0,Sohag,1,11
Chevrolet,Optra,,Black,Benzine,14,2.5,Manual,230.0,Gharbia,1,15
Fiat,128,,White,Benzine,9,2.5,Manual,35.0,Sadat City,1,35
Hyundai,Elantra HD,,Silver,Benzine,7,2.5,Automatic,650.0,El-Arish,1,5
Chevrolet,Lanos,,Red,Benzine,3,2.5,Manual,210.0,Mit Ghamr,1,10
Fiat,128,,Silver,Benzine,10,2.5,Manual,20.0,6 October,1,43
Hyundai,Atos,,Red,Benzine,17,2.5,Manual,150.0,Giza,1,14
Fiat,Ritmo,,Blue,Benzine,30,2.5,Manual,27.0,6 October,1,40
Hyundai,Accent RB,,Bronze,Benzine,42,2.5,Automatic,330.0,Asyut,1,8
Fiat,Marea,,Silver,Benzine,0,2.5,Manual,120.0,Obour City,1,21
Fiat,Punto,,Silver,Benzine,21,2.5,Manual,195.0,Tanta,1,13
Hyundai,Tucson,,Black,Benzine,12,2.5,Automatic,780.0,Giza,1,4
Hyundai,Verna,,White,Natural Gas,35,2.5,Manual,130.0,El Salam City,1,8
Chevrolet,Optra,,Black,Benzine,22,2.5,Automatic,240.0,Obour City,1,15
Chevrolet,Optra,,Dark red,Benzine,14,2.5,Manual,220.0,Cairo,1,12
Hyundai,Verna,,White,Benzine,40,2.5,Manual,220.0,Ismailia,1,8
Hyundai,Avante,,White,Benzine,1,2.5,Automatic,500.0,Kafr Shukr,1,5
Hyundai,Avante,,Silver,Benzine,20,2.5,Manual,155.0,Beheira,1,17
Hyundai,Grand Santa Fe,,Silver,Benzine,20,2.5,Automatic,650.0,Giza,1,13
Chevrolet,Aveo,,Dark red,Benzine,11,2.5,Automatic,220.0,Nasr city,1,11
Fiat,Dogan,,White,Benzine,0,2.5,Manual,50.0,Giza,1,31
Chevrolet,Optra,,Blue,Natural Gas,10,2.5,Manual,170.0,Cairo,1,15
Hyundai,Elantra HD,,Red,Benzine,0,2.5,Automatic,625.0,Cairo,1,0
Fiat,Tipo,,Green,Benzine,1,2.5,Automatic,830.0,Cairo,1,1
Chevrolet,N300,,White,Benzine,0,2.5,Manual,250.0,Faiyum,1,3
Chevrolet,Optra,,Silver,Benzine,0,2.5,Automatic,495.0,Heliopolis,1,0
Chevrolet,Optra,,Dark red,Benzine,4,2.5,Automatic,450.0,Alexandria,1,1
Fiat,Tipo,,Dark blue,Benzine,10,2.5,Automatic,550.0,Cairo,1,3
Chevrolet,Optra,,Dark red,Natural Gas,36,2.5,Manual,215.0,Qalyubia,1,13
Fiat,Regata,,Blue,Benzine,0,2.5,Manual,42.0,Banha,1,34
Chevrolet,Cruze,,Gray,Benzine,23,2.5,Manual,400.0,Hurghada,1,13
Chevrolet,Aveo,,Silver,Benzine,27,2.5,Manual,200.0,El Senbellawein,1,12
Hyundai,Elantra CN7,,Blue,Benzine,5,2.5,Automatic,780.0,Nasr city,1,2
Fiat,500,,Black,Benzine,3,2.5,Automatic,570.0,Nasr city,1,3
Hyundai,Creta,,White,Benzine,5,2.5,Automatic,650.0,Shibin el Kom,1,7
Hyundai,Verna,,Black,Benzine,20,2.5,Manual,195.0,Dokki,1,14
Chevrolet,Cruze,,Gray,Benzine,15,2.5,Automatic,240.0,Al Shorouk,1,13
Hyundai,Avante,,Silver,Benzine,8,2.5,Automatic,0.0,Faiyum,1,11
Fiat,Tipo,,Dark blue,Benzine,5,2.5,Automatic,580.0,Tagamo3 - New Cairo,1,2
Hyundai,Tiburon,,Silver,Benzine,4,2.5,Manual,230.0,Al Shorouk,1,18
Chevrolet,Captiva,,Red,Benzine,4,2.5,Automatic,800.0,Giza,1,3
Fiat,Florida,,White,Benzine,15,2.5,Manual,47.0,6 October,1,15
Hyundai,Elantra CN7,,Black,Benzine,3,2.5,Automatic,800.0,Giza,1,1
Chevrolet,Lanos,,Black,Benzine,9,2.5,Automatic,240.0,Alexandria,1,4
Chevrolet,Cruze,,Black,Benzine,16,2.5,Automatic,300.0,Alexandria,1,8
Fiat,127,,Beige,Benzine,0,2.5,Manual,25.0,Damanhur,1,36
Chevrolet,N300,,Red,Benzine,5,2.5,Manual,295.0,Tagamo3 - New Cairo,1,2
Hyundai,Accent RB,,Red,Benzine,6,2.5,Automatic,550.0,Heliopolis,1,4
Hyundai,Elantra HD,,Red,Benzine,8,2.5,Automatic,310.0,Heliopolis,1,2
Fiat,Siena,,Silver,Benzine,19,2.5,Manual,70.0,Beni Suef,1,22
Hyundai,Verna,,Black,Benzine,20,2.5,Manual,140.0,Agamy,1,16
Hyundai,Veloster,,Silver,Benzine,16,2.5,Automatic,295.0,Mohandessin,1,11
Hyundai,Accent RB,,Silver,Benzine,12,2.5,Automatic,289.0,El Haram,1,11
Chevrolet,Optra,,Dark blue,Benzine,2,2.5,Automatic,359.0,El Haram,1,3
Hyundai,Solaris,,Red,Benzine,17,2.5,Automatic,315.0,Ismailia,1,7
Hyundai,Elantra AD,,Red,Benzine,10,2.5,Automatic,630.0,Cairo,1,3
Fiat,Shahin,,White,Benzine,0,2.5,Manual,50.0,Alexandria,1,27
Fiat,Shahin,,Red,Benzine,0,2.5,Manual,60.0,Gharbia,1,25
Fiat,Tipo,,Brown,Benzine,5,2.5,Manual,340.0,6 October,1,3
Hyundai,Avante,,White,Benzine,17,2.5,Automatic,250.0,Borg el arab,1,18
Hyundai,Elantra MD,,Blue,Benzine,8,2.5,Automatic,680.0,Shibin el Kom,1,4
Fiat,Tempra,,Black,Benzine,19,2.5,Manual,65.0,6 October,1,25
Hyundai,Elantra CN7,,Gray,Benzine,0,2.5,Automatic,880.0,Tagamo3 - New Cairo,1,1
Chevrolet,Lanos,,Red,Benzine,12,2.5,Manual,180.0,Nasr city,1,12
Hyundai,Elantra Coupe,,Black,Benzine,16,2.5,Manual,235.0,Tagamo3 - New Cairo,1,18
Hyundai,IX 35,,Black,Benzine,11,2.5,Automatic,680.0,El Haram,1,8
Fiat,128,,Blue,Benzine,0,2.5,Manual,25.0,El Mahalla,1,36
Hyundai,Accent,,Gold,Benzine,18,2.5,Manual,170.0,Suez,1,16
Chevrolet,Cruze,,Black,Benzine,37,2.5,Automatic,235.0,Cairo,1,13
Fiat,500 X,,Blue,Benzine,7,2.5,Automatic,820.0,Tanta,1,2
Chevrolet,Cruze,,Silver,Benzine,24,2.5,Automatic,330.0,Cairo,1,7
Fiat,127,,Blue,Benzine,0,2.5,Manual,25.0,Alexandria,1,40
Hyundai,Elantra AD,,Black,Benzine,7,2.5,Automatic,499.0,Shobra,1,4
Hyundai,Elantra HD,,Mocha,Benzine,9,2.5,Automatic,359.0,El Haram,1,6
Hyundai,Elantra HD,,Gray,Benzine,6,2.5,Automatic,449.0,El Haram,1,4
Hyundai,Avante,,Red,Benzine,30,2.5,Automatic,250.0,Port Said,1,18
Hyundai,Avante,,Red,Benzine,25,2.5,Automatic,300.0,Gharbia,1,20
Chevrolet,Cruze,,Black,Benzine,13,2.5,Automatic,300.0,6 October,1,7
Fiat,Tipo,,Black,Benzine,3,2.5,Automatic,640.0,Alexandria,1,2
Hyundai,Tucson,,Dark blue,Benzine,3,2.5,Automatic,1430.0,El Haram,1,2
Fiat,Ritmo,,Gray,Benzine,0,2.5,Manual,29.0,Shobra,1,44
Chevrolet,Optra,,Dark red,Benzine,20,2.5,Automatic,330.0,Warraq,1,3
Hyundai,Elantra,,Silver,Benzine,17,2.5,Automatic,325.0,Nasr city,1,16
Hyundai,Viva,,Cyan,Benzine,23,2.5,Manual,160.0,Alexandria,1,15
Hyundai,Verna,,Silver,Benzine,5,2.5,Manual,243.0,Heliopolis,1,10
Fiat,Tempra,,Gray,Benzine,30,2.5,Manual,65.0,Cairo,1,27
Chevrolet,Optra,,Black,Benzine,21,2.5,Automatic,185.0,Asyut,1,17
Hyundai,Excel,,Green,Benzine,28,2.5,Manual,75.0,Sohag,1,28
Chevrolet,Optra,,Silver,Benzine,14,2.5,Automatic,233.0,Obour City,1,9
Hyundai,Elantra AD,,Light grey,Benzine,5,2.5,Automatic,690.0,Port Said,1,6
Chevrolet,Aveo,,Red,Benzine,21,2.5,Manual,220.0,Cairo,1,12
Fiat,Shahin,,Red,Benzine,0,2.5,Manual,59.0,Zagazig,1,25
Hyundai,Elantra CN7,,Black,Benzine,0,2.5,Automatic,800.0,Qena,1,2
Chevrolet,N-Series,,White,Benzine,0,2.5,Automatic,360.0,El Marg,1,7
Chevrolet,T-Series,,White,Natural Gas,5,2.5,Manual,105.0,Cairo,1,32
Chevrolet,Optra,,Red,Benzine,13,2.5,Automatic,265.0,Alexandria,1,10
Chevrolet,Optra,,White,Benzine,15,2.5,Automatic,290.0,Alexandria,1,9
Hyundai,Elantra AD,,White,Benzine,8,2.5,Automatic,640.0,Sheikh Zayed City,1,4
Hyundai,Verna,,Dark red,Benzine,4,2.5,Automatic,243.0,Sharqia,1,8
Chevrolet,N300,,Silver,Benzine,2,2.5,Manual,240.0,Shobra,1,2
Fiat,128,,Red,Benzine,0,2.5,Manual,26.0,Mansoura,1,44
Hyundai,Elantra HD,,Silver,Benzine,5,2.5,Automatic,550.0,Cairo,1,2
Fiat,127,,Petroleum,Benzine,0,2.5,Automatic,20.0,10th of Ramadan,1,38
Chevrolet,Aveo,,Dark red,Benzine,10,2.5,Automatic,360.0,El Haram,1,3
Chevrolet,Cruze,,Brown,Benzine,14,2.5,Automatic,315.0,El Haram,1,9
Fiat,128,,Blue,Benzine,0,2.5,Manual,30.0,Sheraton,1,37
Fiat,Tipo,,Petroleum,Benzine,3,2.5,Automatic,580.0,Heliopolis,1,1
Hyundai,I10,,Yellow,Benzine,3,2.5,Manual,215.0,Cairo,1,15
Fiat,128,,Red,Benzine,0,2.5,Manual,27.0,Ismailia,1,45
Hyundai,Elantra CN7,,Red,Benzine,5,2.5,Automatic,675.0,Nasr city,1,2
Chevrolet,Equinox,,White,Benzine,2,2.5,Automatic,1100.0,Al Shorouk,1,4
Fiat,128,,Red,Benzine,6,2.5,Manual,22.0,Cairo,1,33
Chevrolet,Aveo,,Red,Benzine,42,2.5,Manual,195.0,Shibin el Kom,1,11
Fiat,500 X,,Blue,Benzine,8,2.5,Automatic,840.0,6 October,1,3
Fiat,Uno,,Silver,Benzine,20,2.5,Manual,75.0,Damanhur,1,32
Fiat,Shahin,,Dark red,Benzine,0,2.5,Manual,70.0,Alexandria,1,21
Hyundai,Accent RB,,Petroleum,Benzine,3,2.5,Automatic,490.0,Kafr el-Dawwar,1,2
Fiat,Tipo,,Dark blue,Benzine,9,2.5,Automatic,510.0,El Haram,1,2
Chevrolet,Equinox,,Light grey,Benzine,13,2.5,Automatic,900.0,Sheikh Zayed City,1,5
Chevrolet,Equinox,,Silver,Benzine,5,2.5,Automatic,750.0,Kafr el-Sheikh,1,5
