Brand,Model,Body,Color,Year,Fuel,Kilometers,Engine,Trasmission,Price,Gov,new
Chevrolet,Lanos,Sedan,Silver,2018.0,Benzine,10000 to 19999,1400 - 1500 CC,Manual,155.0,Sohag,0
Chevrolet,Lanos,Sedan,White,2011.0,Benzine,60000 to 69999,1400 - 1500 CC,Manual,100.0,Damietta,0
Chevrolet,Lanos,Sedan,Other Color,2010.0,Benzine,140000 to 159999,1600 CC,Manual,107.0,Minya,0
Chevrolet,Lanos,Sedan,White,2011.0,Natural Gas,20000 to 29999,1600 CC,Manual,57.0,Cairo,0
Chevrolet,Lanos,Sedan,Burgundy,2010.0,Benzine,160000 to 179999,1400 - 1500 CC,Manual,88.0,Suez,0
Chevrolet,Lanos,Sedan,White,2011.0,Natural Gas,More than 200000,1600 CC,Manual,78.0,Cairo,0
Chevrolet,Lanos,Sedan,Other Color,2009.0,Benzine,180000 to 199999,1400 - 1500 CC,Manual,75.0,Qalyubia,0
Chevrolet,Lanos,Sedan,Silver,2014.0,Benzine,160000 to 179999,1600 CC,Manual,110.0,Monufia,0
Chevrolet,Lanos,Sedan,Blue- Navy Blue,2017.0,Benzine,70000 to 79999,1400 - 1500 CC,Manual,143.0,Cairo,0
Chevrolet,Lanos,Sedan,Gray,2014.0,Benzine,140000 to 159999,1400 - 1500 CC,Manual,110.0,Gharbia,0
Chevrolet,Lanos,Sedan,Gray,2015.0,Benzine,0 to 9999,1400 - 1500 CC,Manual,125.0,Alexandria,0
Chevrolet,Lanos,Sedan,Gray,2014.0,Benzine,0 to 9999,1400 - 1500 CC,Manual,130.0,Dakahlia,0
Chevrolet,Lanos,Sedan,Black,2010.0,Benzine,180000 to 199999,1600 CC,Manual,98.0,Cairo,0
Chevrolet,Lanos,Sedan,Gray,2010.0,Benzine,20000 to 29999,1400 - 1500 CC,Manual,98.0,Suez,0
Chevrolet,Lanos,Sedan,Silver,2011.0,Natural Gas,10000 to 19999,1400 - 1500 CC,Manual,98.0,Sharqia,0
Chevrolet,Lanos,Sedan,Black,2014.0,Benzine,60000 to 69999,1400 - 1500 CC,Manual,110.0,Cairo,0
Chevrolet,Lanos,Sedan,Burgundy,2012.0,Benzine,140000 to 159999,1400 - 1500 CC,Manual,110.0,Sharqia,0
Chevrolet,Lanos,Sedan,Gray,2014.0,Benzine,180000 to 199999,1400 - 1500 CC,Manual,100.0,Cairo,0
Chevrolet,Lanos,Sedan,Red,2010.0,Benzine,180000 to 199999,1400 - 1500 CC,Manual,110.0,Qalyubia,0
Chevrolet,Lanos,Sedan,Gray,2010.0,Benzine,140000 to 159999,1400 - 1500 CC,Manual,90.0,Cairo,0
Chevrolet,Lanos,Sedan,Burgundy,2014.0,Benzine,80000 to 89999,1400 - 1500 CC,Manual,120.0,Giza,0
Chevrolet,Lanos,Sedan,Burgundy,2014.0,Benzine,80000 to 89999,1400 - 1500 CC,Manual,100.0,Fayoum,0
Chevrolet,Lanos,Sedan,Burgundy,2013.0,Benzine,10000 to 19999,1400 - 1500 CC,Manual,105.0,Qalyubia,0
Chevrolet,Lanos,Sedan,Red,2013.0,Benzine,20000 to 29999,1400 - 1500 CC,Manual,105.0,Qalyubia,0
Chevrolet,Lanos,Sedan,Other Color,2013.0,Benzine,180000 to 199999,1400 - 1500 CC,Manual,87.0,Red Sea,0
Chevrolet,Lanos,Sedan,Gray,2016.0,Benzine,140000 to 159999,1400 - 1500 CC,Manual,118.0,Sharqia,0
Chevrolet,Lanos,Sedan,White,2011.0,Benzine,More than 200000,1600 CC,Manual,68.0,Qalyubia,0
Chevrolet,Lanos,Sedan,Other Color,2012.0,Benzine,100000 to 119999,1400 - 1500 CC,Manual,105.0,Alexandria,0
Chevrolet,Lanos,Sedan,Black,2017.0,Benzine,0 to 9999,1400 - 1500 CC,Manual,132.0,Alexandria,0
Chevrolet,Lanos,Sedan,White,2010.0,Natural Gas,0 to 9999,1400 - 1500 CC,Manual,78.0,Qalyubia,0
Chevrolet,Lanos,Sedan,Burgundy,2015.0,Benzine,140000 to 159999,1400 - 1500 CC,Manual,125.0,Alexandria,0
Chevrolet,Lanos,Sedan,Gray,2013.0,Benzine,120000 to 139999,1400 - 1500 CC,Manual,110.0,Cairo,0
Chevrolet,Lanos,Sedan,White,2009.0,Natural Gas,0 to 9999,1400 - 1500 CC,Manual,70.0,Suez,0
Chevrolet,Lanos,Sedan,White,2012.0,Benzine,80000 to 89999,1400 - 1500 CC,Manual,90.0,Dakahlia,0
Chevrolet,Lanos,Sedan,Burgundy,2014.0,Benzine,160000 to 179999,1400 - 1500 CC,Manual,70.0,Giza,0
Chevrolet,Lanos,Sedan,Burgundy,2011.0,Benzine,140000 to 159999,1400 - 1500 CC,Manual,100.0,Cairo,0
Chevrolet,Lanos,Sedan,White,2010.0,Natural Gas,10000 to 19999,1400 - 1500 CC,Manual,60.0,Cairo,0
Chevrolet,Lanos,Sedan,Other Color,2013.0,Benzine,10000 to 19999,1400 - 1500 CC,Manual,100.0,Cairo,0
Chevrolet,Lanos,Sedan,Blue- Navy Blue,2003.0,Benzine,140000 to 159999,1400 - 1500 CC,Manual,68.0,Monufia,0
Chevrolet,Lanos,Sedan,Silver,2017.0,Benzine,0 to 9999,1400 - 1500 CC,Manual,137.0,Alexandria,0
Chevrolet,Lanos,Sedan,Silver,2014.0,Benzine,100000 to 119999,1400 - 1500 CC,Manual,108.0,Sharqia,0
Chevrolet,Lanos,Sedan,Silver,2011.0,Natural Gas,90000 to 99999,1400 - 1500 CC,Manual,95.0,Alexandria,0
Chevrolet,Lanos,Sedan,Burgundy,2011.0,Benzine,0 to 9999,1600 CC,Manual,85.0,Giza,0
Chevrolet,Lanos,Sedan,Blue- Navy Blue,2016.0,Benzine,70000 to 79999,1400 - 1500 CC,Manual,127.0,Gharbia,0
Chevrolet,Lanos,Sedan,Gray,2016.0,Benzine,20000 to 29999,1400 - 1500 CC,Manual,130.0,Qalyubia,0
Chevrolet,Lanos,Sedan,Gray,2010.0,Benzine,More than 200000,1400 - 1500 CC,Manual,70.0,Cairo,0
Chevrolet,Lanos,Sedan,Black,2014.0,Benzine,50000 to 59999,1400 - 1500 CC,Manual,132.0,Giza,0
Chevrolet,Lanos,Sedan,Silver,2016.0,Benzine,90000 to 99999,1600 CC,Manual,120.0,Monufia,0
Chevrolet,Lanos,Sedan,Yellow,2015.0,Benzine,100000 to 119999,1400 - 1500 CC,Manual,155.0,Alexandria,0
Chevrolet,Lanos,Sedan,Burgundy,2012.0,Benzine,0 to 9999,1400 - 1500 CC,Manual,115.0,Cairo,0
Chevrolet,Lanos,Sedan,Burgundy,2019.0,Benzine,50000 to 59999,1400 - 1500 CC,Manual,155.0,Cairo,0
Chevrolet,Lanos,Sedan,Yellow,2015.0,Benzine,More than 200000,1400 - 1500 CC,Manual,165.0,Alexandria,0
Chevrolet,Lanos,Sedan,White,2011.0,Benzine,30000 to 39999,1400 - 1500 CC,Manual,90.0,Cairo,0
Chevrolet,Lanos,Sedan,Gray,2010.0,Benzine,120000 to 139999,1600 CC,Manual,100.0,Alexandria,0
Chevrolet,Lanos,Sedan,Burgundy,2007.0,Benzine,10000 to 19999,1600 CC,Manual,95.0,Giza,0
Chevrolet,Lanos,Sedan,Gray,2013.0,Benzine,120000 to 139999,1400 - 1500 CC,Manual,90.0,Gharbia,0
Chevrolet,Lanos,Sedan,Silver,2010.0,Benzine,0 to 9999,1400 - 1500 CC,Manual,93.0,Alexandria,0
Chevrolet,Lanos,Sedan,Gray,2010.0,Benzine,100000 to 119999,1400 - 1500 CC,Manual,88.0,Alexandria,0
Chevrolet,Lanos,Sedan,Burgundy,2012.0,Benzine,180000 to 199999,1600 CC,Manual,100.0,Giza,0
Chevrolet,Lanos,Sedan,Black,2012.0,Natural Gas,140000 to 159999,1600 CC,Manual,89.0,Alexandria,0
Chevrolet,Lanos,Sedan,Gray,2011.0,Benzine,More than 200000,1400 - 1500 CC,Manual,100.0,Cairo,0
Chevrolet,Lanos,Sedan,Black,2016.0,Benzine,50000 to 59999,1400 - 1500 CC,Manual,122.0,Sharqia,0
Chevrolet,Lanos,Sedan,Gray,2011.0,Benzine,120000 to 139999,1400 - 1500 CC,Manual,95.0,Giza,0
Chevrolet,Lanos,Sedan,Black,2015.0,Benzine,70000 to 79999,1400 - 1500 CC,Manual,125.0,Asyut,0
Chevrolet,Lanos,Sedan,Black,2009.0,Benzine,70000 to 79999,1400 - 1500 CC,Manual,82.5,Cairo,0
Chevrolet,Lanos,Sedan,Black,2014.0,Benzine,80000 to 89999,1400 - 1500 CC,Manual,115.0,Cairo,0
Chevrolet,Lanos,Sedan,Gray,2013.0,Benzine,10000 to 19999,1400 - 1500 CC,Manual,130.0,Cairo,0
Chevrolet,Lanos,Sedan,Burgundy,2014.0,Benzine,60000 to 69999,1400 - 1500 CC,Manual,120.0,Asyut,0
Chevrolet,Lanos,Sedan,Black,2013.0,Benzine,More than 200000,1400 - 1500 CC,Manual,110.0,Giza,0
Chevrolet,Lanos,Sedan,Black,2013.0,Benzine,More than 200000,1400 - 1500 CC,Manual,90.0,Giza,0
Chevrolet,Lanos,Sedan,Black,2013.0,Benzine,10000 to 19999,1400 - 1500 CC,Manual,93.0,Alexandria,0
Chevrolet,Lanos,Sedan,Burgundy,2012.0,Benzine,80000 to 89999,1400 - 1500 CC,Manual,108.0,Alexandria,0
Chevrolet,Lanos,Sedan,Blue- Navy Blue,2016.0,Benzine,100000 to 119999,1400 - 1500 CC,Manual,127.0,Cairo,0
Chevrolet,Lanos,Sedan,White,2009.0,Natural Gas,20000 to 29999,1400 - 1500 CC,Manual,80.0,Cairo,0
Chevrolet,Lanos,Sedan,Black,2012.0,Benzine,120000 to 139999,1600 CC,Manual,105.0,Gharbia,0
Chevrolet,Lanos,Sedan,Black,2014.0,Benzine,180000 to 199999,1400 - 1500 CC,Manual,150.0,Alexandria,0
Chevrolet,Lanos,Sedan,Gray,2012.0,Benzine,20000 to 29999,1400 - 1500 CC,Manual,100.0,Cairo,0
Chevrolet,Lanos,Sedan,Black,2015.0,Benzine,120000 to 139999,1600 CC,Manual,120.0,South Sinai,0
Chevrolet,Lanos,Sedan,Burgundy,2009.0,Benzine,140000 to 159999,1600 CC,Manual,90.0,Alexandria,0
Chevrolet,Lanos,Sedan,White,2011.0,Benzine,140000 to 159999,1600 CC,Manual,83.0,Giza,0
Chevrolet,Lanos,Sedan,White,2010.0,Benzine,10000 to 19999,1400 - 1500 CC,Manual,70.0,Cairo,0
Chevrolet,Lanos,Sedan,Black,2014.0,Benzine,40000 to 49999,1400 - 1500 CC,Manual,170.0,Alexandria,0
Chevrolet,Lanos,Sedan,Gray,2014.0,Benzine,140000 to 159999,1400 - 1500 CC,Manual,110.0,Ismailia,0
Chevrolet,Lanos,Sedan,Burgundy,2015.0,Benzine,10000 to 19999,1400 - 1500 CC,Manual,120.0,Giza,0
Chevrolet,Lanos,Sedan,Gray,2010.0,Benzine,40000 to 49999,1400 - 1500 CC,Manual,85.0,Alexandria,0
Chevrolet,Lanos,Sedan,Burgundy,2010.0,Benzine,100000 to 119999,1400 - 1500 CC,Manual,85.0,Qalyubia,0
Chevrolet,Lanos,Sedan,Black,2010.0,Benzine,More than 200000,1400 - 1500 CC,Manual,75.0,Sharqia,0
Chevrolet,Lanos,Sedan,Black,2013.0,Benzine,120000 to 139999,1400 - 1500 CC,Manual,98.0,Cairo,0
Chevrolet,Lanos,Sedan,Black,2015.0,Benzine,50000 to 59999,1400 - 1500 CC,Manual,136.0,Alexandria,0
Chevrolet,Lanos,Sedan,Silver,2013.0,Benzine,70000 to 79999,1400 - 1500 CC,Manual,113.0,Sharqia,0
Chevrolet,Lanos,Sedan,Gray,2013.0,Benzine,120000 to 139999,1400 - 1500 CC,Manual,120.0,Giza,0
Chevrolet,Lanos,Sedan,Gray,2010.0,Benzine,More than 200000,1400 - 1500 CC,Manual,90.0,Cairo,0
Chevrolet,Lanos,Sedan,Black,2010.0,Benzine,160000 to 179999,1400 - 1500 CC,Manual,80.0,Cairo,0
Chevrolet,Lanos,Sedan,Burgundy,2014.0,Benzine,140000 to 159999,1400 - 1500 CC,Manual,105.0,Alexandria,0
Chevrolet,Lanos,Sedan,Black,2016.0,Natural Gas,120000 to 139999,1400 - 1500 CC,Manual,150.0,Alexandria,0
Chevrolet,Lanos,Sedan,Silver,2011.0,Benzine,120000 to 139999,1400 - 1500 CC,Manual,108.0,Gharbia,0
Chevrolet,Lanos,Sedan,Black,2009.0,Benzine,80000 to 89999,1400 - 1500 CC,Manual,90.0,Qalyubia,0
Chevrolet,Lanos,Sedan,Silver,2014.0,Benzine,140000 to 159999,1400 - 1500 CC,Manual,110.0,Cairo,0
Chevrolet,Lanos,Sedan,Burgundy,2016.0,Benzine,80000 to 89999,1400 - 1500 CC,Manual,130.0,Alexandria,0
Chevrolet,Lanos,Sedan,Black,2013.0,Benzine,10000 to 19999,1400 - 1500 CC,Manual,110.0,Cairo,0
Chevrolet,Lanos,Sedan,Burgundy,2009.0,Benzine,120000 to 139999,1600 CC,Manual,95.0,Alexandria,0
Chevrolet,Lanos,Sedan,Burgundy,2012.0,Benzine,120000 to 139999,1400 - 1500 CC,Automatic,110.0,Alexandria,0
Chevrolet,Lanos,Sedan,Burgundy,2010.0,Benzine,160000 to 179999,1400 - 1500 CC,Manual,89.0,Minya,0
Chevrolet,Lanos,Sedan,White,2010.0,Benzine,120000 to 139999,1400 - 1500 CC,Manual,65.0,Cairo,0
Chevrolet,Lanos,Sedan,Burgundy,2013.0,Benzine,0 to 9999,1400 - 1500 CC,Manual,118.0,Giza,0
Chevrolet,Lanos,Sedan,White,2010.0,Benzine,20000 to 29999,1600 CC,Manual,65.0,Giza,0
Chevrolet,Lanos,Sedan,Blue- Navy Blue,2011.0,Benzine,60000 to 69999,1400 - 1500 CC,Manual,85.0,Giza,0
Chevrolet,Lanos,Sedan,Silver,2011.0,Benzine,160000 to 179999,1400 - 1500 CC,Manual,95.0,Giza,0
Chevrolet,Lanos,Sedan,Silver,2012.0,Benzine,160000 to 179999,1400 - 1500 CC,Manual,88.0,Sharqia,0
Chevrolet,Lanos,Sedan,Burgundy,2013.0,Benzine,80000 to 89999,1400 - 1500 CC,Manual,95.0,Giza,0
Chevrolet,Lanos,Sedan,Burgundy,2015.0,Benzine,100000 to 119999,1400 - 1500 CC,Manual,105.0,Cairo,0
Chevrolet,Lanos,Sedan,Gray,2016.0,Benzine,0 to 9999,1400 - 1500 CC,Manual,130.0,Giza,0
Chevrolet,Lanos,Sedan,White,2015.0,Natural Gas,More than 200000,1600 CC,Manual,85.0,Cairo,0
Chevrolet,Lanos,Sedan,Black,2011.0,Benzine,More than 200000,1600 CC,Manual,120.0,Gharbia,0
Chevrolet,Lanos,Sedan,Black,2013.0,Benzine,80000 to 89999,1400 - 1500 CC,Manual,100.0,Gharbia,0
Chevrolet,Lanos,Sedan,Blue- Navy Blue,2012.0,Benzine,140000 to 159999,1400 - 1500 CC,Manual,95.0,Cairo,0
Chevrolet,Lanos,Sedan,White,2010.0,Natural Gas,More than 200000,1600 CC,Manual,65.0,Sharqia,0
Chevrolet,Lanos,Sedan,Silver,2013.0,Benzine,80000 to 89999,1600 CC,Manual,120.0,Cairo,0
Chevrolet,Lanos,Sedan,Blue- Navy Blue,2016.0,Benzine,90000 to 99999,1400 - 1500 CC,Manual,135.0,Red Sea,0
Chevrolet,Lanos,Sedan,Black,2011.0,Benzine,160000 to 179999,1400 - 1500 CC,Manual,95.0,Alexandria,0
Chevrolet,Lanos,Sedan,Silver,2013.0,Benzine,0 to 9999,1600 CC,Manual,126.0,Cairo,0
Chevrolet,Lanos,Sedan,Burgundy,2011.0,Benzine,140000 to 159999,1600 CC,Manual,85.0,Cairo,0
Chevrolet,Lanos,Sedan,Blue- Navy Blue,2015.0,Benzine,90000 to 99999,1400 - 1500 CC,Manual,120.0,Giza,0
Chevrolet,Lanos,Sedan,White,2010.0,Benzine,40000 to 49999,1400 - 1500 CC,Manual,60.0,Cairo,0
Chevrolet,Lanos,Sedan,Burgundy,2016.0,Benzine,80000 to 89999,1400 - 1500 CC,Manual,120.0,Alexandria,0
Chevrolet,Lanos,Sedan,Gray,2018.0,Benzine,30000 to 39999,1400 - 1500 CC,Manual,140.0,Sharqia,0
Chevrolet,Lanos,Sedan,White,2011.0,Benzine,120000 to 139999,1400 - 1500 CC,Manual,70.0,Cairo,0
Chevrolet,Lanos,Sedan,Black,2015.0,Benzine,10000 to 19999,1400 - 1500 CC,Manual,115.0,Cairo,0
Chevrolet,Lanos,Sedan,Silver,2010.0,Benzine,140000 to 159999,1400 - 1500 CC,Manual,90.0,Qalyubia,0
Chevrolet,Lanos,Sedan,Silver,2011.0,Benzine,More than 200000,1400 - 1500 CC,Manual,85.0,Cairo,0
Chevrolet,Lanos,Sedan,Blue- Navy Blue,2014.0,Benzine,10000 to 19999,1400 - 1500 CC,Manual,122.0,Cairo,0
Chevrolet,Lanos,Sedan,Silver,2017.0,Benzine,160000 to 179999,1400 - 1500 CC,Manual,178.0,Alexandria,0
Chevrolet,Lanos,Sedan,Silver,2019.0,Benzine,40000 to 49999,1400 - 1500 CC,Manual,155.0,Alexandria,0
Chevrolet,Lanos,Sedan,Silver,2010.0,Benzine,10000 to 19999,1400 - 1500 CC,Manual,87.0,Qalyubia,0
Chevrolet,Lanos,Sedan,Burgundy,2016.0,Benzine,70000 to 79999,1400 - 1500 CC,Manual,120.0,Giza,0
Chevrolet,Lanos,Sedan,Gray,2016.0,Benzine,120000 to 139999,1400 - 1500 CC,Manual,130.0,Alexandria,0
Chevrolet,Lanos,Sedan,Blue- Navy Blue,2019.0,Benzine,50000 to 59999,1400 - 1500 CC,Manual,165.0,Suez,0
Chevrolet,Lanos,Sedan,White,2010.0,Benzine,10000 to 19999,1400 - 1500 CC,Manual,65.0,Sharqia,0
Chevrolet,Lanos,Sedan,Red,2016.0,Benzine,70000 to 79999,1400 - 1500 CC,Manual,130.0,Alexandria,0
Chevrolet,Lanos,Sedan,Burgundy,2013.0,Benzine,140000 to 159999,1400 - 1500 CC,Manual,99.0,Gharbia,0
Chevrolet,Lanos,Sedan,Red,2012.0,Natural Gas,30000 to 39999,1600 CC,Manual,140.0,Sharqia,0
Chevrolet,Lanos,Sedan,Gray,2014.0,Benzine,10000 to 19999,1400 - 1500 CC,Manual,110.0,Dakahlia,0
Chevrolet,Lanos,Sedan,Gray,2011.0,Benzine,60000 to 69999,1400 - 1500 CC,Manual,105.0,Alexandria,0
Chevrolet,Lanos,Sedan,Blue- Navy Blue,2016.0,Benzine,100000 to 119999,1600 CC,Manual,130.0,Sharqia,0
Chevrolet,Lanos,Sedan,Silver,2019.0,Benzine,90000 to 99999,1600 CC,Manual,150.0,Giza,0
Chevrolet,Lanos,Sedan,Burgundy,2013.0,Benzine,0 to 9999,1600 CC,Manual,110.0,Cairo,0
Chevrolet,Lanos,Sedan,White,2011.0,Benzine,10000 to 19999,1400 - 1500 CC,Manual,67.0,Monufia,0
Chevrolet,Lanos,Sedan,Red,2015.0,Benzine,140000 to 159999,1400 - 1500 CC,Manual,125.0,Cairo,0
Chevrolet,Lanos,Sedan,White,2009.0,Natural Gas,More than 200000,1400 - 1500 CC,Manual,65.0,Giza,0
Chevrolet,Lanos,Sedan,Silver,2015.0,Benzine,140000 to 159999,1600 CC,Manual,125.0,Cairo,0
Chevrolet,Lanos,Sedan,Black,2011.0,Benzine,10000 to 19999,1400 - 1500 CC,Manual,75.0,Alexandria,0
Chevrolet,Lanos,Sedan,Gray,2011.0,Benzine,More than 200000,1400 - 1500 CC,Manual,90.0,Sharqia,0
Chevrolet,Lanos,Sedan,Gray,2015.0,Benzine,140000 to 159999,1400 - 1500 CC,Manual,120.0,Damietta,0
Chevrolet,Lanos,Sedan,Gray,2011.0,Benzine,20000 to 29999,1400 - 1500 CC,Manual,105.0,Giza,0
Chevrolet,Lanos,Sedan,White,2012.0,Benzine,160000 to 179999,1400 - 1500 CC,Manual,75.0,Cairo,0
Chevrolet,Lanos,Sedan,Blue- Navy Blue,2015.0,Benzine,30000 to 39999,1400 - 1500 CC,Manual,128.0,Beheira,0
Chevrolet,Lanos,Sedan,Black,2013.0,Benzine,10000 to 19999,1400 - 1500 CC,Manual,140.0,Alexandria,0
Chevrolet,Lanos,Sedan,Gray,2016.0,Benzine,140000 to 159999,1400 - 1500 CC,Manual,120.0,Alexandria,0
Chevrolet,Lanos,Sedan,Silver,2013.0,Benzine,100000 to 119999,1600 CC,Manual,100.0,Cairo,0
Chevrolet,Lanos,Sedan,Gray,2014.0,Benzine,More than 200000,1400 - 1500 CC,Manual,93.0,Alexandria,0
Chevrolet,Lanos,Sedan,Black,2010.0,Benzine,120000 to 139999,1400 - 1500 CC,Manual,97.0,Gharbia,0
Chevrolet,Lanos,Sedan,Burgundy,2011.0,Benzine,160000 to 179999,1400 - 1500 CC,Manual,90.0,Sharqia,0
Chevrolet,Lanos,Sedan,White,2009.0,Natural Gas,30000 to 39999,1400 - 1500 CC,Manual,65.0,Giza,0
Chevrolet,Lanos,Sedan,Other Color,2010.0,Benzine,180000 to 199999,1400 - 1500 CC,Manual,87.0,Qalyubia,0
Chevrolet,Lanos,Sedan,White,2010.0,Benzine,70000 to 79999,1400 - 1500 CC,Manual,91.0,Cairo,0
Chevrolet,Lanos,Sedan,Other Color,2011.0,Benzine,90000 to 99999,1400 - 1500 CC,Manual,105.0,Sharqia,0
Chevrolet,Lanos,Sedan,Black,2012.0,Natural Gas,90000 to 99999,1400 - 1500 CC,Manual,90.0,Ismailia,0
Chevrolet,Lanos,Sedan,Other Color,2010.0,Benzine,100000 to 119999,1400 - 1500 CC,Manual,100.0,Giza,0
Chevrolet,Lanos,Sedan,Silver,2016.0,Benzine,More than 200000,1400 - 1500 CC,Manual,120.0,Cairo,0
Chevrolet,Lanos,Sedan,Silver,2011.0,Benzine,180000 to 199999,1400 - 1500 CC,Manual,90.0,Cairo,0
Chevrolet,Lanos,Sedan,Gray,2015.0,Benzine,0 to 9999,1400 - 1500 CC,Manual,115.0,Sharqia,0
Chevrolet,Lanos,Sedan,Burgundy,2019.0,Benzine,0 to 9999,1400 - 1500 CC,Manual,130.0,Alexandria,0
Chevrolet,Lanos,Sedan,Burgundy,2011.0,Benzine,More than 200000,1400 - 1500 CC,Manual,70.0,Alexandria,0
Chevrolet,Lanos,Sedan,Gray,2011.0,Benzine,50000 to 59999,1400 - 1500 CC,Manual,95.0,Beheira,0
Chevrolet,Lanos,Sedan,Red,2014.0,Benzine,120000 to 139999,1400 - 1500 CC,Manual,105.0,Qalyubia,0
Chevrolet,Lanos,Sedan,Other Color,2011.0,Benzine,20000 to 29999,1400 - 1500 CC,Manual,118.0,Cairo,0
Chevrolet,Lanos,Sedan,White,2010.0,Benzine,70000 to 79999,1400 - 1500 CC,Manual,75.0,Giza,0
Chevrolet,Lanos,Sedan,Black,2015.0,Benzine,120000 to 139999,1400 - 1500 CC,Manual,100.0,Giza,0
Chevrolet,Lanos,Sedan,White,2011.0,Natural Gas,10000 to 19999,1400 - 1500 CC,Manual,72.0,Cairo,0
Chevrolet,Lanos,Sedan,White,2010.0,Benzine,140000 to 159999,1400 - 1500 CC,Manual,87.0,Sharqia,0
Chevrolet,Lanos,Sedan,Black,2011.0,Benzine,180000 to 199999,1400 - 1500 CC,Automatic,112.0,Sharqia,0
Chevrolet,Lanos,Sedan,Gray,2013.0,Natural Gas,100000 to 119999,1400 - 1500 CC,Automatic,119.0,Beheira,0
Chevrolet,Lanos,Sedan,Beige,2009.0,Benzine,0 to 9999,1400 - 1500 CC,Manual,80.0,Qalyubia,0
Chevrolet,Lanos,Sedan,White,2011.0,Natural Gas,160000 to 179999,1600 CC,Manual,100.0,Cairo,0
Chevrolet,Lanos,Sedan,Other Color,2011.0,Benzine,90000 to 99999,1400 - 1500 CC,Manual,100.0,Sharqia,0
Chevrolet,Lanos,Sedan,Gray,2013.0,Benzine,80000 to 89999,1400 - 1500 CC,Manual,125.0,Gharbia,0
Chevrolet,Lanos,Sedan,Silver,2013.0,Benzine,70000 to 79999,1400 - 1500 CC,Manual,118.0,Cairo,0
Chevrolet,Lanos,Sedan,Silver,2011.0,Benzine,40000 to 49999,1400 - 1500 CC,Manual,92.0,Qena,0
Chevrolet,Lanos,Sedan,Gray,2013.0,Benzine,160000 to 179999,1400 - 1500 CC,Manual,100.0,Alexandria,0
Chevrolet,Lanos,Sedan,White,2009.0,Benzine,20000 to 29999,1400 - 1500 CC,Manual,65.0,Beheira,0
Chevrolet,Lanos,Sedan,Black,2014.0,Benzine,More than 200000,1400 - 1500 CC,Manual,140.0,Alexandria,0
Chevrolet,Lanos,Sedan,Gray,2016.0,Benzine,40000 to 49999,1400 - 1500 CC,Manual,125.0,Giza,0
Chevrolet,Lanos,Sedan,Silver,2010.0,Benzine,More than 200000,1400 - 1500 CC,Manual,78.0,Cairo,0
Chevrolet,Lanos,Sedan,Silver,2011.0,Benzine,0 to 9999,1600 CC,Manual,95.0,Damietta,0
Chevrolet,Lanos,Sedan,White,2009.0,Natural Gas,180000 to 199999,1400 - 1500 CC,Manual,57.0,Cairo,0
Chevrolet,Lanos,Sedan,Blue- Navy Blue,2019.0,Benzine,0 to 9999,1400 - 1500 CC,Manual,155.0,Cairo,0
Chevrolet,Lanos,Sedan,Burgundy,2012.0,Benzine,More than 200000,1600 CC,Manual,89.0,Beni Suef,0
Chevrolet,Lanos,Sedan,Black,2013.0,Benzine,10000 to 19999,1400 - 1500 CC,Manual,95.0,Cairo,0
Chevrolet,Lanos,Sedan,Red,2011.0,Benzine,180000 to 199999,1600 CC,Manual,95.0,Cairo,0
Chevrolet,Lanos,Sedan,Gray,2014.0,Benzine,More than 200000,1400 - 1500 CC,Manual,100.0,Qalyubia,0
Chevrolet,Lanos,Sedan,Silver,2010.0,Benzine,10000 to 19999,1400 - 1500 CC,Manual,100.1,Sharqia,0
Chevrolet,Lanos,Sedan,Gray,2013.0,Benzine,140000 to 159999,1400 - 1500 CC,Automatic,120.0,Alexandria,0
Chevrolet,Lanos,Sedan,Blue- Navy Blue,2009.0,Benzine,10000 to 19999,1600 CC,Manual,85.0,Cairo,0
Chevrolet,Lanos,Sedan,Red,2013.0,Benzine,More than 200000,1400 - 1500 CC,Manual,92.0,Cairo,0
Chevrolet,Lanos,Sedan,Black,2014.0,Benzine,100000 to 119999,1400 - 1500 CC,Manual,105.0,Beheira,0
Chevrolet,Lanos,Sedan,Other Color,2011.0,Benzine,140000 to 159999,1400 - 1500 CC,Manual,110.0,Minya,0
Chevrolet,Lanos,Sedan,White,2011.0,Benzine,0 to 9999,1600 CC,Manual,115.0,Giza,0
Chevrolet,Lanos,Sedan,Silver,2015.0,Benzine,0 to 9999,1400 - 1500 CC,Manual,118.0,Giza,0
Chevrolet,Lanos,Sedan,Silver,2015.0,Benzine,80000 to 89999,1400 - 1500 CC,Manual,108.0,Giza,0
Chevrolet,Lanos,Sedan,Blue- Navy Blue,2015.0,Benzine,140000 to 159999,1600 CC,Manual,125.0,Alexandria,0
Chevrolet,Lanos,Sedan,Black,2016.0,Natural Gas,60000 to 69999,1600 CC,Manual,150.0,Alexandria,0
Chevrolet,Lanos,Sedan,Gray,2017.0,Benzine,80000 to 89999,1400 - 1500 CC,Manual,130.0,Sharqia,0
Chevrolet,Lanos,Sedan,Other Color,2015.0,Benzine,120000 to 139999,1400 - 1500 CC,Manual,120.0,Giza,0
Chevrolet,Lanos,Sedan,Gray,2012.0,Benzine,10000 to 19999,1400 - 1500 CC,Manual,103.0,Sharqia,0
Chevrolet,Lanos,Sedan,Black,2013.0,Benzine,100000 to 119999,1400 - 1500 CC,Manual,105.0,Luxor,0
